Brand,Part Number,Product,Description,TRADE EX,TRADE INC,RRP EX,RRP INC
Airtame,AT-CD1-ROOMS-1Y,Airtame Hub with 1yr HYBRID license & 1yr total hardware warranty,"Airtame Hub: Easy-to-use video conferencing for hybrid meetings.  Stable, secure calls, every time.Includes features of the Airtame 2 +conferencing.Includes 1 year Airtame Hybrid license.","$1,441.00","$1,657.15","$2,182.61","$2,510.00"
Airtame,AT-CD1-CORE-3Y,Airtame Hub with 3yr CORE license & 1yr total hardware warranty,"Airtame Hub with 3 year Airtame Core License. All the features of the Airtame 2 with faster processor but no conferencing. Use ""AT-HYBRID-1Y"" to upgrade license from Core to Hybrid.","$1,157.00","$1,330.55","$1,521.74","$1,750.00"
Airtame,AT-CD1-PSU-AUS,Airtame Hub Power Supply,A power supply is not included with the purchase of an Airtame Hub. Built-in PoE+ is the standard power option for the device.,$79.00,$90.85,$104.35,$120.00
Airtame,AT-CD1-PSU-UK,Airtame Hub Power Supply,A power supply is not included with the purchase of an Airtame Hub. Built-in PoE+ is the standard power option for the device.,$79.00,$90.85,$104.35,$120.00
Airtame,AT-DG2,Airtame 2 - Inc. 3 Yr Core License & 3 Yr Hardware Warranty,"Airtame 2: Simple screen sharing from any device, and digital signage to make your screens work harder.  All-in-one. Includes: Airtame 2, AirCord, Magnetic Mount, Power Supply & Installation Guide3 years of Core license & 3 year hardware warranty",$888.00,"$1,021.20","$1,200.00","$1,380.00"
Airtame,AT-DG2-10PK,Airtame 2 - Bulk Purchase 10+ Units,Discounted forpurchase of 10+ units!,$792.00,$910.80,"$1,200.00","$1,380.00"
Airtame,AT-POE,Airtame 2 PoE to USB Adapter,"Provides both DC 5V and network connection to the Airtame 2, via the USB connector on the AirCord. Improve the stability of the connection, and minimise latency.",$208.00,$239.20,$273.91,$315.00
Airtame,AT-ETH,Airtame Ethernet Adapter,"A Micro USB to ethernet adapter, to hardwire your Airtame devices to the network. ",$50.00,$57.50,$65.22,$75.00
Airtame,AT-IEC,"Airtame 2 Extension Cord, 1.8m",Extends the range of Airtame's power supply unit by 1.8m.  Includes an IEC adapter for the Airtame 2 PSU and an extension cord with a standard regional plug.  Not necessary when Airtame PoE Adapter is used.,$33.00,$37.95,$43.48,$50.00
Airtame,AT-AC,Airtame 2 AirCord (split cable),"Replacement AirCord for the Airtame 2 device.  All-in-one HDMI, USB and USB-C cable.",$69.00,$79.35,$91.30,$105.00
Airtame,AT-PSU-OC,Airtame 2 power supply box AU/NZ,Replacement Power Supply for the Airtame 2 device.,$33.00,$37.95,$43.48,$50.00
Airtame,AT-MAG,Airtame 2 Magnetic Mount,For flexible (magnetic) or permanent (adhesive) installation of the Airtame 2. ,$20.00,$23.00,$26.09,$30.00
Airtame,AT-CORE-1Y,Airtame Core License - 1 Year renewal / additional,Airtame Core License - 1 Year renewal / additional,$161.00,$185.15,$217.39,$250.00
Airtame,AT-CORE-EDU-1Y,Airtame Core License - 1 Year renewal / additional,Airtame Core License - 1 Year renewal / additional for Education customers,$109.00,$125.35,$147.83,$170.00
Airtame,AT-HYBRID-1Y,Airtame Hybrid License - 1 Year renewal / additional,Airtame Hybrid License - 1 Year renewal / additional,$405.00,$465.75,$547.83,$630.00
Atlona,AT-AVA-EX100CE-BP-KIT,AT-AVA-EX100CE-BP-KIT,Avance 4K/UHD extended distance HDMI Transmitter and Receiver Kit with RS-232 and IR pass-through and bi-directional power,"$1,129.00","$1,298.35","$1,413.04","$1,625.00"
Atlona,AT-AVA-EX70C-BP-KIT,AT-AVA-EX70C-BP-KIT,Avance 4K/UHD HDMI Transmitter and Receiver Kit with RS-232 and IR pass-through and bi-directional power,"$1,010.00","$1,161.50","$1,260.87","$1,450.00"
Atlona,AT-AVA-EX70C-KIT,AT-AVA-EX70C-KIT,Avance 4K/UHD HDMI Transmitter and Receiver Kit with RS-232 and IR pass-through,$814.00,$936.10,"$1,017.39","$1,170.00"
Atlona,AT-HDR-EX-100CEA-KIT,AT-HDR-EX-100CEA-KIT,"4K HDR Transmitter and Receiver Set w/IR, RS-232, Ethernet, and PoE","$1,523.00","$1,751.45","$1,904.35","$2,190.00"
Atlona,AT-HDR-EX-100CEA-RX,AT-HDR-EX-100CEA-RX,"Atlona 4K HDR Receiver w/IR, RS-232, Ethernet, and PoE.",$686.00,$788.90,$856.52,$985.00
Atlona,AT-HDR-EX-70-2PS,AT-HDR-EX-70-2PS,4K/UHD HDR 230ft (70m) HDMI Over HDBaseT TX/RX Kit ,$643.00,$739.45,$804.35,$925.00
Atlona,AT-HDR-EX-70C-KIT,AT-HDR-EX-70C-KIT,"4K HDR Transmitter and Receiver Set w/IR, RS-232, and PoE",$979.00,"$1,125.85","$1,221.74","$1,405.00"
Atlona,AT-HDR-EX-70C-RX,AT-HDR-EX-70C-RX,"Atlona 4K HDR Receiver w/IR, RS-232, and PoE.",$549.00,$631.35,$686.96,$790.00
Atlona,AT-HDVS-TX-WP-NB,AT-HDVS-TX-WP-NB,(No Buttons Face Plate) for HDVS-150TX-WP,$58.00,$66.70,$73.91,$85.00
Atlona,AT-OME-EX-KIT,AT-OME-EX-KIT,EOL - USE AT-OME-EX-TX WITH AT-OME-EX-RX,"$1,775.00","$2,041.25","$2,217.39","$2,550.00"
Atlona,AT-OME-EX-KIT-LT,AT-OME-EX-KIT-LT,"Omega 4K/UHD HDMI Over HDBaseT TX/RX Lite extender Kit with USB, Control and PoE",$949.00,"$1,091.35","$1,186.96","$1,365.00"
Atlona,AT-OME-EX-RX,AT-OME-EX-RX,"Omega 4K/UHD HDMI Over HDBaseT Receiver with USB, Control and PoE",$918.00,"$1,055.70","$1,147.83","$1,320.00"
Atlona,AT-OME-EX-TX,AT-OME-EX-TX,"Omega 4K/UHD HDMI Over HDBaseT Transmitter with USB, Control and PoE",$918.00,"$1,055.70","$1,147.83","$1,320.00"
Atlona,AT-OME-EX-TX-WP,AT-OME-EX-TX-WP,Single Gang  TX Wall Plate with USB Pass Through,"$1,052.00","$1,209.80","$1,313.04","$1,510.00"
Atlona,AT-OME-EX-TX-WPC,AT-OME-EX-TX-WPC,Omega single gang wall plate with USB-C Input and USB data support,"$1,052.00","$1,209.80","$1,313.04","$1,510.00"
Atlona,AT-OME-EX-WP-KIT,AT-OME-EX-WP-KIT,"Omega 4K/UHD HDMI Over HDBaseT TX Wallplate/RX with USB, Control and PoE","$1,945.00","$2,236.75","$2,430.43","$2,795.00"
Atlona,AT-OME-EX-WP-KIT-LT,AT-OME-EX-WP-KIT-LT,"Omega 4K/UHD HDMI Over HDBaseT TX Wallplate/RX with USB, Control and PoE, 70 Meters",$983.00,"$1,130.45","$1,230.43","$1,415.00"
Atlona,AT-OME-RX11,AT-OME-RX11,"Omega 4K/UHD HDMI over HDBaseT Receiver with Control. Audio Output, and PoE (Power Source Equipment)",$796.00,$915.40,$995.65,"$1,145.00"
Atlona,AT-OME-SR21,AT-OME-SR21,Omega Soft Video Conferencing HDBaseT receiver with Scaler,"$1,591.00","$1,829.65","$1,986.96","$2,285.00"
Atlona,AT-OPUS-70C-KIT,AT-OPUS-70C-KIT,4K/UHD HDMI Transmitter and OPUS Receiver Kit with RS-232 and IR pass-through,$685.00,$787.75,$856.52,$985.00
Atlona,AT-OPUS-RX,AT-OPUS-RX,4K HDR HDBaseT RX for Opus Matrix Switchers,$201.00,$231.15,$252.17,$290.00
Atlona,AT-PS-POE,AT-PS-POE,Power Over Ethernet Mid-Span Power Supply,$336.00,$386.40,$421.74,$485.00
Atlona,AT-UHD-EX-100CE-RX,AT-UHD-EX-100CE-RX,"4K/UHD HDMI Over 100 M HDBaseT Receiver with Ethernet, Control, and PoE",$606.00,$696.90,$756.52,$870.00
Atlona,AT-UHD-EX-100CE-TX,AT-UHD-EX-100CE-TX,(Tx Only) 4K/UHD 100M HDBaseT Transmitter with Ethernet and Control,$606.00,$696.90,$756.52,$870.00
Atlona,AT-UHD-EX-100CE-TX-PD,AT-UHD-EX-100CE-TX-PD,(Tx Only) 4K/UHD 100M HDBaseT Transmitter (Power Device),$606.00,$696.90,$756.52,$870.00
Atlona,AT-UHD-EX-70C-RX,AT-UHD-EX-70C-RX,(RX Only) 4K/UHD HDMI Receiver,$422.00,$485.30,$526.09,$605.00
Atlona,AT-UHD-EX-70C-TX,AT-UHD-EX-70C-TX,(Tx Only) 4K/UHD HDMI Over HDBaseT Transmitter with Control and PoE,$484.00,$556.60,$604.35,$695.00
Atlona,AT-USB-EX100-KIT,AT-USB-EX100-KIT,"USB 2.0 Extender Kit over Category Cable, up to 100 meters",$675.00,$776.25,$843.48,$970.00
Atlona,AT-PS-245-D4,24V 5A Power Supply w/Din Connector,AT-OME-SW21-TX (Optional PSU AT-PS-245-D4 is required for USB -C Charging),$172.00,$189.20,$222.73,$245.00
Atlona,AT-OME-SW21-TX,HDBaseT Transmitter with USB-C and HDMI Inputs plus USB Hub,HDBaseT Transmitter with USB-C and HDMI Inputs plus USB Hub,"$1,333.00","$1,466.30","$1,731.82","$1,905.00"
Atlona,AT-USB-EX350-KIT,USB 3.2 Gen 1 Data Extender Kit,USB extension up to 330 feet (100 meters),$858.00,$986.70,"$1,073.91","$1,235.00"
Atlona,AT-HDR-H2H-44MA,AT-HDR-H2H-44MA,4K/HDR 4x4 HDMI Matrix Switch,"$2,961.00","$3,405.15","$3,700.00","$4,255.00"
Atlona,AT-HDR-H2H-88MA,AT-HDR-H2H-88MA,4K/HDR 8x8 HDMI Matrix Switch,"$4,795.00","$5,514.25","$5,995.65","$6,895.00"
Atlona,AT-HDR-SW-51,AT-HDR-SW-51,4K/HDR 5x1 HDMI Switch 2.0b,$778.00,$894.70,$973.91,"$1,120.00"
Atlona,AT-HDR-SW-52,AT-HDR-SW-52,4K/HDR 5x2 HDMI Switch 2.0b,"$1,150.00","$1,322.50","$1,439.13","$1,655.00"
Atlona,AT-HDR-SW-52ED,AT-HDR-SW-52ED,4K/HDR 5x2 HDMI Switch 2.0b to HDBaseT with Extended Distance (100m),"$1,655.00","$1,903.25","$2,069.57","$2,380.00"
Atlona,AT-HDVS-150-KIT,AT-HDVS-150-KIT,AT-HDVS-150-RX and AT-HDVS-150-TX Combo Kit,"$1,064.00","$1,223.60","$1,330.43","$1,530.00"
Atlona,AT-HDVS-150-RX,AT-HDVS-150-RX,(Rx Only) HDBaseT Scaler with HDMI and Analog Audio Outputs,$572.00,$657.80,$713.04,$820.00
Atlona,AT-HDVS-150-TX,AT-HDVS-150-TX,(Tx Only) Dual HDMI & VGA/Audio to HDBaseT Switcher,$492.00,$565.80,$613.04,$705.00
Atlona,AT-HDVS-150-TX-PSK,AT-HDVS-150-TX-PSK,(Tx w/Power Supply KIT) stand along HDVS-150-TX to be used w/HDBaseT Projectors,$801.00,$921.15,"$1,000.00","$1,150.00"
Atlona,AT-HDVS-150-TX-WP,AT-HDVS-150-TX-WP,"HDMI plus VGA Switcher w/ HDBaseT Output, POE, US 2 Gang Wall Plate",$492.00,$565.80,$613.04,$705.00
Atlona,AT-HDVS-150-WP-KIT,AT-HDVS-150-WP-KIT,AT-HDVS-150-RX and AT-HDVS-150-TX-WP Combo Kit,"$1,064.00","$1,223.60","$1,330.43","$1,530.00"
Atlona,AT-HDVS-200-TX,AT-HDVS-200-TX,(Tx Only) Three-Input HDBaseT Switcher for HDMI & VGA Inputs,$819.00,$941.85,"$1,021.74","$1,175.00"
Atlona,AT-HDVS-200-TX-PSK,AT-HDVS-200-TX-PSK,(Tx w/Power Supply KIT) stand along HDVS-200-TX to use w/HDBaseT Projectors,$915.00,"$1,052.25","$1,143.48","$1,315.00"
Atlona,AT-HDVS-200-TX-WP-BLK,AT-HDVS-200-TX-WP-BLK,(Tx Only Black) Two-Input Wall Plate Switcher for HDMI and VGA Sources (Black),"$1,187.00","$1,365.05","$1,482.61","$1,705.00"
Atlona,AT-HDVS-210H-TX-WP-KIT,AT-HDVS-210H-TX-WP-KIT,2x HDMI HDBaseT Wall Transmitter with 4K receiver Kit,"$1,585.00","$1,822.75","$1,982.61","$2,280.00"
Atlona,AT-JUNO-451,AT-JUNO-451,4K HDR Four-Input HDMI Switcher with Auto-Switching,$515.00,$592.25,$643.48,$740.00
Atlona,AT-OME-MH21,AT-OME-MH21,Omega 4K/UHD meeting hub with USB-C and HDMI inputs and HDMI output,$692.00,$795.80,$865.22,$995.00
Atlona,AT-OME-MH21-CP,AT-OME-MH21-CP,"Omega 4K/UHD meeting hub with USB-C and HDMI inputs and HDMI output, USB-C Charging","$1,086.00","$1,248.90","$1,356.52","$1,560.00"
Atlona,AT-OME-MS42,AT-OME-MS42,"Omega 4x2 4K/UHD multiformat matrix switcher, with HDMI, USB-C, Display port, and USB pass through over HDBaseT","$2,153.00","$2,475.95","$2,691.30","$3,095.00"
Atlona,AT-OME-MS42-HDBT,AT-OME-MS42-HDBT,"Omega 4x2 4K/UHD multiformat matrix switcher, with HDMI, USB-C, HDBaseT and USB pass through over HDBaseT","$2,802.00","$3,222.30","$3,504.35","$4,030.00"
Atlona,AT-OME-MS42-KIT,AT-OME-MS42-KIT,"Omega 4x2 4K/UHD multiformat matrix switcher, with HDMI, USB-C, Display port, and USB pass through over HDBaseT and AT-OME-EX-RX Included","$2,973.00","$3,418.95","$3,717.39","$4,275.00"
Atlona,AT-OME-MS52W,AT-OME-MS52W,"Omega 5x2 4K/UHD multiformat matrix switcher, with Wireless casting ,HDMI, USB-C, Display port, and USB pass through over HDBaseT","$2,973.00","$3,418.95","$3,717.39","$4,275.00"
Atlona,AT-OME-PS62,AT-OME-PS62,"Omega 6X2 Matrix switcher with 2x HDBaseT inputs, 3x HDMI inputs, 1x USB-C input, 1xHDBaset output, 1x HDMI scaled output, with USB pass through.","$5,139.00","$5,909.85","$6,421.74","$7,385.00"
Atlona,AT-OME-RX21,AT-OME-RX21,"Omega 4K/UHD HDMI over HDBaseT Receiver w/Scaler, Ethernet, RS232, Audio Output, and Input HDMI","$1,285.00","$1,477.75","$1,604.35","$1,845.00"
Atlona,AT-OME-RX31,AT-OME-RX31,"Omega 4K/UHD Receiver with Dual HDBaseT inputs, HDMI input and HDMI output","$1,898.00","$2,182.70","$2,373.91","$2,730.00"
Atlona,AT-OME-CS31-SA,AT-OME-CS31-SA,3x1 Video switcher w/ Audio Mixer & Amplifier,"$2,287.00","$2,630.05","$2,860.87","$3,290.00"
Atlona,AT-OME-CS31-SA-HDBT,AT-OME-CS31-SA-HDBT,AT-OME-CS31-SA-HDBT 3x1 Video switcher w/ Audio Mixer & Amplifier w/HDBT Input,"$2,859.00","$3,287.85","$3,573.91","$4,110.00"
Atlona,AT-OME-ST31A,AT-OME-ST31A,Omega Switching Transmitter with 2x HDMI and 1x USB-C with Analog Audio ,"$1,775.00","$2,041.25","$2,217.39","$2,550.00"
Atlona,AT-OME-SW21-TX-WPC,AT-OME-SW21-TX-WPC,Omega Single Gang TX Wall Plate with USB-C and HDMI supporting USB data,"$1,285.00","$1,477.75","$1,604.35","$1,845.00"
Atlona,AT-OME-SW32,AT-OME-SW32,Omega Matrix Switcher with 2x HDMI and 1x USB-C and 2x HDMI output,$915.00,"$1,052.25","$1,143.48","$1,315.00"
Atlona,AT-OME-TX11-WP,AT-OME-TX11-WP,Omega 4K/UHD HDMI over HDBaseT Transmitter Wall Plate,$491.00,$564.65,$613.04,$705.00
Atlona,AT-OME-TX21-WP-E,AT-OME-TX21-WP-E,Omega EU/UK Wallplate HDBaseT Transmitter for HDMI and USB-C,"$1,292.00","$1,485.80","$1,613.04","$1,855.00"
Atlona,AT-OME-WP-BKT,AT-OME-WP-BKT,Single Gang Decora Wall Plate Bracket,$56.00,$64.40,$69.57,$80.00
Atlona,AT-OMNI-111,AT-OMNI-111,Single Channel OmniStream AV over IP Encoder,"$2,276.00","$2,617.40","$2,843.48","$3,270.00"
Atlona,AT-OMNI-111-WP,AT-OMNI-111-WP,Wall Plate Single Channel OmniStream AVoIP Encoder,"$2,509.00","$2,885.35","$3,134.78","$3,605.00"
Atlona,AT-OMNI-112,AT-OMNI-112,Dual Channel OmniStream AV over IP Encoder,"$2,937.00","$3,377.55","$3,669.57","$4,220.00"
Atlona,AT-OMNI-121,AT-OMNI-121,Single Channel OmniStream AV over IP Decoder,"$2,276.00","$2,617.40","$2,843.48","$3,270.00"
Atlona,AT-OMNI-311,AT-OMNI-311,Host Side USB to IP Adapter,$703.00,$808.45,$878.26,"$1,010.00"
Atlona,AT-OMNI-324,AT-OMNI-324,Device Side IP to USB Adapter,$703.00,$808.45,$878.26,"$1,010.00"
Atlona,AT-OMNI-512,AT-OMNI-512,Dual Channel OmniStream R-Type AV over IP Encoder,"$2,264.00","$2,603.60","$2,830.43","$3,255.00"
Atlona,AT-OPUS-RX41,AT-OPUS-RX41,Four-Input 4K HDR Switcher with HDMI and HDBaseT Inputs,"$1,211.00","$1,392.65","$1,513.04","$1,740.00"
Atlona,AT-UHD-CLSO-601,AT-UHD-CLSO-601,"4K/UHD, 6-Input Multi-Format Switcher with Mirrored HDMI and HDBaseT Outputs, PoE and Auto-Switching","$2,447.00","$2,814.05","$3,060.87","$3,520.00"
Atlona,AT-UHD-CLSO-824,AT-UHD-CLSO-824,"4K/UHD, 8x2 Multi-Format Matrix Switcher with Dual, HDBaseT and Mirrored HDMI Outputs","$4,748.00","$5,460.20","$5,934.78","$6,825.00"
Atlona,AT-UHD-PRO3-66M,AT-UHD-PRO3-66M,Matrix Switch 6x6 4K/UHD HDMI to HDBaseT,"$5,869.00","$6,749.35","$7,334.78","$8,435.00"
Atlona,AT-UHD-SW-5000ED,AT-UHD-SW-5000ED,4K/UHD 5 Input HDMI/HDBaseT w/Mirrored HDMI/HDBaseT Outputs,"$2,612.00","$3,003.80","$3,265.22","$3,755.00"
Atlona,AT-UHD-SW-510W,AT-UHD-SW-510W,Five-Input Universal Switcher with Wireless Presentation Link,"$2,173.00","$2,498.95","$2,717.39","$3,125.00"
Atlona,AT-UHD-SW-510W-KIT,AT-UHD-SW-510W-KIT,AT-UHD-SW-510W+ AT-UHD-EX-100CE-RX-PSE,"$2,735.00","$3,145.25","$3,417.39","$3,930.00"
Atlona,AT-OME-CS31-SA-C,AT-OME-CS31-SA-C,AT-OME-CS31-SA-C 3x1 Video switcher w/ Audio Mixer & Amplifier w/ USB-C Input,"$2,573.00","$2,958.95","$3,217.39","$3,700.00"
Atlona,AT-PRO5-MX810,4K HDR HDMI Matrix Switcher with SDVoE Extension Outputs,4K HDR HDMI Matrix Switcher with SDVoE Extension Outputs,"$8,005.00","$9,205.75","$10,004.35","$11,505.00"
Atlona,AT-PRO5-101-SC-RX,4K HDR SDVoE Receiver with Scaler for PRO5 Matrix Switcher,4K HDR SDVoE Receiver with Scaler for PRO5 Matrix Switcher,$938.00,"$1,078.70","$1,173.91","$1,350.00"
Atlona,AT-PRO5-101-RX,4K HDR SDVoE Receiver for PRO5 Matrix Switcher,4K HDR SDVoE Receiver for PRO5 Matrix Switcher,$743.00,$854.45,$930.43,"$1,070.00"
Atlona,AT-HD570,AT-HD570,HDMI Audio De-Embedder,$381.00,$438.15,$478.26,$550.00
Atlona,AT-HD-SC-500,AT-HD-SC-500,3-Input Scaler for HDMI and VGA Signals,$734.00,$844.10,$917.39,"$1,055.00"
Atlona,AT-HDR-CAT-2,AT-HDR-CAT-2,4K/HDR HDMI 2.0b HDBaseT HDMI 1 X 2 Distribution Amplifier,"$1,388.00","$1,596.20","$1,734.78","$1,995.00"
Atlona,AT-HDR-CAT-4,AT-HDR-CAT-4,4K/HDR HDMI 2.0b HDBaseT HDMI 1 X 4 Distribution Amplifier,"$2,227.00","$2,561.05","$2,782.61","$3,200.00"
Atlona,AT-HDR-CAT-4ED,AT-HDR-CAT-4ED,4K/HDR HDMI 2.0b HDBaseT HDMI 1 X 4 Extended Distance Distribution Amplifier,"$2,705.00","$3,110.75","$3,382.61","$3,890.00"
Atlona,AT-HDR-CAT-8,AT-HDR-CAT-8,4K/HDR HDMI 2.0b HDBaseT HDMI 1 X 8 Distribution Amplifier,"$3,751.00","$4,313.65","$4,686.96","$5,390.00"
Atlona,AT-RON-442,AT-RON-442,4K HDR Two-Output HDMI Distribution Amplifier,$484.00,$556.60,$604.35,$695.00
Atlona,AT-RON-444,AT-RON-444,4K HDR Four-Output HDMI Distribution Amplifier,$606.00,$696.90,$756.52,$870.00
Atlona,AT-RON-448,AT-RON-448,Ultra High Data Rate 1x 8 HDMI Distribution Amplifier ,$801.00,$921.15,"$1,000.00","$1,150.00"
Atlona,AT-IR-CS-RX,AT-IR-CS-RX,IR Receiver Cable for UHD-EX Extenders,$61.00,$70.15,$78.26,$90.00
Atlona,AT-IR-CS-TX,AT-IR-CS-TX,IR Emitter Cable for UHD-EX Extenders and UHD-PRO3 Matrixes,$14.00,$16.10,$17.39,$20.00
Atlona,AT-LC-H2H-1M,AT-LC-H2H-1M,LinkConnect 1 Meter HDMI to HDMI Cable,$11.00,$12.65,$13.04,$15.00
Atlona,AT-LC-H2H-2M,AT-LC-H2H-2M,LinkConnect 2 Meter HDMI to HDMI Cable      ,$13.00,$14.95,$17.39,$20.00
Atlona,AT-LC-H2H-3M,AT-LC-H2H-3M,LinkConnect 3 Meter HDMI to HDMI Cable      ,$17.00,$19.55,$21.74,$25.00
Atlona,AT-LC-MDP2H-1M,AT-LC-MDP2H-1M,LinkConnect 1 Meter Mini DisplayPort to HDMI Cable,$31.00,$35.65,$39.13,$45.00
Atlona,AT-LC-MDP2H-2M,AT-LC-MDP2H-2M,LinkConnect 2 Meter Mini DisplayPort to HDMI Cable,$33.00,$37.95,$39.13,$45.00
Atlona,AT-LC-MDP2H-3M,AT-LC-MDP2H-3M,LinkConnect 3 Meter Mini DisplayPort to HDMI Cable,$39.00,$44.85,$47.83,$55.00
Atlona,AT-LC-UC2UC-2M,AT-LC-UC2UC-2M,LinkConnect 2 Meter USB-C to USB-C Cable,$45.00,$51.75,$56.52,$65.00
Atlona,AT-LC-UC2UC-5M,AT-LC-UC2UC-5M,LinkConnect 5 Meter USB-C to USB-C Cable,$213.00,$244.95,$265.22,$305.00
Atlona,AT-OMNI-IR-TX,AT-OMNI-IR-TX,IR Emitter Cable for OmniStream,$20.00,$23.00,$26.09,$30.00
Atlona,AT-PKT-3H,AT-PKT-3H,Pocket(TM) Series Architectural Cable Access Enclosure for Three Cables,$248.00,$285.20,$308.70,$355.00
Atlona,AT-VCC-IR3-KIT,AT-VCC-IR3-KIT,Velocity Control Converter POE kit with one AT-VCC and one IR cable with three independently assignable IR emitters,$220.00,$253.00,$273.91,$315.00
Atlona,AT-VCC-RELAY-KIT,AT-VCC-RELAY-KIT,Velocity Control Converter POE with  Contact Closure and Sensor Dongle for Velocity Gateway ,$338.00,$388.70,$421.74,$485.00
Atlona,AT-VCC-RS232-KIT,AT-VCC-RS232-KIT,Velocity Control Converter POE with  RS232 Dongle for Velocity Gateway,$261.00,$300.15,$326.09,$375.00
Atlona,AT-AD2,AT-AD2,OPTICAL/COAXIAL CONVERTER,$141.00,$162.15,$178.26,$205.00
Atlona,AT-CAP-SP100,AT-CAP-SP100,Captivate USB/Bluetooth Speakerphone,$329.00,$378.35,$413.04,$475.00
Atlona,AT-CAP-SP100-CBL,AT-CAP-SP100-CBL,AT-CAP-SP100 Cascade Cable,$35.00,$40.25,$43.48,$50.00
Atlona,AT-CAP-SP100-CBL-5M,AT-CAP-SP100-CBL-5M,"AT-CAP-SP100 Cascade Cable, 5m",$40.00,$46.00,$52.17,$60.00
Atlona,AT-CAP-SP100-MNT,AT-CAP-SP100-MNT,Captivate Speakerphone Secure Mount,$48.00,$55.20,$60.87,$70.00
Atlona,AT-GAIN-120,AT-GAIN-120,"120W Amplifier, 4/8 Ohm x2, 70V/100V x1","$1,121.00","$1,289.15","$1,400.00","$1,610.00"
Atlona,AT-GAIN-60,AT-GAIN-60,"60W Amplifier, 4/8 Ohm x2, 24V/70V/100V x1, Plenum Rated",$663.00,$762.45,$830.43,$955.00
Atlona,AT-GAIN-NET,AT-GAIN-NET,Optional Dante/AES67 card for the AT-GAIN-120,$400.00,$460.00,$500.00,$575.00
Atlona,AT-HDR-M2C,AT-HDR-M2C,4K HDR Multi-Channel Digital to Two-Channel Audio Decoder,$658.00,$756.70,$821.74,$945.00
Atlona,AT-GAIN-M50-LZ,AT-GAIN-M50-LZ,"AT-GAIN-M50-LZ Atlona 50W Mixer Amplifier, 4/8 Ohm",$515.00,$592.25,$643.48,$740.00
Atlona,AT-ETU-SYNC,AT-ETU-SYNC,EDID Emulator for 4K HDR HDMI Signals,$416.00,$478.40,$521.74,$600.00
Atlona,AT-HDVS-CAM-CMNT,AT-HDVS-CAM-CMNT,Ceiling mount for the AT-HDVS-CAM USB Camera,$80.00,$92.00,$100.00,$115.00
Atlona,AT-OMNI-1XX-RACK-1RU,AT-OMNI-1XX-RACK-1RU,1U Rack Mount Shelf for OmniStream 1xx Devices,$184.00,$211.60,$230.43,$265.00
Atlona,AT-PA1-IR-G2,AT-PA1-IR-G2,IR Remote Control for AT-PA100-G2,$67.00,$77.05,$82.61,$95.00
Atlona,AT-PS-245-D4,AT-PS-245-D4,24V 5A Power Supply w/Din Connector,$184.00,$211.60,$230.43,$265.00
Atlona,AT-PS-48083-C,AT-PS-48083-C,48V 0.83A Power Supply w/Captive Screw Connector,$67.00,$77.05,$82.61,$95.00
Atlona,AT-PS-483125-C,AT-PS-483125-C,48V/3.25A Power Supply for chaining extenders,$239.00,$274.85,$300.00,$345.00
Atlona,AT-RACK-1RU,AT-RACK-1RU,1 RU rack for GAIN and SW Families,$159.00,$182.85,$200.00,$230.00
Atlona,AT-RACK-1RU-ME,AT-RACK-1RU-ME,Atlona Multi-Extender 1RU Rack Shelf,$196.00,$225.40,$243.48,$280.00
Atlona,AT-UHD-SW-510W-RM,AT-UHD-SW-510W-RM,Rack-mount ears,$34.00,$39.10,$43.48,$50.00
Atlona,AT-USB-WIFI-1-EU,AT-USB-WIFI-1-EU,Atlona WiFi Antenna Module (A/NZ),$81.00,$93.15,$100.00,$115.00
Atlona,AT-DISP-CTRL,AT-DISP-CTRL,4K/UHD HDMI Display Controller,$612.00,$703.80,$765.22,$880.00
Atlona,AT-OCS-900N,AT-OCS-900N,"Networked based occupancy sensor with ambient light and temperature sensing, PoE, and detection up to 900 square feet",$417.00,$479.55,$521.74,$600.00
Atlona,AT-VGW-HW-10,AT-VGW-HW-10,Atlona Velocity Hardware Gateway for Control 10 Rooms,"$2,973.00","$3,418.95","$3,717.39","$4,275.00"
Atlona,AT-VGW-HW-20,AT-VGW-HW-20,Atlona Velocity Hardware Gateway for Control 20 Rooms,"$5,261.00","$6,050.15","$6,578.26","$7,565.00"
Atlona,AT-VGW-HW-3,AT-VGW-HW-3,Atlona Velocity Hardware Gateway for Control 3 Rooms,"$1,775.00","$2,041.25","$2,217.39","$2,550.00"
Atlona,AT-VGW-SW,AT-VGW-SW,Atlona Velocity Software Gateway for Control 20 Rooms,"$5,261.00","$6,050.15","$6,578.26","$7,565.00"
Atlona,AT-VKP-8E,AT-VKP-8E,Velocity 8 Button Keypad Controller,$686.00,$788.90,$856.52,$985.00
Atlona,AT-VPS-RG-T1,AT-VPS-RG-T1,"Velocity Premier Services, Remote Gateway tier 1, one year license for VGW-HW-3, VTPG-1000VL",$801.00,$921.15,"$1,000.00","$1,150.00"
Atlona,AT-VPS-RG-T2,AT-VPS-RG-T2,"Velocity Premier Services, Remote Gateway tier 2, one year license for VGW-HW-10","$1,830.00","$2,104.50","$2,286.96","$2,630.00"
Atlona,AT-VPS-RG-T3,AT-VPS-RG-T3,"Velocity Premier Services, Remote Gateway tier 3, one year license for VGW-HW-20, VGW-SW","$2,745.00","$3,156.75","$3,430.43","$3,945.00"
