Brand,Part Number,Product,Description,TRADE EX,TRADE INC,RRP EX,RRP INC
Chief,MFD1U,MFD1U Medium Dynamic Height Adjustable Floor to Wall Mount,"Ideal for interactive applications, Fusion mounts with dynamic height adjust capability create better accessibility to technology in the boardroom and the classroom. The height adjustable box provides ultra-smooth and fast vertical travel with almost no effort.

Easy to install. Easy to adjust.

This solution is especially helpful for applications where the wall structure can't carry the weight. 

Height adjustable box allows up to 15.75” (400 mm) of vertical adjustment instantly by manually moving the display up and down by hand
Starting height can be set at 3” (76 mm) intervals over a span of 15” (381 mm)
A full line of accessories can be installed with the mount and the entire unit can be adjusted together
Integrated security flag","$4,363.00","$5,017.45","$5,817.39","$6,690.00"
Chief,LFD1U,LFD1U Large Fusion Dynamic Height Adjustable Floor Support,"Ideal for interactive applications, Fusion mounts with dynamic height adjust capability create better accessories ibility to technology in the boardroom and the classroom. The height adjustable box provides ultra-smooth and fast vertical travel with almost no effort.","$4,403.00","$5,063.45","$5,869.57","$6,750.00"
Chief,MPD1U,MPD1U Medium Dynamic Height Adjustable Cart ,"Ideal for interactive applications, Fusion mounts with dynamic height adjust capability create better accessibility to technology in the boardroom and the classroom. The height adjustable box provides ultra-smooth and fast vertical travel with almost no effort.

Easy to install. Easy to adjust. 

Round edges and sleek features give the cart a softer, professional feel that fits in well in corporate and classroom environments. 

Height adjustable box allows up to 15.75” (400 mm) of vertical adjustment instantly by manually moving the display up and down by hand
Starting height can be set at 3” (76 mm) intervals over a span of 15” (381 mm)
A full line of accessories can be installed with the mount and the entire unit can be adjusted together
Ships with preassembled heavy-duty casters (front two casters are lockable)
Spring system tested to 60,000 cycles and 10 years of use
Integrated security flag","$4,522.00","$5,200.30","$6,030.43","$6,935.00"
Chief,LPD1U,LPD1U Large Fusion Dynamic Height Adjustable Mobile Cart,"Ideal for interactive applications, Fusion mounts with dynamic height adjust capability create better accessories ibility to technology in the boardroom and the classroom. The height adjustable box provides ultra-smooth and fast vertical travel with almost no effort.","$4,568.00","$5,253.20","$6,091.30","$7,005.00"
Chief,FCA624B,FCA624B Fusion Dual Monitor Accessory ,"Convert a Chief Extra-Large Fusion stand or mobile AV Cart into a dual display configuration. Makes an elegant and extremely functional video conferencing system when combined with one of Chiefs FCA5XX camera shelves.
Compatible with XFA1U, XVAUB and XPA1U carts and stands
Weight capacity is per display",$481.00,$553.15,$643.48,$740.00
Chief,LVM2X2U,LVM2X2U Fusion 2X2 Video Wall Cart,"Chiefs Fusion Bolt-Down freestanding solution makes it possible to construct video walls in prominent locations for permanent applications. 
Screen array configuration: 2 screens wide x 2 screens high.","$6,502.00","$7,477.30","$8,669.57","$9,970.00"
Chief,LVM2X2UP,LVM2X2UP Fusion 2X2 Portrait Video Wall Cart,"Chiefs Fusion cart freestanding solution makes it possible to construct video walls in prominent locations for temporary applications. 
Screen array configuration: 2 screens wide x 2 screens high in portrait","$6,502.00","$7,477.30","$8,669.57","$9,970.00"
Chief,LVM3X1UP,LVM3X1UP Fusion 3X1 Portrait Video Wall Cart,"Chiefs Fusion cart freestanding solution makes it possible to construct video walls in prominent locations for temporary situations. 
Screen array configuration: 3 screens wide x 1 screen high in portrait","$5,815.00","$6,687.25","$7,752.17","$8,915.00"
Chief,LVM3X2U,LVM3X2U Fusion 3X2 Video Wall Cart,"Chiefs Fusion cart freestanding solution makes it possible to construct video walls in prominent locations for temporary situations. 
Screen array configuration: 3 screens wide x 2 screens high","$7,873.00","$9,053.95","$10,495.65","$12,070.00"
Chief,LVM3X2UP,LVM3X2UP Fusion 3X2 Portrait Video Wall Cart,"Chiefs Fusion cart freestanding solution makes it possible to construct video walls in prominent locations for temporary situations. 
Screen array configuration: 3 screens wide x 2 screens high in portrait","$7,873.00","$9,053.95","$10,495.65","$12,070.00"
Chief,LVM3X3U,LVM3X3U Fusion 3X3 Video Wall Cart,"Chiefs Fusion cart freestanding solution makes it possible to construct video walls in prominent locations for temporary situations.
Screen array configuration: 3 screens wide x 3 screens high.","$10,270.00","$11,810.50","$13,691.30","$15,745.00"
Chief,MF1UB,MF1UB Medium Flat Panel Floor Stand,"A solid, low-profile solution for mounting a flat panel on a floor AV stand.

Ideal for digital signage and corporate presentations
MF1UB and MF1US ship with a universal interface bracket
MF16000B and MF16000S require an MSB interface to be purchased separately
PAC710 height-adjustable accessory shelf shown is sold separately","$1,323.00","$1,521.45","$1,765.22","$2,030.00"
Chief,MF2UB,MF2UB Medium Flat Panel Dual Display Floor AV Stand,"The MF2 supports two flat panel displays back-to-back on a floor AV stand.

Ideal for digital signage and corporate presentations
Centris Technology provides effortless, fingertip tilt
Screen angle stays set in place until you decide to re-adjust
Provides telescoping height adjustment without tools
ClickConnect Technology provides an audible click to confirm that the flat panel is locked in place
Offers quick connect/disconnect with no tools necessary
Includes integrated security with the addition of a padlock
Screen can be installed in portrait or landscape orientation (MAC400 accessory can be used to rotate without removing the screen)
Integrated cable management with flexible covers to hide cables out of sight for a fast, clean installation
Flat, angled base makes corner positioning easy","$1,551.00","$1,783.65","$2,069.57","$2,380.00"
Chief,MFAUB,"MFAUB Medium Stand Manual Adjustable, Black","This floor AV stand incorporates rounded edges and sleek features to give a softer, professional feel that fits well in corporate and classroom environments. The height can be adjusted by one person via hand or 1/2"" hex bit on a power drill.

Sleek look suitable for multiple environments
Turn knob allows single user to easily adjust the screen height by hand or 1/2"" hex drill bit to any height between 41.5 and 61.5 inches (106-156 cm)
Flexible cable covers allow lay in access anywhere along column
Centris Technology provides tilt and roll with use of knobs
Portrait screen orientation if screen is at least 27"" tall and has a 400 x 400mm mounting pattern or smaller
Provide aesthetic covering to the rear side of the displays, components and mount using the Chief Fusion Universal Back Covers.","$1,876.00","$2,157.40","$2,500.00","$2,875.00"
Chief,MPAUB,"MPAUB Medium Cart Manual Adjustable, Black","This mobile Fusion AV cart incorporates rounded edges and sleek features to give the cart a softer professional feel while supporting stretch displays in portrait configuration. The height can be adjusted by one person via hand or 1/2"" hex bit on a power drill.","$1,705.00","$1,960.75","$2,273.91","$2,615.00"
Chief,PF2UB,PF2UB Large Flat Panel Dual Head Floor Stand,"The PF2 AV stand supports two displays back-to-back and features telescoping height adjustment and integrated cable management.
Ideal for digital signage and corporate presentations","$1,801.00","$2,071.15","$2,400.00","$2,760.00"
Chief,PFCUB,PFCUB Large Flat Panel Mobile Cart,"A lightweight mobile cart with a collapsible design, including telescoping height-adjustment and integrated cable management.

Shelf accessory must be ordered separately PAC710 Height-Adjustable Accessory Shelf shown
Perfect for rental and staging to corporate applications
PFCUB and PFCUS ship with a universal interface bracket
PFC2000B and PFC2000S require a PSB interface to be purchased separately","$1,446.00","$1,662.90","$1,926.09","$2,215.00"
Chief,XFA1UB,XFA1UB Extra-Large Fusion Manual Height Adjustable Floor Support Mount,"This floor AV stand incorporates rounded edges and sleek features to give a softer, professional feel that fits well in corporate and classroom environments. The height can be adjusted by one person via hand or 1/2"" hex bit on a power drill.","$2,836.00","$3,261.40","$3,782.61","$4,350.00"
Chief,FCA510,FCA510 Small Media Player Enclosure,"Install this small storage Accessory to safely store small form factor PCs and media player devices behind your flat panel displays.
Compatible with media player devices up to: (HxWxD) 10.5 x 10.5 x 3"" (267 x 267 x 76 mm)
Easy accessories to input/output connections
Ample ventilation
Optional Pad Lock Security",$249.00,$286.35,$330.43,$380.00
Chief,FCA812,FCA812 Fusion X-Large Component Shelf,"Install this Accessory to add AV components or video conferencing equipment with your display.
The FCA812 is compatible with all Fusion Series mounts.
Carts
Stands
Ceiling
Wall
Dimensions and specifications dependent on application type: wall, ceiling, freestanding.
Install any AV component below the flat panel TV in the desired location
Horizontal and vertical adjustments
Compatible with any Fusion Series mounts
Does not add depth to installation
TAA Compliant",$238.00,$273.70,$317.39,$365.00
Chief,FCAX20,FCAX20 Fusion Freestanding and Ceiling Extension Bracket,"The FCAX extension brackets can be used with the LVM, LBM, LCM floor and ceiling products to install larger displays and displays with wider mounting patterns.
Please order a quantity of 1 unit per row of monitors. For example, for an LVM3X2U, you would need 2 FCAX brackets.
Kits include two extension brackets (1 for each end of existing Fusion extrusion).
Adds 14"" of length to the LVM, LBM, & LCM mounts
Allows LVM, LBM, & LCM to handle up to 60"" (152.4cm) displays and 800 mm wide mounting patterns
Easy to add on to any LVM, LBM, & LCM mounts",$270.00,$310.50,$360.87,$415.00
Chief,PAC700,PAC700 Cart Travel Case Accessory ,This custom-designed travel case provides a convenient method for both storage and transportation of your Chief PFC or MFC flat panel mobile carts.,"$1,615.00","$1,857.25","$2,152.17","$2,475.00"
Chief,PAC710,PAC710 Height-Adjustable Accessory Shelf,"A Height-Adjustable Accessory Shelf designed specifically for use with Chief flat panel mobile carts and floor stands.

Supports Chief's line of flat panel floor stands and mobile carts
Quick installation and height adjustment
Ships fully assembled - no tools required",$196.00,$225.40,$260.87,$300.00
Chief,XBM1U,"XBM1U Fusion Extra-Large Single Bolt-Down, Landscape","Fusion Bolt-Down freestanding solution makes it possible to install extra large displays in prominent locations.

Screen array configuration: 1 screen.

Provide aesthetic covering to the rear side of the displays, components and mount using the Chief Fusion Universal Back Covers.

Works with displays up to 250 lbs (113.4 kg)
Bolt-down solution allows for a permanent install
Easily align displays with independent height, plumb and lateral shift adjustment
Integrated cable management for a clean installation","$4,283.00","$4,925.45","$5,708.70","$6,565.00"
Chief,XVAUB,XVAUB Extra-Large Fusion Video Conferencing Cart,"This mobile Fusion AV Cart incorporates rounded edges and sleek features to give the cart a softer professional feel that fits well in corporate and classroom environments. The height can be adjusted by one person via a 1/2"" hex bit on a power drill without removing the screen.","$4,039.00","$4,644.85","$5,386.96","$6,195.00"
Chief,FSB018BLK,FSB018BLK Flat Screen Table Stand Black,"Chief's low-profile FSB018 Table Stand provides smooth adjustments and modular versatility for small flat panel TVs, LCDs and monitors.

Low-profile base frees desk space
adjustable friction for custom feel and touchscreen stability at any angle
0-90° variable viewing angle for data privacy
Height-adjustable for various display sizes and optimal viewing height
Accommodates most 18"" (45.7cm) VESA 75 x 75 mm and 100 x 100 mm compliant displays
Easy installation",$429.00,$493.35,$573.91,$660.00
Chief,PDRUB,"PDRUB Large Flat Panel Swing Arm Wall Mount, 37"" (94cm) Extension","Large Flat Panel Swing Arm Wall Mount - 37"" Extension. This swing arm mount allows for perfect flat panel TV placement and ensures ideal viewing from any angle.","$1,356.00","$1,559.40","$1,808.70","$2,080.00"
Chief,TS318TU,"TS318TU Medium Dual Swing Arm Wall Mount - 18"" (45.7cm) (45 cm) Extension. ","A lightweight, low-profile full-motion wall display mount for TVs 32-65"". Easily installs with one person by mounting the top rail and sliding on the assembly.

In-wall installation available when TA501 purchased with mount.",$605.00,$695.75,$808.70,$930.00
Chief,TS218SU,"TS218SU Medium Single Swing Arm Wall Display Mount - 18"" (45.7cm) Extension","A lightweight, low-profile full-motion wall mount for TVs 32-55”. 

VESA Mounting Pattern: 100 x 100_ 200 x 100_ 200 x 200_ 300 x 200_ 300 x 300_ 400 x 200 and 400 x 400mm",$396.00,$455.40,$526.09,$605.00
Chief,TS118SU,"TS118SU Small Single Swing Arm Wall Display Mount - 18"" (45.7cm) Extension","A lightweight, low-profile full-motion wall mount for TVs 10-40"".",$217.00,$249.55,$291.30,$335.00
Chief,TS318SU,"TS318SU Medium Single Swing Arm Wall Display Mount - 18"" (45.7cm) Extension","A lightweight, low-profile full-motion wall display mount for TVs 32-65"". ",$516.00,$593.40,$686.96,$790.00
Chief,TS325TU,"TS325TU Medium Dual Swing Arm Wall Display Mount - 25"" Extension","A lightweight, low-profile full-motion wall display mount for TVs 32-65"". Easily installs with one person by mounting the top rail and sliding on the assembly.

In-wall installation available when TA500 purchased with mount.",$691.00,$794.65,$921.74,"$1,060.00"
Chief,TA500,TA500 Large Thinstall In-Wall Swing Arm Accessory for TS525TU and TS325TU,"Designed to take an already thin swing arm to a zero depth design.

Does not impact the functionality of the Thinstall arm.  Will still allow the height adjustment of the mount.

Compatible with:

TS525TU
TS325TU",$464.00,$533.60,$617.39,$710.00
Chief,TS110SU,"TS110SU Small Single Swing Arm Wall Display Mount - 10"" Extension","A lightweight, low-profile full-motion wall mount for TVs 10-40”.

Ultra Low Profile Sleek design collapses to 1.5"" (38 mm), providingan ultra-low profile for all types of TVs, including LED, LCD and Plasma.
Extends up to 10"" (254 mm) Full extension maximizes viewing potential.
Centris low-profile tilt Provides up to 12° of effortless fingertip tilt toachieve optimal viewing angles.
Integrated Cable Management Enclosed, tool-free cable cover makes it easy to route power and signal cables, and connect to the wall for a seamless installation.
Arms can be positioned on the right or left when in the home position.",$166.00,$190.90,$221.74,$255.00
Chief,RPAUW,"RPAU Universal RPA Ceiling Projector Mount, White","The top-selling ceiling projector mount in the industry! This ceiling projector mount is installed in more offices, schools and homes than any other mount.

Independent roll, pitch and yaw for quick and precise projector registration
Quick connect/disconnect for convenient lamp and filter access on most projectors
Maintains registration when disconnected and doesn't affect preset adjustments
All-Points Security exclusive steel-into-steel locking hardware at all key connection points to protect against theft
Multiple installation options: flush mount to ceiling, mount with 0.25"" threaded rods, or mount with 1.5"" NPT threaded extension column
Cable management without additional accessories",$348.00,$400.20,$465.22,$535.00
Chief,RSAUW,"RSAUW Mini RPA, Universal, White","The RSAUW features a universal interface that offers a compact design for smaller projectors with all the same great features as the standard RPA Series.

Compact design is smaller than the RPA by 1/3 and includes the same great features
Independent roll, pitch and yaw for quick and precise projector registration
Quick connect/disconnect with convenient lamp and filter access on most projectors
Disconnecting maintains registration and doesn't affect preset adjustments
All-Points Security steel-into-steel locking hardware at all connection points protects against theft
Multiple installation options including: flush mount to ceiling, use 0.25"" threaded rods, or use a 1.5"" NPT column",$315.00,$362.25,$421.74,$485.00
Chief,RSMAU,"RSMAU Mini Elite Universal Projector Mount, Black","Ideal for smaller projector models, these miniature versions of the RPA Elite ceiling projector mounts include all the same great features in almost half the size.",$364.00,$418.60,$486.96,$560.00
Chief,RSMAUW,"RSMAU Mini Elite Universal Projector Mount, White","Ideal for smaller projector models, these miniature versions of the RPA Elite ceiling projector mounts include all the same great features in almost half the size.",$364.00,$418.60,$486.96,$560.00
Chief,VCMU,VCMU Heavy Duty Universal Projector Mounts,"This mount provides the strong support you need for mounting heavy LCD/CRT projectors. Micro adjustments allow you to quickly achieve registration. The VCMU mount includes the universal HBU bracket that is compatible with most heavy duty projectors.

Independent roll, pitch and yaw adjustments for quick and precise projector registration
Multiple installation options: flush mount to ceiling, use 0.5"" threaded rods, use a 1.5"" NPT extension column
Quick connect/disconnect for convenient lamp and filter access on most projectors
Cable management through top of the mount without additional accessories
Easy 3-Step Installation
 1) Assemble legs to projector
 2) Fasten legs to universal bracket
 3) Hook bracket onto VCM mount
Heavy Duty Steel Construction",$767.00,$882.05,"$1,021.74","$1,175.00"
Chief,VPAUB,"VPAUB Vertical and Portrait Projector Mount, Black","Chief’s VPAU enables projectors to be positioned in multiple orientations including popular vertical and portrait digital signage applications. A great solution for projectors that are equipped with multi-direction capabilities.

Requires a column and ceiling adapter, ordered separately. See accessory tab on product pages for more.

Independent roll, pitch and yaw for quick and precise projector registration
Quick connect / disconnect for easy installation and servicing
Maintains registration when disconnected and doesn't affect preset adjustments
Solid steel construction
Universal interface compatible with 6 projector attachment points
Adjustable mounting legs and feet",$509.00,$585.35,$678.26,$780.00
Chief,VPAUW,"VPAUB Vertical and Portrait Projector Mount, White","Chief’s VPAU enables projectors to be positioned in multiple orientations including popular vertical and portrait digital signage applications. A great solution for projectors that are equipped with multi-direction capabilities.

Requires a column and ceiling adapter, ordered separately. See accessory tab on product pages for more.

Independent roll, pitch and yaw for quick and precise projector registration
Quick connect / disconnect for easy installation and servicing
Maintains registration when disconnected and doesn't affect preset adjustments
Solid steel construction
Universal interface compatible with 6 projector attachment points
Adjustable mounting legs and feet",$509.00,$585.35,$678.26,$780.00
Chief,VCTUB,"VCTUB Extra-Large Universal Tool-Free Projector Mount, Black","The VCTUB Extra-Large Universal Tool-free projector mount was designed to install quickly while maintaining a sleek aesthetic. Lighter and slimmer than its predecessor, the VCM, the VCT works well with laser projector between 50-150 lbs (22.7 - 68 kg). Tool-free MicroZone adjustment ensures accurate and reliable image registration.",$958.00,"$1,101.70","$1,278.26","$1,470.00"
Chief,RMF3,RMF3 Medium Fit Fixed Display Wall Mount,"The Fit series RMT3 is a medium tilt display wall mount for 32"" to 65"" typical display sizes and supports mounting patterns up to 508 x 450 mm. This next-generation design features 0.75"" (19 mm) post-installation leveling, robust wall plate design supporting up to 125 lbs (56.7 kg), 2"" (51 mm) low-profile depth, up to 12 degrees tilt, and UL and TUV safety standard approvals. ",$144.00,$165.60,$191.30,$220.00
Chief,RLT3,RLT3 Large Fit Tilt Display Wall Mount,"The Fit series RLT3 is a large tilt display wall mount for 43"" to 86"" typical display sizes and supports mounting patterns up to 915 x 450 mm. This next-generation design features 0.75"" (19 mm) post-installation leveling, robust wall plate design supporting up to 200 lbs (90.7 kg), 2"" (51 mm) low-profile depth, up to 12 degrees tilt, and UL and TUV safety standard approvals. ",$231.00,$265.65,$308.70,$355.00
Chief,RPAU,"RPAU Universal RPA Ceiling Projector Mount, Black","The top-selling ceiling projector mount in the industry! This ceiling projector mount is installed in more offices, schools and homes than any other mount.

Independent roll, pitch and yaw for quick and precise projector registration
Quick connect/disconnect for convenient lamp and filter access on most projectors
Maintains registration when disconnected and doesn't affect preset adjustments
All-Points Security exclusive steel-into-steel locking hardware at all key connection points to protect against theft
Multiple installation options: flush mount to ceiling, mount with 0.25"" threaded rods, or mount with 1.5"" NPT threaded extension column
Cable management without additional accessories",$348.00,$400.20,$465.22,$535.00
Chief,RSAU,"RSAU Mini RPA, Universal, Black","The RSAU features a universal interface that offers a compact design for smaller projectors with all the same great features as the standard RPA Series.

Compact design is smaller than the RPA by 1/3 and includes the same great features
Independent roll, pitch and yaw for quick and precise projector registration
Quick connect/disconnect with convenient lamp and filter access on most projectors
Disconnecting maintains registration and doesn't affect preset adjustments
All-Points Security steel-into-steel locking hardware at all connection points protects against theft
Multiple installation options including: flush mount to ceiling, use 0.25"" threaded rods, or use a 1.5"" NPT column",$315.00,$362.25,$421.74,$485.00
Chief,PG4AW,"PG3A Large Projector Cage Int Dim 11.36"" (91.4cm) x 25"" x 24.9"" (22.8cm) White","A top security solution that fully encloses the projector mount in a locked steel cage to prevent theft, as well as recreational damage.
PG1-PG3 are only compatible with RPA & RPM Series. 
PG4 is compatible with the VCM and VCT series.","$1,890.00","$2,173.50","$2,521.74","$2,900.00"
Chief,SLBUW,"SLBUW Universal RPA Interface Bracket, White","The newly designed SLBU Universal Interface Bracket features enhanced security and unlimited projector lamp and filter access.

Compatible with RPA projector mounts
Quick installation in three easy steps
Industry-first quick-disconnect at two sites: bracket from the ceiling mount, and bracket from the projector
Unlimited lamp and filter access
Requires only 35% of the hardware of other universal designs",$245.00,$281.75,$326.09,$375.00
Chief,VCM20,VCM20 Heavy Duty VCM Universal Interface Bracket,"The newly designed HBU Universal Interface Bracket features superior flexibility for mounting most heavy duty projectors.
Compatible with VCM projector mounts
Simple 3-Step Installation
Assemble legs to projector
Fasten legs to interface bracket
Hook the bracket onto the VCM mount
Ships with 8 universal legs for mounting to projectors that require up to 8 fasteners
Ships with universal mounting hardware
Quick connect/disconnect for lamp and filter maintenance",$605.00,$695.75,$808.70,$930.00
Chief,VCTUW,"VCTUW Extra-Large Universal Tool-Free Projector Mount, White","The VCTUB Extra-Large Universal Tool-free projector mount was designed to install quickly while maintaining a sleek aesthetic. Lighter and slimmer than its predecessor, the VCM, the VCT works well with laser projector between 50-150 lbs (22.7 - 68 kg). Tool-free MicroZone adjustment ensures accurate and reliable image registration.",$958.00,"$1,101.70","$1,278.26","$1,470.00"
Chief,WM230S,WM230S Large Short Throw Wall Mount (Dual Stud),"WM230S provides ideal placement and alignment for short throw projector mounting on dual studs.

Compatible with the RPA, RPA Elite, RPA Mini and RPA Elite Mini Series projector mounts (must order mount separately)
Also supports wall-mounted long-throw projectors.
Fast installation with innovative quick-connect system
Industry-first micro height and leveling adjustment
Integrated lateral shift
Telescoping extension, 2.5'-4.5' (76.2-137.2 cm)
Precision image alignment with micro roll, pitch and yaw (using the RPA Elite mounts)
Integrated cable management system conceals and protects cables for a clean finish
Multiple levels of security, including All-Points locking hardware, and four projector mount keyed locking options (A/B/C/D)
Compatible with the RPA, RPA Elite, RPA Mini and RPA Elite Mini Series projector mounts
Includes short throw arm only, projector mount must be ordered separately
Includes hardware for wood stud, steel stud and concrete wall construction",$456.00,$524.40,$608.70,$700.00
Chief,CMA152,"CMA152 1.5"" Threaded Pipe Coupler",This threaded pipe coupler attaches two 1.5 NPT threaded columns together for added length.,$60.00,$69.00,$78.26,$90.00
Chief,CMA270,"CMA270 Coupler to Connect 2 Threaded Poles, Black","A threaded pipe coupler that connects two 1.5"" NPT threaded columns together for added length.

Connects two extension columns for extended length applications
2.06"" (52mm) height added to installation
two set screws included for security and stability",$42.00,$48.30,$56.52,$65.00
Chief,CMA348,CMA348 Large Venue Vibration Isolator Coupler,"The CMA Large Venue Vibration Isolating Coupler reduces image movement caused by common building vibrations like HVAC, foot traffic, road traffic and doors shutting. The patented design works as a projector mount vibration isolator by connecting two Chief CMS columns (1.5"" NPT) and limiting vibrations that are transmitted to the lower column. The CMA348 is for systems between 35-100 lbs (45.4 kg).
Systems include all weight below the vibration isolator, including column, projector mount and projector 
Average weights of common mounts include: RPAU (4 lbs or 1.8 kg), RPMAU (5 lbs or 2.3 kg), and VCMU (33 lbs or 15 kg). 
Average weight of CMS columns under 12"" (30.4cm) in length are 1 lb (0.5 kg) or less",$782.00,$899.30,"$1,043.48","$1,200.00"
Chief,CMA101W,"CMA101W 5"" Designer Ceiling Plate, White","A ceiling plate is a cost effective solution for simple installations.

Attractive solution for basic installations
Fast and easy installation",$33.00,$37.95,$43.48,$50.00
Chief,CMA106,CMA106 Ceiling Junction Plate,"The junction box ceiling plate is designed to suspend a projector between ceiling joists.

Designed for easy installation with any ceiling height
Use any length of 1.5"" NPT to achieve the appropriate extension
Mounting Pattern: 102 x 102 mm",$83.00,$95.45,$108.70,$125.00
Chief,CMA270W,"CMA270W Coupler to Connect 2 Threaded Poles, White","A threaded pipe coupler that connects two 1.5"" NPT threaded columns together for added length.

Connects two extension columns for extended length applications
2.06"" (52mm) height added to installation
two set screws included for security and stability",$42.00,$48.30,$56.52,$65.00
Chief,CMA273,CMA273 Extension Column Threaded End Cap,"This end cap covers the end of an extension column for a clean look.

Threaded end cap connects to any 1.5"" NPT extension column,
Provides a finished appearance",$33.00,$37.95,$43.48,$50.00
Chief,CMA290,CMA290 Wire Suspension Locks 10 Pack,"The CMA290 provides a flexible hanging solution for various types of equipment.

Flexible mounting option for various types of equipment One-way clamp mechanism and quick-release lever for easy installation Includes 10 cable locks Secures equipment via flexible wire rope 0.13” (3 mm) or 0.19” (5 mm) diameter",$171.00,$196.65,$226.09,$260.00
Chief,CMA340,CMA340 Projector Stabilisation Kit For Columns,"Provides stabilization for projector ceiling installations. Cable system attaches to 1.5""NPT extension column for increased rigidity. Includes one pole clamp, four 10ft cables and four turnbuckles.",$313.00,$359.95,$417.39,$480.00
Chief,CMA347,CMA347 Vibration Damper Mount,"The CMA Large Venue Vibration Isolating Coupler reduces image movement caused by common building vibrations like HVAC, foot traffic, road traffic and doors shutting. The patented design works as a projector mount vibration isolator by connecting two Chief CMS columns 1.5"" NPT and limiting vibrations that are transmitted to the lower column. The CMA347 is for systems under 35 lbs (15.9 kg). Systems include all weight below the vibration isolator, including column, projector mount and projector.
Average weights of common mounts include: RPAU (4 lbs or 1.8 kg), RPMAU (5 lbs or 2.3 kg), and VCMU (33 lbs or 15 kg). 
Average weight of CMS columns under 12"" (30.4cm) in length are 1 lb (0.5 kg) or less
Compatible with Chief CMS columns (1.5"" NPT)",$553.00,$635.95,$739.13,$850.00
Chief,CMA362,CMA362 C-Clamp,"A universal clamp for a variety of structures and transitions to vertical extension columns.
Clamps to any structure up to 2.75"" (70 mm) OD (including 2"" x 4"" structures) and includes an opening for 1.5"" NPT extension column.
Provides quick, versatile installation of presentation equipment and allows cable routing through the column.
Great for mounting equipment in exhibit booths.",$179.00,$205.85,$239.13,$275.00
Chief,CMA370,"CMA370 Accessory Kit Adapts Ceiling Plates to 1.63""","Adapts Chiefs ceiling plates to 1.63"" (41 mm) wide. Includes four 0.38"" (10 mm) diameter channel nuts with springs and attachment bolts",$31.00,$35.65,$43.48,$50.00
Chief,CMA440,"CMA440 Above Tile Suspended Kit, 8"" X 24"" (60.9cm)","The easiest to install, most economic mounting kit available for suspended ceilings.
Installs above ceiling tile
Comes with 10 ft (304.8 cm) safety cable, 20 ft (609.6 cm) strand wire, two outlet knockouts, four turnbuckles, wood eye bolts, concrete anchors and chrome ring
Supports a total weight (including column, mount and projector ) of 50 lbs (22.6 kg)
Minimal assembly required
Easy clamping to ceiling tracks",$200.00,$230.00,$265.22,$305.00
Chief,CMA643,CMA643 Decorative Ring For CMS Outer Adjustable Column,"The CMA643 is a decorative finishing trim ring for the outside of our CMS adjustable extension column pipe.
Finishing ring visually enhances suspended ceiling installations by covering the hole where the column passes through the ceiling tile.
Hinged for New of retrofit installations
ID of finish ring is 2.44"" (62 mm)",$25.00,$28.75,$34.78,$40.00
Chief,LSB100,LSB100 Lateral Shift Bracket,"Provides 3 (76 mm) right/left lateral adjustment to centre the lens. Compatible with RPA Series mounts. For RPM Elite Series with Q-lock feature, use the LSB101.",$69.00,$79.35,$91.30,$105.00
Chief,LSB101,LSB101 Lateral Shift Bracket For RPMA Mount,"The LSB101 lateral shift bracket provides 3"" (76 mm) of right/left or front/back adjustment for Chief RPMA mount.",$69.00,$79.35,$91.30,$105.00
Chief,PG1A,"PG1A Large Projector Cage Int Dim 7.5"" x 20"" x 20.4"" Black","A top security solution that fully encloses the projector mount in a locked steel cage to prevent theft, as well as recreational damage.

Directly compatible with RPA & RPM, projector mounts
Also attaches to 1"" & 1.5"" NPT diameter poles for use with RSM, & RSA projector mounts
Fully encloses projectors in a locked steel cage to protect from theft or recreational damage
Saves unnecessary costs and hassles caused by projector mount theft
Mount with pre-existing installations without disturbing projector settings
Adjustable front opening accommodates different lens positions
Hinged door for easy access
Accommodates roll, pitch and yaw adjustments
Locks with security screws
Additional security available with optional padlocks",$671.00,$771.65,$895.65,"$1,030.00"
Chief,PG2A,"PG2A Small Projector Cage Int Dims 7.5"" x 16"" x 16"" Black","A top security solution that fully encloses the projector mount in a locked steel cage to prevent theft, as well as recreational damage.
PG1-PG3 are only compatible with RPA & RPM Series.",$587.00,$675.05,$782.61,$900.00
Chief,PG2AW,"PG2AW Small Projector Cage Int Dims 7.5"" x 16"" x 16"" White","A top security solution that fully encloses the projector mount in a locked steel cage to prevent theft, as well as recreational damage.
PG1-PG3 are only compatible with RPA & RPM Series. ",$587.00,$675.05,$782.61,$900.00
Chief,PG3A,"PG3A Large Projector Cage Int Dim 11.36"" (91.4cm) x 25"" x 24.9"" (22.8cm) Black","A top security solution that fully encloses the projector mount in a locked steel cage to prevent theft, as well as recreational damage.
PG1-PG3 are only compatible with RPA & RPM Series. 
PG4 is compatible with the VCM and VCT series.","$1,010.00","$1,161.50","$1,347.83","$1,550.00"
Chief,WMA1S,"WMA1S Heavy Duty Wall Mount Accessory, Single Stud",The WMA1S is a heavy duty wall mount Accessory for mounting projector or flat panels in single stud or concrete applications. Great for when ceiling mounting is not a option.,$231.00,$265.65,$308.70,$355.00
Chief,WMA2S,"WMA2S Heavy Duty Wall Mount Accessory, Dual Stud",The WMA2S is a heavy duty wall mount Accessory for mounting projector or flat panels in dual stud or concrete applications. Great for when ceiling mounting is not a option.,$315.00,$362.25,$421.74,$485.00
