VENDOR,SUPPLIER CODE,ITEM CODE,SHORT DESCRIPTION,NOTES,NZ RRP EXCL,NZ DEALER EXCL
Sound Control Technologies,"RCR-CP6-""X""","RCR-CP6-""X""","RCR™ In Wall Mount : Cisco Precision 60:  X= (B)Black Front Bezel, (W)White Front Bezel RCR-CP6™ Recessed Wall Mount™ supporting the Cisco Precision 60 camera",,"$1,619","$1,403"
Sound Control Technologies,RCR-CQC,RCR-CQC,RCR™ In Wall Mount : Cisco Quadcam:  (W)White Front Bezel RCR-CQC™ Recessed Wall Mount™ supporting the Cisco QuadCam camera,,"$1,619","$1,403"
Sound Control Technologies,RCR-CQC-R,RCR-CQC-R,RCR™ In Wall Mount : Cisco Quadcam:  Quadcam Retrofit Shelf for an existing RCR backbox RCR-CQC™ Recessed Wall Mount™ Retrofit Camera Shelf supporting the Cisco QuadCam camera,,$861,$746
Sound Control Technologies,"RCR-EE1-""X""","RCR-EE1-""X""","RCR™ In Wall Mount : Poly EagleEye I/II/III: X= (B)Black Front Bezel, (W)White Front Bezel RCR-EE1™ Recessed Wall Mount™ supporting the Poly EagleEye I/II/II cameras",,"$1,619","$1,403"
Sound Control Technologies,"RCR-EE4-""X""","RCR-EE4-""X""","RCR™ In Wall Mount : Poly EagleEye IV: X= (B)Black Front Bezel, (W)White Front Bezel RCR-EE4™ Recessed Wall Mount™ supporting the Poly EagleEye IV camera",,"$1,619","$1,403"
Sound Control Technologies,RC-RK2,RC-RK2,"Rack Shelf: 1RU: 2 Head-End Modules (RCU2, RCP, RC4, RC5) RC-RK2™ Rack Shelf Accommodating up to two RC4-HE, RC5-HE, RCU2-HE, RC-Scaler or RS-SDA modules",,$431,$373
Sound Control Technologies,RC-RK4,RC-RK4,"Rack Shelf: 1RU: 4 Head-End Modules (RCU2, RCP, RC4, RC5) RC-RK4™ Rack Shelf Accommodating up to four RC4-HE, RC5-HE, RCU2-HE, RC-Scaler or RS-SDA modules",,$672,$582
Sound Control Technologies,RC-RKB,RC-RKB,Part: Rack Mount Blank ,,$28,$24
Sound Control Technologies,RC-RKC,RC-RKC,"Rack Shelf: 2RU: Codec+ Head-End Module. Cisco SX20, Polycom 300/500 Avaya XT5000/7105 RC-RKC™ Rack Shelf Accommodating one RC4-HE, RC5-HE, RCU2-HE, RC-Scaler or RS-SDA modules and one small form factor codec",,$861,$746
Sound Control Technologies,RC-RKF1,RC-RKF1,"Flat-pack, dual RU rack shelf purpose-built for Poly codecs and compatible with a wide range of SCT modules Purpose Built Rack Shelves",*New!,"$1,705","$1,478"
Sound Control Technologies,RC-RKF2,RC-RKF2,"Flat-pack, dual RU rack shelf purpose-built for Cisco Cross-View-related Cisco gear and SCT modules Purpose Built Rack Shelves",*New!,"$1,533","$1,328"
Sound Control Technologies,RC-RKF3,RC-RKF3,"Flat-pack, dual RU rack shelf purpose-built for Cisco Codec EQ’s and compatible with a wide range of SCT modules Purpose Built Rack Shelves",*New!,"$1,636","$1,418"
Sound Control Technologies,RC-RKM,RC-RKM,"Rack Shelf: 2RU: Universal - Codec Plus/G7500 + RC4/5/6/7/8 Modules RC-RKM™ Rack Shelf Accommodating a combination of RC6-HE, RC7-HE, RC8-HE, RC4-HE, RC5-HE, RCU2-HE, RC-Scaler, RS-SDA or RTK-RX modules and one small form factor codec",,$861,$746
Sound Control Technologies,RC-RKM0-7500,RC-RKM0-7500,Part: Poly G7500 Retaining Plate for RC-RKM Rackmount Poly G7500,,$210,$182
Sound Control Technologies,RC-RKM0-PLUS,RC-RKM0-PLUS,Part: Cisco Codec Plus Retaining Plate for RC-RKM Rackmount Codec Plus,,$210,$182
Sound Control Technologies,RC-RKPA,RC-RKPA,Two-piece rack shelf designed to securely house the RTK-AM1 codec-to-table extension kit and its power supply. Purpose Built Rack Shelves,,$431,$373
Sound Control Technologies,"RCR-L10-""X""","RCR-L10-""X""","RCR™ In Wall Mount : Lifesize 10X: X= (B)Black Front Bezel, (W)White Front Bezel RCR-L10™ Recessed Wall Mount™ supporting the Lifesize 10X camera",,"$1,619","$1,403"
Sound Control Technologies,"RCR-LRC-""X""","RCR-LRC-""X""","RCR™ In Wall Mount : Logitech Rally: X= (B)Black Front Bezel, (W)White Front Bezel RCR-LRC™ Recessed Wall Mount™ supporting the Logitech Rally camera",,"$1,619","$1,403"
Sound Control Technologies,"RCR-LS4-""X""","RCR-LS4-""X""","RCR™ In Wall Mount : Lifesize Icon 400/450: X= (B)Black Front Bezel, (W)White Front Bezel RCR-LS4™ Recessed Wall Mount™ supporting the Lifesize Icon 400/450 cameras",,"$1,619","$1,403"
Sound Control Technologies,"RCR-SD2-""X""","RCR-SD2-""X""","RCR™ In Wall Mount : Sony EVI-H100s: X= (B)Black Front Bezel, (W)White Front Bezel RCR-SD2™ Recessed Wall Mount™ supporting the Sony EVI-H100s camera",,"$1,619","$1,403"
Sound Control Technologies,"RCR-SD3-""X""","RCR-SD3-""X""","RCR™ In Wall Mount : Sony EVI-HD3/7: X= (B)Black Front Bezel, (W)White Front Bezel RCR-SD3™ Recessed Wall Mount™ supporting the Sony EVI-HD3/7 cameras",,"$1,619","$1,403"
Sound Control Technologies,RCR-SHLF-X,RCR-SHLF-X,"Part: Camera Shelf (""X"" = camera type) ",,$210,$182
Sound Control Technologies,"RCR-UNI-""X""","RCR-UNI-""X""","RCR™ In Wall Mount : Round Base Cameras: X= (B)Black Front Bezel, (W)White Front Bezel RCR-UNI™ Recessed Wall Mount™ supporting standard round base cameras",,"$1,619","$1,403"
Sound Control Technologies,"RCR-URM-""X""","RCR-URM-""X""","RCR™ In Wall Mount : Rectangular Base Cameras: X= (B)Black Front Bezel, (W)White Front Bezel RCR-URM™ Recessed Wall Mount™ supporting rectangular base cameras",,"$1,619","$1,403"
Sound Control Technologies,RC-Scaler,RC-Scaler,"Disti Amp: Poly EagleEye I, II, III Scaler and HDMI Distribution Amp RC-Scaler™ - Sound Control Technologies",,"$2,428","$2,104"
Sound Control Technologies,RC-SDA Gen3,RC-SDA Gen3,Disti Amp: Poly EEIV HDCI to BYOD HDMI Interface. 4k60 capable + Visca/Poly Serial Transcoder RC-SDA Gen3™ - Sound Control Technologies,,"$3,978","$3,448"
Sound Control Technologies,RC-SDA+ Gen2,RC-SDA+ Gen2,Disti Amp: Poly EagleEye IV to BYOD USB3 Media Bridge.  RC-SDA+ Gen2™ - Sound Control Technologies,,"$5,115","$4,433"
Sound Control Technologies,RC-SDA4+,RC-SDA4+,BYOD Camera Bridge [Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to RS-232 Visca][Replaces the RC4-HE and pairs with the existing RC4-CE extension module] RC-SDA4+ Media Bridge,,"$3,978","$3,448"
Sound Control Technologies,RC-SDA4+E4P,RC-SDA4+E4P,[RemoteCam4™Extension Kit including RC-SDA4+ BYOD Camera Bridge[Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to RS-232 Visca] RC-SDA4+E4P  for the Poly EagleEye IV,,"$6,630","$5,746"
Sound Control Technologies,RC-SDA4+P40,RC-SDA4+P40,[RemoteCam4™Extension Kit including RC-SDA4+ BYOD Camera Bridge[Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to RS-232 Visca] RC-SDA4+ P40 for Panasonic Cameras,,"$6,630","$5,746"
Sound Control Technologies,RC-SDA4+UNI,RC-SDA4+UNI,"[RemoteCam4™Extension Kit including RC-SDA4+ BYOD Camera Bridge[Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to RS-232 Visca] RC-SDA4+ for Multiple Cameras (Lumens, Marshall, Sony, PTZ Optics)",,"$6,630","$5,746"
Sound Control Technologies,RC-SDA4+URM,RC-SDA4+URM,"[RemoteCam4™Extension Kit including RC-SDA4+ BYOD Camera Bridge[Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to RS-232 Visca] RC-SDA4+ for Multiple Cameras (Lumens, Marshall, Sony, PTZ Optics)",,"$6,630","$5,746"
Sound Control Technologies,RC-SDA4+USM,RC-SDA4+USM,"[RemoteCam4™Extension Kit including RC-SDA4+ BYOD Camera Bridge[Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to RS-232 Visca] RC-SDA4+ for Multiple Cameras (Lumens, Marshall, Sony, PTZ Optics)",,"$6,630","$5,746"
Sound Control Technologies,RC-SDA5+,RC-SDA5+,BYOD Camera Bridge [Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to IP Visca][Replaces the RC5-HE module and pairs with existing RC5-CE module] RC-SDA5+ Media Bridge,,"$3,978","$3,448"
Sound Control Technologies,RC-SDA5+CW4,RC-SDA5+CW4,[RemoteCam5™Extension Kit including RC-SDA5+ BYOD Camera Bridge[Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to IP Visca] RC-SDA5+CW4 for the Cisco PTZ-4K Camera,,"$6,630","$5,746"
Sound Control Technologies,RC-SDA5+P40,RC-SDA5+P40,[RemoteCam5™Extension Kit including RC-SDA5+ BYOD Camera Bridge[Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to IP Visca] RC-SDA5+P40 for Panasonic Cameras,,"$6,630","$5,746"
Sound Control Technologies,RC-SDA5+P60,RC-SDA5+P60,[RemoteCam5™Extension Kit including RC-SDA5+ BYOD Camera Bridge[Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to IP Visca] RC-SDA5+P60 for the Cisco Precision 60 Camera,,"$6,630","$5,746"
Sound Control Technologies,RC-SDA5+UNI,RC-SDA5+UNI,"[RemoteCam5™Extension Kit including RC-SDA5+ BYOD Camera Bridge[Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to IP Visca] RC-SDA5+UNI for Multiple Manufacturers (Aver, Lumens, Marshall, PTZ Optics, Sony)",,"$6,630","$5,746"
Sound Control Technologies,RC-SDA5+URM,RC-SDA5+URM,"[RemoteCam5™Extension Kit including RC-SDA5+ BYOD Camera Bridge[Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to IP Visca] RC-SDA5+URM for Multiple Manufacturers (Aver, Lumens, Marshall, PTZ Optics, Sony)",,"$6,630","$5,746"
Sound Control Technologies,RC-SDA5+USM,RC-SDA5+USM,"[RemoteCam5™Extension Kit including RC-SDA5+ BYOD Camera Bridge[Converts HDMI and Audio to USB3. Converts (UVC) PTZ camera commands to IP Visca] RC-SDA5+USM for Multiple Manufacturers (Aver, Lumens, Marshall, PTZ Optics, Sony)",,"$6,630","$5,746"
Sound Control Technologies,RC-SDA-PE4,RC-SDA-PE4,Disti Amp: Poly EEIV HDCI to BYOD HDMI Interface. 4k60 capable + Visca/Poly Serial Transcoder. EEIV Direct Connection Adapter RC-SDA-PE4 Gen3™ - Sound Control Technologies,,"$4,081","$3,537"
Sound Control Technologies,RCS-EE4,RCS-EE4,RCS™ Ceiling Mount - Dry Wall : Poly EagleEye IV RCS-EE4™ Ceiling Mount™ supporting the Poly EagleEye IV camera,,"$1,326","$1,149"
Sound Control Technologies,RCS-PH1,RCS-PH1,RCS™ Ceiling Mount - Dry Wall : Cisco PrecisionHD 12x/4x RCS-PH1™ Ceiling Mount™ supporting the Cisco 12/4x 1080p PHD cameras,,"$1,326","$1,149"
Sound Control Technologies,RCS-UNI,RCS-UNI,RCS™ Ceiling Mount - Dry Wall : Universal Round Camera Base RCS-UNI™ Ceiling Mount™ supporting all 1/4 20 mountable cameras,,"$1,326","$1,149"
Sound Control Technologies,RCT-EE4,RCT-EE4,RCT™ Ceiling Mount - Drop Tile : Poly EagleEye IV RCT-EE4™ Ceiling Mount™ supporting the Poly EagleEye IV camera,,"$1,326","$1,149"
Sound Control Technologies,RCT-PH1,RCT-PH1,RCT™ Ceiling Mount - Drop Tile : Cisco PrecisionHD 12x/4x RCT-PH1™ Ceiling Mount™ supporting the Cisco 12/4x 1080p PHD cameras,,"$1,326","$1,149"
Sound Control Technologies,RCT-UNI,RCT-UNI,RCT™ Ceiling Mount - Drop Tile : Universal Round Camera Base RCT-UNI™ Ceiling Mount™ supporting all 1/4 20 mountable cameras,,"$1,326","$1,149"
Sound Control Technologies,RCU2E-A00,RCU2E-A00,RemoteCamUSB2E™ [USB2.0/UVC + Ethernet + 5V/12V/PoE Camera Power+Bi-Directional Audio] RCU2E-A00™ supporting Minrray ,,"$4,357","$3,776"
Sound Control Technologies,RCU2E-A40,RCU2E-A40,"RemoteCamUSB2E™ [USB2.0/UVC + Ethernet + 5V/12V/PoE Camera Power+Bi-Directional Audio] RCU2E-A40™ supporting Minrray, Lumens",,"$4,357","$3,776"
Sound Control Technologies,RCU2E-B00,RCU2E-B00,"RemoteCamUSB2E™ [USB2.0/UVC + Ethernet + 5V/12V/PoE Camera Power+Bi-Directional Audio] RCU2E-B00™ supporting Multiple Camera Models from 1 Beyond, Aver, VHD, YeaLink",,"$4,357","$3,776"
Sound Control Technologies,RCU2E-B30,RCU2E-B30,"RemoteCamUSB2E™ [USB2.0/UVC + Ethernet + 5V/12V/PoE Camera Power+Bi-Directional Audio] RCU2E-B30™ supporting Multiple Camera Models from 1 Beyond, Aver, VHD",,"$4,357","$3,776"
Sound Control Technologies,RCU2E-B40,RCU2E-B40,"RemoteCamUSB2E™ [USB2.0/UVC + Ethernet + 5V/12V/PoE Camera Power+Bi-Directional Audio] RCU2E-B40™ supporting Multiple Camera Models from Aver, Lumens",,"$4,357","$3,776"
Sound Control Technologies,RCU2E-C00,RCU2E-C00,RemoteCamUSB2E™ [USB2.0/UVC + Ethernet + 5V/12V/PoE Camera Power+Bi-Directional Audio] RCU2E-C00™ supporting Multiple Camera Models including Poly E70,,"$4,357","$3,776"
Sound Control Technologies,RCU2E-C40,RCU2E-C40,RemoteCamUSB2E™ [USB2.0/UVC + Ethernet + 5V/12V/PoE Camera Power+Bi-Directional Audio] RCU2E-C40™ supporting Sony,,"$4,357","$3,776"
Sound Control Technologies,RCU2E-C50,RCU2E-C50,RemoteCamUSB2E™ [USB2.0/UVC + Ethernet + 5V/12V/PoE Camera Power+Bi-Directional Audio] RCU2E-C50™ supporting Panasonic,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-A10,RCU2S-A10,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-A10™ Click to see supported camera list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-AA8,RCU2S-AA8,RemoteCamUSB2S™ [USB2.0/UVC + Serial Control Loop + 5/12V Camera Power+Bi-Directional Audio] RCU2S-AA8™ Click to see supported camera list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-B00,RCU2S-B00,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-B00™ Click to see supported camera list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-B10,RCU2S-B10,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-B10™ Click to see supported camera list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-B1B6,RCU2S-B1B6,RemoteCamUSB2S™ [USB2.0/UVC + Serial Control Loop + 5/12V Camera Power+Bi-Directional Audio] RCU2S-B1B6™ Supporting AVer's PTC500+,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-B20,RCU2S-B20,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-B20™ Click to see supported camera list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-B2A8,RCU2S-B2A8,RemoteCamUSB2S™ [USB2.0/UVC + Serial Control Loop + 5/12V Camera Power+Bi-Directional Audio] RCU2S-B2A8™ Click to see supported camera list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-BA8,RCU2S-BA8,RemoteCamUSB2S™ [USB2.0/UVC + Serial Control Loop + 5/12V Camera Power+Bi-Directional Audio] RCU2S-BA8™ Click to see supported camera list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-BPC,RCU2S-BPC,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-BPC™ Supporting Biamp's Parle VBC 2500,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-C00,RCU2S-C00,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-C00™ Click to see supported camera list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-C10,RCU2S-C10,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-C10™ Click to see supported camera list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-C20,RCU2S-C20,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-C20™ Click to see supported camera list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-C2B6,RCU2S-C2B6,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-C2B6™ Supporting AVer Cameras,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-C30,RCU2S-C30,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-C30™Supporting Panasonic Cameras list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-CA8,RCU2S-CA8,RemoteCamUSB2S™ [USB2.0/UVC + Serial Control Loop + 5/12V Camera Power+Bi-Directional Audio] RCU2S-CA8™ supporting AVer Cameras,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-CC8,RCU2S-CC8,RemoteCamUSB2S™ [USB2.0/UVC + Serial Control Loop + 5/12V Camera Power+Bi-Directional Audio] RCU2S-CC8™ supporting Panasonic Cameras,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-E10,RCU2S-E10,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-E10™ supporting AVer Cameras,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-E1B6,RCU2S-E1B6,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-E1B6™ supporting AVer Cameras,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-E4C,RCU2S-E4C,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-E4C™ supporting Poly's EagleEye Cube Camera,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-E4U,RCU2S-E4U,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-E4U™ supporting Poly's EagleEyeIV USB Camera,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-E70,RCU2S-E70,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-E70™supporting Poly's E70 USB Camera,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-EA8,RCU2S-EA8,RemoteCamUSB2S™ [USB2.0/UVC + Serial Control Loop + 5/12V Camera Power+Bi-Directional Audio] RCU2S-EA8™supporting AVer Cameras,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-G30,RCU2S-G30,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-G30™Supporting Panasonic Cameras list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-GC8,RCU2S-GC8,RemoteCamUSB2S™ [USB2.0/UVC + Serial Control Loop + 5/12V Camera Power+Bi-Directional Audio] RCU2S-GC8™Supporting Panasonic Cameras list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-H00,RCU2S-H00,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-H00™Click to see supported camera list,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-J50,RCU2S-J50,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-J50™Supporting Jabra's Panacast 50,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-LMU,RCU2S-LMU,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-LMU™ supporting Logitech's Meetup Camera,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-LRC,RCU2S-LRC,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-LRC™ supporting Logitech's Rally Camera,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-PD2,RCU2S-PD2,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-PD2™ supporting Poly's EagleEye Director II,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-PRO,RCU2S-PRO,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-PRO™ supporting Logitech's Group & PTZ PRO 2 Cameras,,"$4,357","$3,776"
Sound Control Technologies,RCU2S-PSU,RCU2S-PSU,RemoteCamUSB2S™ [USB2.0/UVC + 5/12V Camera Power+Bi-Directional Audio] RCU2S-PSU™ supporting Poly's Studio & X30/X50 (Device Mode) Cameras,,"$4,357","$3,776"
Sound Control Technologies,RCU3SL-B10,RCU3SL-B10,"RemoteCamUSB3SL™ Extends upto 100m [USB3.2 Gen1 (5Gbps) + RS-232 Visca + Power Delivery (USB-PD) 5V/9V/12V @3A or 15V @2.4A (36W maximum) for Data and 5V Camera Power up to 1.2A]  RCU3SL-B10 for Multiple Manufacturers (Aver, 1Beyond, Lumens, ClearOne)",,"$4,822","$4,179"
Sound Control Technologies,RCU3SL-B20,RCU3SL-B20,RemoteCamUSB3SL™ Extends upto 100m [USB3.2 Gen1 (5Gbps) + RS-232 Visca + Power Delivery (USB-PD) 5V/9V/12V @3A or 15V @2.4A (36W maximum) for Data and 5V Camera Power up to 1.2A]  RCU3SL-B20 for AVer Cameras and Poly Studio E60,,"$4,822","$4,179"
Sound Control Technologies,RCU3SL-C00,RCU3SL-C00,RemoteCamUSB3SL™ Extends upto 100m [USB3.2 Gen1 (5Gbps) + RS-232 Visca + Power Delivery (USB-PD) 5V/9V/12V @3A or 15V @2.4A (36W maximum) for Data and 5V Camera Power up to 1.2A]  RCU3SL-C00 for Multiple Manufacturers,,"$4,822","$4,179"
Sound Control Technologies,RCU3SL-C10,RCU3SL-C10,RemoteCamUSB3SL™ Extends upto 100m [USB3.2 Gen1 (5Gbps) + RS-232 Visca + Power Delivery (USB-PD) 5V/9V/12V @3A or 15V @2.4A (36W maximum) for Data and 5V Camera Power up to 1.2A]  RCU3SL-C10 for Sony SRG-X40UH,,"$4,822","$4,179"
Sound Control Technologies,RCU3SL-C20,RCU3SL-C20,RemoteCamUSB3SL™ Extends upto 100m [USB3.2 Gen1 (5Gbps) + RS-232 Visca + Power Delivery (USB-PD) 5V/9V/12V @3A or 15V @2.4A (36W maximum) for Data and 5V Camera Power up to 1.2A]  RCU3SL-C20 for Logitech MeetUp and MeetUp 2 Cameras,,"$4,822","$4,179"
Sound Control Technologies,RCU3SL-C30,RCU3SL-C30,"RemoteCamUSB3SL™ Extends upto 100m [USB3.2 Gen1 (5Gbps) + RS-232 Visca + Power Delivery (USB-PD) 5V/9V/12V @3A or 15V @2.4A (36W maximum) for Data and 5V Camera Power up to 1.2A]  RCU3SL-C30 for Panasonic and Poly Studio, X30, X50, X52, X70, X72, V52, V72",,"$4,822","$4,179"
Sound Control Technologies,RCU3SL-C40,RCU3SL-C40,RemoteCamUSB3SL™ Extends upto 100m [USB3.2 Gen1 (5Gbps) + RS-232 Visca + Power Delivery (USB-PD) 5V/9V/12V @3A or 15V @2.4A (36W maximum) for Data and 5V Camera Power up to 1.2A]  RCU3SL-C40 for Biamp and ClearOne Cameras,,"$4,822","$4,179"
Sound Control Technologies,RCU3SL-C50,RCU3SL-C50,"RemoteCamUSB3SL™ Extends upto 100m [USB3.2 Gen1 (5Gbps) + RS-232 Visca + Power Delivery (USB-PD) 5V/9V/12V @3A or 15V @2.4A (36W maximum) for Data and 5V Camera Power up to 1.2A]  RCU3SL-C50 for Poly Studio E70, Aver VB",,"$4,822","$4,179"
Sound Control Technologies,RCV-CP6,RCV-CP6,2 Gang to VESA On Wall Mount.   Adapts RCM back plate to 100mm VESA pattern RCV-CP6™ VESA Mount; supporting the Cisco Precision 60 camera,,$913,$791
Sound Control Technologies,RCV-EE4,RCV-EE4,2 Gang to VESA On Wall Mount.   Adapts RCM back plate to 100mm VESA pattern RCV-EE4™ VESA Mount; supporting the Poly EagleEye IV camera,,$913,$791
Sound Control Technologies,RCV-LRC,RCV-LRC,2 Gang to VESA On Wall Mount.   Adapts RCM back plate to 100mm VESA pattern RCV-LRC™ VESA Mount; supporting the Logitech Rally camera,,$913,$791
Sound Control Technologies,RCV-UNI,RCV-UNI,2 Gang to VESA On Wall Mount.   Adapts RCM back plate to 100mm VESA pattern RCV-UNI™ VESA Mount; supporting standard round base cameras,,$913,$791
Sound Control Technologies,RCWV2-CP6,RCWV2-CP6,RCWV2™ On Wall Mount Channel : Cisco Precision60 RCWV2-CP6™ Masonry Mount; supporting the Cisco Precision 60 camera,,$964,$836
Sound Control Technologies,RCWV2-EE4,RCWV2-EE4,RCWV2™ On Wall Mount Channel : Poly EagleEye IV RCWV2-EE4™ Masonry Mount; supporting the Poly EagleEye IV camera,,$964,$836
Sound Control Technologies,RCWV2-LRC,RCWV2-LRC,RCWV2™ On Wall Mount Channel : Logitech Rally RCWV2-LRC™ Masonry Mount; supporting the Logitech Rally camera,,$964,$836
Sound Control Technologies,RCWV2-UNI,RCWV2-UNI,RCWV2™ On Wall Mount Channel : Universal Round Camera Base RCWV2-UNI™ Masonry Mount; supporting standard round base cameras,,$964,$836
Sound Control Technologies,RCWV3-CQC,RCWV3-CQC,RCWV3™ On Wall Mount Channel : Cisco QuadCam RCWV3-CQC™ Masonry Mount; supporting the Cisco Quad Camera,,$964,$836
Sound Control Technologies,RKPA-WB,RKPA-WB,Wall mount bracket for RC-RKPA  Purpose Built Rack Shelves,*New!,$76,$66
Sound Control Technologies,RM-3CP,RM-3CP,"The RM-3CP seamlessly extends up to three Cisco Table-J and Microphone 20 mics from Cisco Plus, Codec EQ, Room Bar, Room Bar Pro and Room 55 to provide superior audio quality at your conference room table. RM-C3P™ - Sound Control Technologies",,"$3,513","$3,045"
