Brand,Series/Category,Notes,Stockcode,Description,Stock_Status,Sold As,Price_Group,RRP_Incl_GST,Special_Dealer_ex_GST,Dealer_ex_GST,Long Description,URL,Column1
AKG,AKG-WMS45 PERCEPTION WIRELESS SYSTEMS,,WMS45-HEADSET,PERCEPTION WIRELESS W/C544L FITNESS HSET,NORMAL,EA,RETAIL 50MU,899,521.16,521.16,"The Perception Wireless Sports/Headset Set.   10 hour battery life, Up to 5 ch per band, Approx Range 30m, 10mW.  Includes SR45 receiver, PT 45 bodypack transmitter, PSU, C544L headworn microphone and one AA size battery.",https://www.jpro.co.nz/product/akg/perception-wireless-wc544l-sports-hset/WMS45-HEADSET,$0.00
AKG,AKG-WMS45 PERCEPTION WIRELESS SYSTEMS,,WMS45-INST,PERCEPTION INSTRUMENT SYSTEM W/MKGL,NORMAL,EA,RETAIL 50MU,719,416.81,416.81,"The Perception Wireless Instrument Set.   Can be used with any 'L' or 'ML' AKG mic.  10 hour battery life, Up to 5 ch per band, Approx Range 30m, 10mW.  Includes SR45 receiver, PT 45 bodypack transmitter, PSU, MKGL cable with ¼” jack plug and mini XLR connector and one AA size battery.",https://www.jpro.co.nz/product/akg/perception-instrument-system-wmkgl/WMS45-INST,$0.00
AKG,AKG-WMS45 PERCEPTION WIRELESS SYSTEMS,,WMS45-LAPEL,PERCEPTION LAPEL WIRELESS SYSTEM W/CK99L,NORMAL,EA,RETAIL 50MU,719,416.81,416.81,"The Perception Wireless Presenter Set. 10 hour battery life, Up to 5 ch per band, Approx Range 30m, 10mW.  Includes SR45 receiver, PT 45 bodypack transmitter, PSU, CK99L lavalier microphone, and one AA size battery.",https://www.jpro.co.nz/product/akg/perception-lapel-wireless-system-wck99l/WMS45-LAPEL,$0.00
AKG,AKG-WMS45 PERCEPTION WIRELESS SYSTEMS,,WMS45-VOCAL,PERCEPTION WIRELESS HANDHELD VOCAL MIC SYSTEM,NORMAL,EA,RETAIL 50MU,719,416.81,416.81,"The Perception Wireless Vocal Set.   10 hour battery life, Up to 5 ch per band, Approx Range 30m, 10mW.  Includes SR45 receiver, HT45 handheld transmitter with on/off/mute switch, PSU, SA45 stand adapter, and one AA size battery.",https://www.jpro.co.nz/products/akg/WMS45-VOCAL/,$0.00
AKG,AKG-WMS45 PERCEPTION WIRELESS COMPONENTS & ACC,,HT45,WMS45 PERCEPTION HANDHELD TRANSMITTER,NORMAL,EA,RETAIL 50MU,475,275.36,275.36,"UHF handheld transmitter, included in the PERCEPTION WIRELESS VOCAL SET.",https://www.jpro.co.nz/products/installed-audio/wireless-microphones-acc/wms45-perception-handheld-transmitter/HT45/,$0.00
AKG,AKG-WMS45 PERCEPTION WIRELESS COMPONENTS & ACC,,PT45,WMS45 PERCEPTION BODYPACK TRANSMITTER,NORMAL,EA,RETAIL 50MU,475,275.36,275.36,UHF bodypack transmitter for WMS45 PERCEPTION wireless systems.,https://www.jpro.co.nz/products/installed-audio/wireless-microphones-acc/wms45-perception-bodypack-transmitter/PT45/,$0.00
AKG,AKG-DMS100 DIGITAL 2.4GHZ WIRELESS SYSTEMS,,DMS100-INST,2.4GHZ DIGITAL BODYPACK WIRELESS SYSTEM,NORMAL,EA,RETAIL 50MU,1014,587.83,587.83,"Professional digital instrument wireless system, up to four channels up to 30m range, up to 12 hours 2 x AA, AES 256-bit encryption, extended battery life and the ultimate ease-of-use. Includes: PT100 Bodypack Transmitter, SR100 Single Ch Receiver, PSU, Mic Stand Clip and 2 x AA batteries.  Optional: Headset or Lapel Microphone to be chosen seperately (All 'L' mics OK)",https://www.jpro.co.nz/product/akg/24ghz-digital-bodypack-wireless-system/DMS100-INST,$0.00
AKG,AKG-DMS100 DIGITAL 2.4GHZ WIRELESS SYSTEMS,,DMS100-VOCAL,2.4GHZ DIGITAL HANDHELD WIRELESS SYSTEM,NORMAL,EA,RETAIL 50MU,1014,587.83,587.83,"Professional digital vocal wireless system, up to four channels up to 30m range, up to 12 hours 2 x AA, AES 256-bit encryption, extended battery life and the ultimate ease-of-use. Includes: HT100 Handheld Transmitter Mic, SR100 Single Ch Receiver, PSU, Mic Stand Clip and 2 x AA batteries.",https://www.jpro.co.nz/product/akg/24ghz-digital-handheld-wireless-system/DMS100-VOCAL,$0.00
AKG,AKG-DMS100 DIGITAL 2.4GHZ WIRELESS SYSTEMS,,HT100,DMS100 HANDHELD TRANSMITTER,NORMAL,EA,RETAIL 50MU,590,342.03,342.03,SINGLE SPEAKER WALL PLATE,,$0.00
AKG,AKG-DMS100 DIGITAL 2.4GHZ WIRELESS SYSTEMS,,PT100,DMS100 BODYPACK TRANSMITTER,NORMAL,EA,RETAIL 50MU,590,342.03,342.03,SINGLE SPEAKER WALL PLATE,,$0.00
AKG,AKG-DMS300 DIGITAL 2.4 GHZ WIRELESS SYSTEMS,,DMS300-INST,2.4GHZ DIGITAL BODYPACK WIRELESS SYSTEM,NORMAL,EA,RETAIL 50MU,1441,835.36,835.36,"Professional digital instrument wireless system, up to eight channels, up to 30m range, up to 12 hours 2 x AA, AES 256-bit encryption, extended battery life and the ultimate ease-of-use. Removable antennas for rack-mounting (optional kit available).  Includes: PT300 Bodypack Transmitter, SR300 Single Ch Receiver, PSU, Instrument Cable and 2 x AA batteries.  Optional: Headset or Lapel Microphone to be chosen seperately (All 'L' mics OK)",https://www.jpro.co.nz/product/akg/24ghz-digital-bodypack-wireless-system/DMS300-INST,$0.00
AKG,AKG-DMS300 DIGITAL 2.4 GHZ WIRELESS SYSTEMS,,DMS300-VOCAL,2.4GHZ DIGITAL HANDHELD WIRELESS SYSTEM,NORMAL,EA,RETAIL 50MU,1441,835.36,835.36,"Professional digital vocal wireless system, up to eight channels, up to 30m range, up to 12 hours 2 x AA, AES 256-bit encryption, extended battery life and the ultimate ease-of-use. Removable antennas for rack-mounting (optional kit available).  Includes: HT300 Handheld Transmitter, SR300 Single Ch Receiver, PSU, Mic Stand Clip and 2 x AA batteries.",https://www.jpro.co.nz/product/akg/24ghz-digital-handheld-wireless-system/DMS300-VOCAL,$0.00
AKG,AKG-WMS420 SERIES WIRELESS SYSTEMS,,HT420,HANDHELD WIRELESS TRANSMITTER WMS420,NORMAL,EA,RETAIL 50MU,622,360.58,360.58,UHF bodypack transmitter for WMS420 wireless systems.,https://www.jpro.co.nz/products/installed-audio/wireless-microphones-acc/handheld-wireless-transmitter-wms420/HT420/,$0.00
AKG,AKG-WMS420 SERIES WIRELESS SYSTEMS,,PT420,BODYPACK WIRELESS TRANSMITTER WMS420,NORMAL,EA,RETAIL 50MU,449,260.29,260.29,UHF bodypack transmitter for WMS420 wireless systems.,https://www.jpro.co.nz/products/installed-audio/wireless-microphones-acc/bodypack-wireless-transmitter-wms420/PT420/,$0.00
AKG,AKG-WMS420 SERIES WIRELESS SYSTEMS,,WMS420-HEADSET,WIRELESS HEADSET MICROPHONE SYSTEM W/C555L,NORMAL,EA,RETAIL 50MU,1280,742.03,742.03,"Wireless microphone system includes the high performance C555L condenser microphone, which is ideal for hands-free applications.  Up to 8 ch per band.  Up to 8 hours 1 x AA, rechargeable optional.  Detachable antennas.",https://www.jpro.co.nz/product/akg/headset-wireless-system-wc555l/WMS420-HEADSET,$0.00
AKG,AKG-WMS420 SERIES WIRELESS SYSTEMS,,WMS420-INST,WIRELESS INSTRUMENT MICROPHONE SYSTEM W/MKGL,NORMAL,EA,RETAIL 50MU,1075,623.19,623.19,"Wireless microphone system includes the MKGL guitar cable.  Up to 8 ch per band.  Up to 8 hours 1 x AA, rechargeable optional.  Detachable antennas.",https://www.jpro.co.nz/product/akg/instrument-wireless-system-wmkgl/WMS420-INST,$0.00
AKG,AKG-WMS420 SERIES WIRELESS SYSTEMS,,WMS420-LAPEL,WIRELESS LAPEL MICROPHONE PRESENTER SYSTEM W/C417L,NORMAL,EA,RETAIL 50MU,1080,626.09,626.09,"Wireless lapel microphone system includes the high performance C417L condenser microphone, which is ideal for hands-free applications.  Up to 8 ch per band.  Up to 8 hours 1 x AA, rechargeable optional.  Detachable antennas.",https://www.jpro.co.nz/products///wireless-lapel-microphone-presenter-system-wc417l/WMS420-LAPEL/,$0.00
AKG,AKG-WMS420 SERIES WIRELESS SYSTEMS,,WMS420-VOCAL,WIRELESS VOCAL MICROPHONE SYSTEM W/D5,NORMAL,EA,RETAIL 50MU,975,565.22,565.22,"Wireless handheld microphone system includes the high performance D5 microphone.  Up to 8 ch per band.  Up to 8 hours 1 x AA, rechargeable optional.  Detachable antennas.",https://www.jpro.co.nz/product/akg/vocal-wireless-system-wd5/WMS420-VOCAL,$0.00
AKG,AKG-WMS470 SERIES INSTALL WIRELESS SYSTEM,,WMS470-C5,WIRELESS HANDHELD CONDENSER SYSTEM W/C5 BD1,NORMAL,EA,RETAIL 50MU,2025,1173.91,1173.91,"Condenser handheld diversity wireless system.  Up to 16 ch per band.  Pilot tone.  Battery life up to 14 hours (AA Lithium).  Includes 1 HT450 handheld transmitter with C5, 1 SR450 receiver, 1 SA63 stand adapter, 1 LR6 battery, 2 antennas, 1 rack mount kit and PSU.  Optional: FOC Coupling plate for rack mounting two receivers.",https://www.jpro.co.nz/products/installed-audio/wireless-microphones-acc/wireless-handheld-condenser-system-wc5-bd1/WMS470-C5/,$0.00
AKG,AKG-WMS470 SERIES INSTALL WIRELESS SYSTEM,,WMS470-D5,WIRELESS  HANDHELD DYNAMIC SYSTEM W/D5 BD1,NORMAL,EA,RETAIL 50MU,1780,1031.88,1031.88,"Dynamic handheld diversity wireless system.  Up to 16 ch per band.  Pilot tone.  Battery life up to 14 hours (AA Lithium).  Includes 1 HT450 handheld transmitter with D5, 1 SR450 receiver, 1 SA63 stand adapter, 1 LR6 battery, 2 antennas, 1 rack mount kit and PSU. Optional: FOC Coupling plate for rack mounting two receivers.",https://www.jpro.co.nz/product/akg/handheld-dynamic-wireless-system-wd5/WMS470-D5,$0.00
AKG,AKG-WMS470 SERIES INSTALL WIRELESS SYSTEM,,WMS470-HEADSET,WIRELESS SYSTEM W/C544L FITNESS HEADSET BD1,NORMAL,EA,RETAIL 50MU,2125,1231.88,1231.88,"Head-worn diversity wireless system with C544L headset microphone.  Up to 16 ch per band.  Pilot tone.  Battery life up to 14 hours (AA Lithium).  Includes 1 PT450 bodypack transmitter with C544L, 1 SR450 receiver, 1 LR6 battery, 2 antennas, 1 rack mount kit and PSU. Optional: FOC Coupling plate for rack mounting two receivers.",https://www.jpro.co.nz/product/akg/headworn-wireless-system-wc544l/WMS470-HEADSET,$0.00
AKG,AKG-WMS470 SERIES INSTALL WIRELESS SYSTEM,,WMS470-INST,WIRELESS BELTPACK SYSTEM FOR INSTRUMENT BD1,NORMAL,EA,RETAIL 50MU,1780,1031.88,1031.88,"Instrumental diversity wireless system.  Up to 16 ch per band.  Pilot tone.  Battery life up to 14 hours (AA Lithium).  Includes 1 PT450 bodypack transmitter with MKGL cable, 1 SR450 receiver, 1 LR6 battery, 2 antennas, 1 rack mount kit and PSU. Optional: FOC Coupling plate for rack mounting two receivers.",https://www.jpro.co.nz/products/portable-audio/wireless-microphones-acc/wireless-beltpack-system-for-instrument/WMS470-INST-BD1/,$0.00
AKG,AKG-WMS470 SERIES INSTALL WIRELESS SYSTEM,,WMS470-PRESENTER,WIRELESS COMBO SYSTEM C555L HEADSET / CK99L LAPEL BD1,NORMAL,EA,RETAIL 50MU,2260,1310.14,1310.14,"Presenter diversity wireless system pack.  Up to 16 ch per band.  Pilot tone.  Battery life up to 14 hours (AA Lithium).  Includes 1 PT450 bodypack transmitter with CK99L and C555L, 1 SR450 receiver, 1 LR6 battery, 2 antennas, 1 rack mount kit and PSU. Optional: FOC Coupling plate for rack mounting two receivers.",https://www.jpro.co.nz/products/installed-audio/microphones/wireless-combo-system-c555l-headset--ck99l-lapel-bd1/WMS470-PRESENTER/,$0.00
AKG,AKG-WMS470 SERIES WIRELESS COMPONENTS,,CU400,CHARGING UNIT FOR WMS470 WMS420,NORMAL,EA,RETAIL 50MU,1050,608.7,608.7,"Charging unit for WMS450 or WMS470 wireless sytems.  It can charge two batteries simultaneously to full capacity within one hour, and there is no risk of overcharging the batteries.",https://www.jpro.co.nz/product/akg/charging-unit-for-wms470-wms420/CU400,$0.00
AKG,AKG-WMS470 SERIES WIRELESS COMPONENTS,,HT470-C5,HANDHELD CONDENSER VOCAL MIC TRANSMITTER WMS470,NORMAL,EA,RETAIL 50MU,1249,724.06,724.06,Handheld transmitter with C5 condenser microphone.,,$0.00
AKG,AKG-WMS470 SERIES WIRELESS COMPONENTS,,HT470-D5,HANDHELD DYNAMIC VOCAL MIC TRANSMITTER WMS470,NORMAL,EA,RETAIL 50MU,934,541.45,541.45,Handheld transmitter with D5 dynamic microphone.,,$0.00
AKG,AKG-WMS470 SERIES WIRELESS COMPONENTS,,PT470,WMS470 BODYPACK WIRELESS TRANSMITTER BD1,NORMAL,EA,RETAIL 50MU,900,521.74,521.74,UHF bodypack transmitter for WMS470 wireless systems.,https://www.jpro.co.nz/products/installed-audio/microphones/wms470-bodypack-wireless-transmitter-bd1/PT470/,$0.00
AKG,AKG-WMS470 SERIES WIRELESS COMPONENTS,,SR470-BD1,WMS470 WIRELESS RECEIVER BAND 1,NORMAL,EA,RETAIL 50MU,1249,724.06,724.06,"Diversity receiver for WMS470 systems. Up to 16 channels per frequency band.  Includes 2 antennas, psu and rack mount kit.",,$0.00
AKG,AKG-WMS470 SERIES WIRELESS COMPONENTS,,SR470-BD8,WMS470 WIRELESS RECEIVER BAND 8,NORMAL,EA,RETAIL 50MU,1249,724.06,724.06,"Diversity receiver for WMS470 systems. Up to 16 channels per frequency band.  Includes 2 antennas, psu and rack mount kit.",,$0.00
AKG,AKG-WIRELESS ANTENNA SYSTEMS,Run Out Deal Save $399,AB4000,HIGH-PERFORMANCE ANTENNA BOOSTER,NORMAL,EA,RETAIL 50MU,320,185.51,584.35,High-performance antenna booster for inserting into long antenna cables.  Up to two AB4000 boosters can be used in series for extremely long cable runs.,https://www.jpro.co.nz/product/akg/high-performance-antenna-booster/AB4000,$398.84
AKG,AKG-WIRELESS ANTENNA SYSTEMS,,APS4,ANTENNA DISTRO AND AMPLIFIER - ACTIVE,NORMAL,EA,RETAIL 50MU,2535,1469.57,1469.57,"Multi-coupler splitter for DMS800, WMS4500, WMS470 and WMS420 wireless systems.  Daisy chain up to 50 receivers. Powers active antennas through the antenna cables.",https://www.jpro.co.nz/products/installed-audio/wireless-microphones-acc/antenna-distro-and-amplifier--active/APS4/,$0.00
AKG,AKG-WIRELESS ANTENNA SYSTEMS,,FLOORPAD,DIRECTIONAL PASSIVE REMOTE ANTENNA,SPECIAL ORDER ONLY,EA,RETAIL 50MU,1750,1014.49,1014.49,The FLOORPAD is an all-new antenna designed for close range applications in highly congested RF environments.,https://www.jpro.co.nz/product/akg/directional-passive-remote-antenna/FLOORPAD,$0.00
AKG,AKG-WIRELESS ANTENNA SYSTEMS,,RA4000B-W,OMNI-DIRECTIONAL ANTENNA (ACTIVE),NORMAL,EA,RETAIL 50MU,633,366.96,366.96,"Active omnidirectional wideband antenna.  For indoor or outdoor use, specifically, for near- field antenna setups with no preferred direction.",https://www.jpro.co.nz/product/akg/omni-directional-antenna-active/RA4000B-W,$0.00
AKG,AKG-WIRELESS ANTENNA SYSTEMS,Special Deal Save $20,RA4000W,OMNI-DIRECTIONAL ANTENNA (PASSIVE),NORMAL,EA,RETAIL 50MU,514,297.97,318.26,"Passive wideband omnidirectional antenna.  For indoor and outdoor use, coverage with no preferred direction.",https://www.jpro.co.nz/products///omnidirectional-antenna-passive/RA4000W/,$20.29
AKG,AKG-WIRELESS ANTENNA SYSTEMS,,SRA2B-W,WIDE-BAND DIRECTIONAL ANTENNA (ACTIVE),NORMAL,EA,RETAIL 50MU,1642,951.88,951.88,"Active wideband directional antenna.  For indoor or outdoor use, specifically, for setting up radio links for distances up to 300m.  Coverage angle 70°, remote powering option.",https://www.jpro.co.nz/product/akg/wide-band-directional-antenna-active/SRA2B-W,$0.00
AKG,AKG-WIRELESS ANTENNA SYSTEMS,,SRA2W,WIDE-BAND DIRECTIONAL ANTENNA (PASSIVE),NORMAL,EA,RETAIL 50MU,1541,893.33,893.33,"Passive wideband directional antenna.  For indoor and outdoor use, preferred-direction coverage.",https://www.jpro.co.nz/products/portable-audio/wireless-microphones-acc/wideband-directional-antenna-passive/SRA2W/,$0.00
AKG,AKG-WIRELESS ACCESSORIES,,AKGPSU,PSU 12VDC 500MA FOR WMS470/450/4500,NORMAL,EA,RETAIL 50MU,99,57.39,57.39,Power supply for WMS4500 series components.,https://www.jpro.co.nz/product/akg/power-supply-for-wms4500-wms470/AKGPSU,$0.00
AKG,AKG-WIRELESS ACCESSORIES,,MKA20,20M BNC ANTENNA CABLE RG58 50OHMS,SPECIAL ORDER ONLY,EA,RETAIL 50MU,187,108.41,108.41,"Antenna cable for Wireless systems, 20m length, BNC connectors. Used for connecting external antennas, antenna boosters, antenna booster supplies, antenna power splitters and receivers. RG 58 cable (50 Ohms).",https://www.jpro.co.nz/products/portable-audio/wireless-microphones-acc/20m-bnc-antenna-cable-rg58-50ohms/MKA20/,$0.00
AKG,AKG-WIRELESS ACCESSORIES,,MKGL,GUITAR / INSTRUMENT CABLE FOR WIRELESS SYSTEMS,NORMAL,EA,RETAIL 50MU,137,79.42,79.42,Instrument cable for use with AKG pocket transmitters.,https://www.jpro.co.nz/product/akg/guitar-cable-for-wms-4545040004500/MKGL,$0.00
AKG,AKG-WIRELESS ACCESSORIES,,RMS4000,REMOTE MUTE SWITCH,NORMAL,EA,RETAIL 50MU,263,152.46,152.46,Remote mute switch for use with AKG transmitters easily and discreetly even if the transmitter is mounted on the user's body at an inaccessible position.,https://www.jpro.co.nz/product/akg/remote-mute-switch/RMS4000,$0.00
AKG,AKG-HANDHELD DYNAMIC MICROPHONES,,D5,PROFESSIONAL DYNAMIC S/CARDIOID VOCAL MICROPHONE,NORMAL,EA,RETAIL 50MU,229,132.75,132.75,Supercardioid dynamic vocal microphone for lead and backing vocals.  Includes SA51 stand adatper and protective bag.  Bulk pricing 12 and 6 packs also available.,https://www.jpro.co.nz/products/portable-audio/microphones-acc/professional-dynamic-scardioid-vocal-microphone/D5/,$0.00
AKG,AKG-HANDHELD DYNAMIC MICROPHONES,,D5C,DYNAMIC CARDIOID VOCAL MIC - HIGH SPL,NORMAL,EA,RETAIL 50MU,319,184.93,184.93,Professional dynamic vocal microphone for lead and backing vocals.The Cardioid shaped polar pattern makes it a versatile companion ensuring minimum feedback. The D5C can withstand massive pressure level up to 160db and internal dual shock mount eliminates handling noise.,https://www.jpro.co.nz/products/portable-audio/microphones-acc/dynamic-cardioid-vocal-mic--high-spl/D5C/,$0.00
AKG,AKG-HANDHELD DYNAMIC MICROPHONES,,D5CS,DYNAMIC CARDIOID VOCAL MIC HIGH SPL W/SW,SPECIAL ORDER ONLY,EA,RETAIL 50MU,319,184.93,184.93,Professional dynamic vocal microphone for lead and backing vocals. The D5CS features a noiseless on/ off switch perfect for live perfomances.,https://www.jpro.co.nz/products/portable-audio/microphones-acc/dynamic-cardioid-vocal-mic-high-spl-wsw/D5CS/,$0.00
AKG,AKG-HANDHELD DYNAMIC MICROPHONES,,D5S,PROFESSIONAL DYNAMIC VOCAL MIC W/SWITCH,NORMAL,EA,RETAIL 50MU,319,184.93,184.93,D5 microphone with on/off switch.  Includes SA61 stand adatper and protective bag.,https://www.jpro.co.nz/products/portable-audio/microphones-acc/professional-dynamic-vocal-mic-wswitch/D5S/,$0.00
AKG,AKG-HANDHELD DYNAMIC MICROPHONES,,D7,DYNAMIC REFERENCE S-CARDIOID VOCAL MIC,NORMAL,EA,RETAIL 50MU,545,315.94,315.94,"Reference dynamic microphone for high end performance and noble sound in every studio and on every stage.  Includes windscreen, protective case and SA61 stand adapter.",https://www.jpro.co.nz/products/installed-audio/wireless-microphones-acc/dynamic-reference-scardioid-vocal-mic/D7/,$0.00
AKG,AKG-HANDHELD DYNAMIC MICROPHONES,,D7S,DYNAMIC REFERENCE MICROPHONE W/SWITCH,NORMAL,EA,RETAIL 50MU,595,344.93,344.93,"D7 microphone with on/off switch.  Includes windscreen, protective case and SA61 stand adapter.",https://www.jpro.co.nz/product/akg/dynamic-reference-microphone-wswitch/D7S,$0.00
AKG,AKG-HANDHELD DYNAMIC MICROPHONES,,P2,DYNAMIC KICK DRUM/BASS INSTRUMENT MIC,NORMAL,EA,RETAIL 50MU,341,197.68,197.68,"Dynamic microphone designed for low-pitched instruments such as bass drum, trombone or bass amplifier.  Includes carry case.",https://www.jpro.co.nz/products/portable-audio/microphones-acc/dynamic-bass-druminstrument-mic/P2/,$0.00
AKG,AKG-HANDHELD DYNAMIC MICROPHONES,,P3S,STARTER DYNAMIC PRO VOCAL MIC W/SWITCH,NORMAL,EA,RETAIL 50MU,145,84.06,84.06,Rugged performance microphone designed for backing vocals and instruments such as guitar and wind instruments.  Includes SA45 stand adapter and protective bag.,https://www.jpro.co.nz/product/akg/perception-dynamic-cardioid-mic-wswitch/P3S,$0.00
AKG,AKG-HANDHELD DYNAMIC MICROPHONES,,P4,HIGH PERFORMANCE INSTRUMENT MIC TOMS/GTR AMP,NORMAL,EA,RETAIL 50MU,213,123.48,123.48,"Dynamic microphone designed for drums and percussions, wind instruments and guitar amps with integrated stand adapter and a mounting bracket for tom tom etc.  Includes H440 suspension clip and protective case.",https://www.jpro.co.nz/products/portable-audio/microphones-acc/high-performance-instrument-mic-tomsgtr-amp/P4/,$0.00
AKG,AKG-HANDHELD DYNAMIC MICROPHONES,,P5S,DYNAMIC S/CARDIOID VOCAL MIC W/SWITCH,NORMAL,EA,RETAIL 50MU,202,117.1,117.1,Dynamic supercardioid handheld microphone with on/off switch for lead vocals.  Excellent gain before feedback.    Includes SA45 stand adapter and protective bag.,https://www.jpro.co.nz/product/akg/perception-dynamic-vocal-mic-wswitch/P5S,$0.00
AKG,AKG-HANDHELD CONDENSER MICROPHONES,,C5,PROFESSIONAL CONDENSER VOCAL MICROPHONE,NORMAL,EA,RETAIL 50MU,399,231.3,231.3,"Condenser vocal microphone for onstage use. Cardioid polar pattern ensures maximum gain before feedback and has been optimized for use with in-ear monitor systems. Includes presence boost adapter, protective bag and stand adapter.",https://www.jpro.co.nz/product/akg/professional-condenser-vocal-mic/C5,$0.00
AKG,AKG-HANDHELD CONDENSER MICROPHONES,Special Deal Save $226,C636-BLK,REFERENCE CONDENSER VOCAL MICROPHONE,NORMAL,EA,RETAIL 50MU,1669,967.54,1193.62,"Professional handheld condenser vocal microphone for live performances, live events, demanding speech and presentations. Provides highly detailed audio and exceptional ruggedness. Engineered to reject feedback, handling noise and pop noise so vocalists can fully focus on their performance. With Zip bag and SA61 stand adapter. Available in Black or Nickel",https://www.jpro.co.nz/product/akg/reference-condenser-vocal-mic-black/C636-BLK,$226.08
AKG,AKG-HANDHELD CONDENSER MICROPHONES,,C7,REFERENCE CONDENSER VOCAL MICROPHONE,NORMAL,EA,RETAIL 50MU,845,489.86,489.86,"Reference handheld condenser microphone delivers premium studio-quality condenser sound.  Specially engineered circuitry and custom-designed components, C7 prevents feedback, handling noise, and pop noise. Includes SA61 stand adapter, zipbag.",https://www.jpro.co.nz/product/akg/reference-condenser-microphone/C7,$0.00
AKG,AKG-INSTRUMENT MICROPHONES,,C411L,PICKUP W/MINI XLR FOR STRING INSTRUMENT,SPECIAL ORDER ONLY,EA,RETAIL 50MU,576,333.91,333.91,"The C411L is an ultra-light condenser pickup is ideal for acoustic guitar, mandolin, violin, and most other stringed instruments. Comes with adhesive compound and protective case. Has mini-XLR plug.",https://www.jpro.co.nz/products/studio-broadcast/microphones/pickup-wmini-xlr-for-string-instrument/C411L/,$0.00
AKG,AKG-INSTRUMENT MICROPHONES,,C411PP,PICKUP W/XLR FOR STRINGED INSTRUMENTS,NORMAL,EA,RETAIL 50MU,691,400.58,400.58,"The C411PP is an ultra-light condenser pickup is ideal for acoustic guitar, mandolin, violin, and most other stringed instruments. Comes with adhesive compound and protective case. Has XLR plug on lead.",https://www.jpro.co.nz/products/portable-audio/microphones-acc/pickup-wxlr-for-stringed-instruments/C411PP/,$0.00
AKG,AKG-INSTRUMENT MICROPHONES,,C430,PRO MINIATURE INSTRUMENT CONDENSER MIC,NORMAL,EA,RETAIL 50MU,665,385.51,385.51,"Condenser overhead microphone. Specifically designed for cymbal and overhead miking, the frequency response of the C430 ensures a uniquely crisp sound.  Includes stand adpater, windscreen and protective case.",https://www.jpro.co.nz/product/akg/mini-overhead-instrument-microphone/C430,$0.00
AKG,AKG-INSTRUMENT MICROPHONES,Special Deal Save $198,C516ML,INSTRUMENT GOOSENECK CONDENSER MIC W/MINI XLR,NORMAL,EA,RETAIL 50MU,399,231.3,428.99,"Cardioid instrument clip-on microphone with quick release bracket. With mini-XLR for wireless use. Includes A400 adapter, H516 mount plate, protective bag, W44 windscreen and adhesive.",https://www.jpro.co.nz/products/portable-audio/microphones-acc/instrument-gooseneck-condenser-mic-wmini-xlr/C516ML/,$197.69
AKG,AKG-INSTRUMENT MICROPHONES,,C518M,CLAMP-ON DRUM / PERCUSSION GOOSENECK MIC W/ XLR,SPECIAL ORDER ONLY,EA,RETAIL 50MU,981,568.7,568.7,"Miniature cardioid condenser clamp-on microphone with shock mounted capsule for drums and percussion on stage and in the studio. With XLR connector.  Includes A400 adapter, H518 drum bracket, protective bag and W44 windscreen.",https://www.jpro.co.nz/products/portable-audio/microphones-acc/clampon-drum--percussion-gooseneck-mic-w-xlr/C518M/,$0.00
AKG,AKG-INSTRUMENT MICROPHONES,,C518ML,CLAMP-ON DRUM / PERCUSSION GOOSENECK MIC MINI-XLR,NORMAL,EA,RETAIL 50MU,414,240,240,"Miniature cardioid condenser clamp-on microphone with shock mounted capsule for drums and percussion on stage and in the studio. With Mini-XLR for wireless use.  Includes A400 adapter, H518 drum bracket, protective bag and W44 windscreen.",https://www.jpro.co.nz/products/portable-audio/microphones-acc/clampon-drum--percussion-gooseneck-mic-minixlr/C518ML/,$0.00
AKG,AKG-INSTRUMENT MICROPHONES,,C519M,CLIP-ON WIND/BRASS INSTRUMENT MIC W/XLR,SPECIAL ORDER ONLY,EA,RETAIL 50MU,981,568.7,568.7,"Miniature condenser cardioid clip-on microphone for wind instruments, drums, and percussions.  With XLR connector.  Includes A400 adapter, protective bag and W44 windscreen.",https://www.jpro.co.nz/products/portable-audio/microphones-acc/clipon-windbrass-instrument-mic-wxlr/C519M/,$0.00
AKG,AKG-INSTRUMENT MICROPHONES,,C519ML,CLIP-ON WIND INSTRUMENT MIC FOR WIRELESS,SPECIAL ORDER ONLY,EA,RETAIL 50MU,846,490.43,490.43,"Miniature condenser cardioid clip-on microphone for wind instruments, drums, and percussions.  With mini-XLR for wireless use.  Includes A400 adapter, protective bag and W44 windscreen.",https://www.jpro.co.nz/products/portable-audio/microphones-acc/clipon-wind-instrument-mic-for-wireless/C519ML/,$0.00
AKG,AKG-INSTRUMENT MICROPHONES,,D112-MKII,DYNAMIC DRUM MICROPHONE,NORMAL,EA,RETAIL 50MU,635,368.12,368.12,Large-diaphragm dynamic microphone for bass instruments.  Handles up to 160 dB SPL with no audible distortion.  D112 MKII improves upon its predecessor with a new integrated flexible mount.,https://www.jpro.co.nz/product/akg/dynamic-drum-microphone/D112-MKII,$0.00
AKG,AKG-INSTRUMENT MICROPHONES,,D12VR,REFERENCE KICK DRUM AND BASS MICROPHONE,NORMAL,EA,RETAIL 50MU,1495,866.67,866.67,"Large-diaphragm cardioid dynamic microphone. Designed specifically for kick-drum recording applications, the microphone has a thin diaphragm to enhance the low frequency performance.  Includes foam and carry cases.",https://www.jpro.co.nz/product/akg/dynamic-drum-microphone-w4-polar/D12VR,$0.00
