StockCode,Vendor,VendorStockCode,StockDescription,PrimaryCategory,SecondaryCategory,TertiaryCategory,RRPEx,DealerEx,StockAvailable,ETA,Status,Type,BundledItem1,BundledItem2,BundledItem3,BundledItem4,BundledItem5
DZH318Z092SD:00XX,MICROSOFT,DZH318Z092SD:00XX,"RESERVED VM INSTANCE,STANDARD_D32PS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"25790.67","25790.67",999999999,,A,StockedItem,,,,,
DZH318Z092SD:00XZ,MICROSOFT,DZH318Z092SD:00XZ,"RESERVED VM INSTANCE,STANDARD_D2PS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"833.96","833.96",999999999,,A,StockedItem,,,,,
DZH318Z092SD:00Z0,MICROSOFT,DZH318Z092SD:00Z0,"RESERVED VM INSTANCE,STANDARD_D48PS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"20021.86","20021.86",999999999,,A,StockedItem,,,,,
DZH318Z092SD:00Z2,MICROSOFT,DZH318Z092SD:00Z2,"RESERVED VM INSTANCE,STANDARD_D16PS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"12896.17","12896.17",999999999,,A,StockedItem,,,,,
DZH318Z092SD:00Z3,MICROSOFT,DZH318Z092SD:00Z3,"RESERVED VM INSTANCE,STANDARD_D8PS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"6448.09","6448.09",999999999,,A,StockedItem,,,,,
DZH318Z092SD:00Z4,MICROSOFT,DZH318Z092SD:00Z4,"RESERVED VM INSTANCE,STANDARD_D16PS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"6673.39","6673.39",999999999,,A,StockedItem,,,,,
DZH318Z092SD:00Z5,MICROSOFT,DZH318Z092SD:00Z5,"RESERVED VM INSTANCE,STANDARD_D64PS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"26695.25","26695.25",999999999,,A,StockedItem,,,,,
DZH318Z092SD:00Z6,MICROSOFT,DZH318Z092SD:00Z6,"RESERVED VM INSTANCE,STANDARD_D4PS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"3223.20","3223.20",999999999,,A,StockedItem,,,,,
DZH318Z092SD:00Z7,MICROSOFT,DZH318Z092SD:00Z7,"RESERVED VM INSTANCE,STANDARD_D4PS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"1667.93","1667.93",999999999,,A,StockedItem,,,,,
DZH318Z092SD:00Z8,MICROSOFT,DZH318Z092SD:00Z8,"RESERVED VM INSTANCE,STANDARD_D8PS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"3337.54","3337.54",999999999,,A,StockedItem,,,,,
DZH318Z092SF:00XV,MICROSOFT,DZH318Z092SF:00XV,"RESERVED VM INSTANCE, STD_D8PDS_V5, AUE, 3Y","SOFTWARE","RESERVED INSTANCES",,"7657.00","7657.00",999999999,,A,StockedItem,,,,,
DZH318Z092SF:00XZ,MICROSOFT,DZH318Z092SF:00XZ,"RESERVED VM INSTANCE, STD_D8PDS_V5, AUE, 1Y","SOFTWARE","RESERVED INSTANCES",,"3963.01","3963.01",999999999,,A,StockedItem,,,,,
DZH318Z092SF:00Z0,MICROSOFT,DZH318Z092SF:00Z0,"RESERVED VM INSTANCE, STD_D48PDS_V5, AUE, 1Y","SOFTWARE","RESERVED INSTANCES",,"23776.38","23776.38",999999999,,A,StockedItem,,,,,
DZH318Z092SF:00Z2,MICROSOFT,DZH318Z092SF:00Z2,"RESERVED VM INSTANCE, STD_D32PDS_V5, AUE, 1Y","SOFTWARE","RESERVED INSTANCES",,"15850.36","15850.36",999999999,,A,StockedItem,,,,,
DZH318Z092SF:00Z3,MICROSOFT,DZH318Z092SF:00Z3,"RESERVED VM INSTANCE, STD_D16PDS_V5, AUE, 3Y","SOFTWARE","RESERVED INSTANCES",,"15314.00","15314.00",999999999,,A,StockedItem,,,,,
DZH318Z092SF:00Z4,MICROSOFT,DZH318Z092SF:00Z4,"RESERVED VM INSTANCE, STD_D16PDS_V5, AUE, 1Y","SOFTWARE","RESERVED INSTANCES",,"7926.02","7926.02",999999999,,A,StockedItem,,,,,
DZH318Z092SF:00Z5,MICROSOFT,DZH318Z092SF:00Z5,"RESERVED VM INSTANCE, STD_D4PDS_V5, AUE, 3Y","SOFTWARE","RESERVED INSTANCES",,"3828.50","3828.50",999999999,,A,StockedItem,,,,,
DZH318Z092SF:00Z6,MICROSOFT,DZH318Z092SF:00Z6,"RESERVED VM INSTANCE, STD_D4PDS_V5, AUE, 1Y","SOFTWARE","RESERVED INSTANCES",,"1980.66","1980.66",999999999,,A,StockedItem,,,,,
DZH318Z092SF:00Z7,MICROSOFT,DZH318Z092SF:00Z7,"RESERVED VM INSTANCE, STD_D2PDS_V5, AUE, 3Y","SOFTWARE","RESERVED INSTANCES",,"1913.41","1913.41",999999999,,A,StockedItem,,,,,
DZH318Z092SF:00Z8,MICROSOFT,DZH318Z092SF:00Z8,"RESERVED VM INSTANCE, STD_D2PDS_V5, AUE, 1Y","SOFTWARE","RESERVED INSTANCES",,"990.33","990.33",999999999,,A,StockedItem,,,,,
DZH318Z092SH:012F,MICROSOFT,DZH318Z092SH:012F,"RESERVED VM INSTANCE,STANDARD_E2PDS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"2333.75","2333.75",999999999,,A,StockedItem,,,,,
DZH318Z092SH:012G,MICROSOFT,DZH318Z092SH:012G,"RESERVED VM INSTANCE,STANDARD_E20PDS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"23339.22","23339.22",999999999,,A,StockedItem,,,,,
DZH318Z092SH:012H,MICROSOFT,DZH318Z092SH:012H,"RESERVED VM INSTANCE,STANDARD_E4PDS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"4667.51","4667.51",999999999,,A,StockedItem,,,,,
DZH318Z092SH:012J,MICROSOFT,DZH318Z092SH:012J,"RESERVED VM INSTANCE,STANDARD_E8PDS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"9335.01","9335.01",999999999,,A,StockedItem,,,,,
DZH318Z092SH:012K,MICROSOFT,DZH318Z092SH:012K,"RESERVED VM INSTANCE,STANDARD_E2PDS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"1207.23","1207.23",999999999,,A,StockedItem,,,,,
DZH318Z092SH:012L,MICROSOFT,DZH318Z092SH:012L,"RESERVED VM INSTANCE,STANDARD_E4PDS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"2416.14","2416.14",999999999,,A,StockedItem,,,,,
DZH318Z092SH:012N,MICROSOFT,DZH318Z092SH:012N,"RESERVED VM INSTANCE,STANDARD_E8PDS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"4832.28","4832.28",999999999,,A,StockedItem,,,,,
DZH318Z092SH:012P,MICROSOFT,DZH318Z092SH:012P,"RESERVED VM INSTANCE,STANDARD_E20PDS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"12079.02","12079.02",999999999,,A,StockedItem,,,,,
DZH318Z092SH:012Q,MICROSOFT,DZH318Z092SH:012Q,"RESERVED VM INSTANCE,STANDARD_E16PDS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"9662.88","9662.88",999999999,,A,StockedItem,,,,,
DZH318Z092SH:012R,MICROSOFT,DZH318Z092SH:012R,"RESERVED VM INSTANCE,STANDARD_E16PDS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"18671.71","18671.71",999999999,,A,StockedItem,,,,,
DZH318Z092SH:012S,MICROSOFT,DZH318Z092SH:012S,"RESERVED VM INSTANCE,STANDARD_E32PDS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"19327.45","19327.45",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:030V,MICROSOFT,DZH318Z093WZ:030V,"RESERVED VM INSTANCE,STANDARD_E32-16AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"21360.24","21360.24",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0310,MICROSOFT,DZH318Z093WZ:0310,"RESERVED VM INSTANCE,STANDARD_E32-8AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"21360.24","21360.24",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0315,MICROSOFT,DZH318Z093WZ:0315,"RESERVED VM INSTANCE,STANDARD_E16-4AS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"20511.14","20511.14",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0316,MICROSOFT,DZH318Z093WZ:0316,"RESERVED VM INSTANCE,STANDARD_E16-8AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"10680.12","10680.12",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0317,MICROSOFT,DZH318Z093WZ:0317,"RESERVED VM INSTANCE,STANDARD_E8-2AS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"10256.41","10256.41",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0318,MICROSOFT,DZH318Z093WZ:0318,"RESERVED VM INSTANCE,STANDARD_E16-8AS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"20511.14","20511.14",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0319,MICROSOFT,DZH318Z093WZ:0319,"RESERVED VM INSTANCE,STANDARD_E16-4AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"10680.12","10680.12",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:031C,MICROSOFT,DZH318Z093WZ:031C,"RESERVED VM INSTANCE,STANDARD_E8-2AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"5340.06","5340.06",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:031D,MICROSOFT,DZH318Z093WZ:031D,"RESERVED VM INSTANCE,STANDARD_E8AS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"10256.41","10256.41",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:031F,MICROSOFT,DZH318Z093WZ:031F,"RESERVED VM INSTANCE,STANDARD_E8AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"5340.06","5340.06",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:031G,MICROSOFT,DZH318Z093WZ:031G,"RESERVED VM INSTANCE,STANDARD_E4-2AS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"5128.21","5128.21",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:031H,MICROSOFT,DZH318Z093WZ:031H,"RESERVED VM INSTANCE,STANDARD_E4-2AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"2670.03","2670.03",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:031L,MICROSOFT,DZH318Z093WZ:031L,"RESERVED VM INSTANCE,STANDARD_E8-4AS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"10256.41","10256.41",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:031M,MICROSOFT,DZH318Z093WZ:031M,"RESERVED VM INSTANCE,STANDARD_E8-4AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"5340.06","5340.06",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:031N,MICROSOFT,DZH318Z093WZ:031N,"RESERVED VM INSTANCE,STANDARD_E4AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"2670.03","2670.03",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:031S,MICROSOFT,DZH318Z093WZ:031S,"RESERVED VM INSTANCE,STANDARD_E4AS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"5128.21","5128.21",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:031V,MICROSOFT,DZH318Z093WZ:031V,"RESERVED VM INSTANCE,STANDARD_E2AS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"2564.10","2564.10",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:031Z,MICROSOFT,DZH318Z093WZ:031Z,"RESERVED VM INSTANCE,STANDARD_E20AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"13350.15","13350.15",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0320,MICROSOFT,DZH318Z093WZ:0320,"RESERVED VM INSTANCE,STANDARD_E32AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"21360.24","21360.24",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0322,MICROSOFT,DZH318Z093WZ:0322,"RESERVED VM INSTANCE,STANDARD_E20AS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"25639.34","25639.34",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0325,MICROSOFT,DZH318Z093WZ:0325,"RESERVED VM INSTANCE,STANDARD_E2AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"1335.01","1335.01",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:032C,MICROSOFT,DZH318Z093WZ:032C,"RESERVED VM INSTANCE,STANDARD_E16AS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"20511.14","20511.14",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:032D,MICROSOFT,DZH318Z093WZ:032D,"RESERVED VM INSTANCE,STANDARD_E16AS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"10680.12","10680.12",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035B,MICROSOFT,DZH318Z093WZ:035B,"RESERVED VM INSTANCE, STD_E32-8AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"19774.70","19774.70",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035H,MICROSOFT,DZH318Z093WZ:035H,"RESERVED VM INSTANCE, STD_E16-4AS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"18989.49","18989.49",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035J,MICROSOFT,DZH318Z093WZ:035J,"RESERVED VM INSTANCE, STD_E16-8AS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"18989.49","18989.49",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035K,MICROSOFT,DZH318Z093WZ:035K,"RESERVED VM INSTANCE, STD_E16-4AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"9888.19","9888.19",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035N,MICROSOFT,DZH318Z093WZ:035N,"RESERVED VM INSTANCE, STD_E16-8AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"9888.19","9888.19",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035Q,MICROSOFT,DZH318Z093WZ:035Q,"RESERVED VM INSTANCE, STD_E32-16AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"19774.70","19774.70",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035R,MICROSOFT,DZH318Z093WZ:035R,"RESERVED VM INSTANCE, STD_E20AS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"23737.70","23737.70",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035S,MICROSOFT,DZH318Z093WZ:035S,"RESERVED VM INSTANCE, STD_E8-2AS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"9494.75","9494.75",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035T,MICROSOFT,DZH318Z093WZ:035T,"RESERVED VM INSTANCE, STD_E8-4AS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"9494.75","9494.75",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035V,MICROSOFT,DZH318Z093WZ:035V,"RESERVED VM INSTANCE, STD_E20AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"12359.82","12359.82",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035W,MICROSOFT,DZH318Z093WZ:035W,"RESERVED VM INSTANCE, STD_E4-2AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"2471.63","2471.63",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035X,MICROSOFT,DZH318Z093WZ:035X,"RESERVED VM INSTANCE, STD_E4-2AS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"4748.21","4748.21",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:035Z,MICROSOFT,DZH318Z093WZ:035Z,"RESERVED VM INSTANCE, STD_E4AS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"4748.21","4748.21",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0360,MICROSOFT,DZH318Z093WZ:0360,"RESERVED VM INSTANCE, STD_E8AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"4943.25","4943.25",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0364,MICROSOFT,DZH318Z093WZ:0364,"RESERVED VM INSTANCE, STD_E8AS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"9494.75","9494.75",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0365,MICROSOFT,DZH318Z093WZ:0365,"RESERVED VM INSTANCE, STD_E8-4AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"4943.25","4943.25",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0366,MICROSOFT,DZH318Z093WZ:0366,"RESERVED VM INSTANCE, STD_E8-2AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"4943.25","4943.25",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0368,MICROSOFT,DZH318Z093WZ:0368,"RESERVED VM INSTANCE, STD_E48AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"29662.88","29662.88",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0369,MICROSOFT,DZH318Z093WZ:0369,"RESERVED VM INSTANCE, STD_E2AS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"2374.11","2374.11",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:036C,MICROSOFT,DZH318Z093WZ:036C,"RESERVED VM INSTANCE, STD_E4AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"2471.63","2471.63",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:036D,MICROSOFT,DZH318Z093WZ:036D,"RESERVED VM INSTANCE, STD_E2AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"1235.81","1235.81",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:036J,MICROSOFT,DZH318Z093WZ:036J,"RESERVED VM INSTANCE, STD_E16AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"9888.19","9888.19",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:036K,MICROSOFT,DZH318Z093WZ:036K,"RESERVED VM INSTANCE, STD_E32AS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"19774.70","19774.70",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:036M,MICROSOFT,DZH318Z093WZ:036M,"RESERVED VM INSTANCE, STD_E16AS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"18989.49","18989.49",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03D0,MICROSOFT,DZH318Z093WZ:03D0,"RESERVED VM INSTANCE,STANDARD_E32-8AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"19774.70","19774.70",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03G0,MICROSOFT,DZH318Z093WZ:03G0,"RESERVED VM INSTANCE,STANDARD_E16-4AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"9888.19","9888.19",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03G2,MICROSOFT,DZH318Z093WZ:03G2,"RESERVED VM INSTANCE,STANDARD_E32-16AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"19774.70","19774.70",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03G7,MICROSOFT,DZH318Z093WZ:03G7,"RESERVED VM INSTANCE,STANDARD_E16-4AS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"18989.49","18989.49",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03HK,MICROSOFT,DZH318Z093WZ:03HK,"RESERVED VM INSTANCE,STANDARD_E16-8AS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"18989.49","18989.49",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03HL,MICROSOFT,DZH318Z093WZ:03HL,"RESERVED VM INSTANCE,STANDARD_E16-8AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"9888.19","9888.19",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03KS,MICROSOFT,DZH318Z093WZ:03KS,"RESERVED VM INSTANCE,STANDARD_E8-2AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"4943.25","4943.25",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03KT,MICROSOFT,DZH318Z093WZ:03KT,"RESERVED VM INSTANCE,STANDARD_E8-2AS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"9494.75","9494.75",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03LF,MICROSOFT,DZH318Z093WZ:03LF,"RESERVED VM INSTANCE,STANDARD_E8-4AS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"9494.75","9494.75",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03LG,MICROSOFT,DZH318Z093WZ:03LG,"RESERVED VM INSTANCE,STANDARD_E8-4AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"4943.25","4943.25",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03N1,MICROSOFT,DZH318Z093WZ:03N1,"RESERVED VM INSTANCE,STANDARD_E4-2AS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"4748.21","4748.21",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03N2,MICROSOFT,DZH318Z093WZ:03N2,"RESERVED VM INSTANCE,STANDARD_E4-2AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"2471.63","2471.63",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03R8,MICROSOFT,DZH318Z093WZ:03R8,"RESERVED VM INSTANCE,STANDARD_E4AS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"4748.21","4748.21",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03RN,MICROSOFT,DZH318Z093WZ:03RN,"RESERVED VM INSTANCE,STANDARD_E4AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"2471.63","2471.63",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03S8,MICROSOFT,DZH318Z093WZ:03S8,"RESERVED VM INSTANCE,STANDARD_E2AS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"2374.11","2374.11",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03TG,MICROSOFT,DZH318Z093WZ:03TG,"RESERVED VM INSTANCE,STANDARD_E2AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"1235.81","1235.81",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03WD,MICROSOFT,DZH318Z093WZ:03WD,"RESERVED VM INSTANCE,STANDARD_E48AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"29662.88","29662.88",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03WR,MICROSOFT,DZH318Z093WZ:03WR,"RESERVED VM INSTANCE,STANDARD_E32AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"19774.70","19774.70",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03ZM,MICROSOFT,DZH318Z093WZ:03ZM,"RESERVED VM INSTANCE,STANDARD_E20AS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"23737.70","23737.70",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:03ZN,MICROSOFT,DZH318Z093WZ:03ZN,"RESERVED VM INSTANCE,STANDARD_E20AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"12359.82","12359.82",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:040B,MICROSOFT,DZH318Z093WZ:040B,"RESERVED VM INSTANCE,STANDARD_E16AS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"18989.49","18989.49",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:0410,MICROSOFT,DZH318Z093WZ:0410,"RESERVED VM INSTANCE,STANDARD_E16AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"9888.19","9888.19",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:041M,MICROSOFT,DZH318Z093WZ:041M,"RESERVED VM INSTANCE,STANDARD_E8AS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"4943.25","4943.25",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:041N,MICROSOFT,DZH318Z093WZ:041N,"RESERVED VM INSTANCE,STANDARD_E8AS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"9494.75","9494.75",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06GD,MICROSOFT,DZH318Z093WZ:06GD,"RESERVED VM INSTANCE, STD_E8-2AS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"9134.93","9134.93",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06GG,MICROSOFT,DZH318Z093WZ:06GG,"RESERVED VM INSTANCE, STD_E8-2AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"4728.04","4728.04",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06K7,MICROSOFT,DZH318Z093WZ:06K7,"RESERVED VM INSTANCE, STD_E32-8AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"18908.79","18908.79",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06KG,MICROSOFT,DZH318Z093WZ:06KG,"RESERVED VM INSTANCE, STD_E32-16AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"18908.79","18908.79",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06L4,MICROSOFT,DZH318Z093WZ:06L4,"RESERVED VM INSTANCE, STD_E16-8AS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"18268.18","18268.18",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06L5,MICROSOFT,DZH318Z093WZ:06L5,"RESERVED VM INSTANCE, STD_E16-8AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"9454.39","9454.39",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06L7,MICROSOFT,DZH318Z093WZ:06L7,"RESERVED VM INSTANCE, STD_E16-4AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"9454.39","9454.39",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06L8,MICROSOFT,DZH318Z093WZ:06L8,"RESERVED VM INSTANCE, STD_E16-4AS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"18268.18","18268.18",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06LF,MICROSOFT,DZH318Z093WZ:06LF,"RESERVED VM INSTANCE, STD_E8-4AS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"9134.93","9134.93",999999999,,A,StockedItem,,,,,
