StockCode,Vendor,VendorStockCode,StockDescription,PrimaryCategory,SecondaryCategory,TertiaryCategory,RRPEx,DealerEx,StockAvailable,ETA,Status,Type,BundledItem1,BundledItem2,BundledItem3,BundledItem4,BundledItem5
P1M:CFQ7TTC0PV17:0003:1:,MICROSOFT,P1M:CFQ7TTC0PV17:0003:1:,"MS NCE POWER AUTOMATE HOSTED PROCESS 1MTH COMMIT","SOFTWARE","NCE CORPORATE","POWER PLATFORM","417.36","329.67",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0PV17:0006:1:,MICROSOFT,P1M:CFQ7TTC0PV17:0006:1:,"MS NCE POWER AUTOMATE HOSTED PROCESS (EDU FAC PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","229.56","181.33",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0Q171:0004:1:,MICROSOFT,P1M:CFQ7TTC0Q171:0004:1:,"MS NCE MICROSOFT SUSTAINABILITY MRGR ESSENTIALS 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","7765.32","6133.83",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0Q171:0005:1:,MICROSOFT,P1M:CFQ7TTC0Q171:0005:1:,"MS NCE MICROSOFT SUSTAINABILITY MRGR (EDU FAC PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","CLOUD SERVICES","1553.04","1553.04",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0Q171:0006:1:,MICROSOFT,P1M:CFQ7TTC0Q171:0006:1:,"MS NCE MICROSOFT SUSTAINABILITY MRGR (EDU STUDENT PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","CLOUD SERVICES","1164.84","1164.84",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0Q171:000B:1:,MICROSOFT,P1M:CFQ7TTC0Q171:000B:1:,"MS NCE MICROSOFT SUSTAINABILITY MRGR (NON-PROFIT PRICING) 1MTH COMMIT","SOFTWARE","NCE CHARITY","CLOUD SERVICES","3106.20","2453.59",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0Q17R:0001:1:,MICROSOFT,P1M:CFQ7TTC0Q17R:0001:1:,"MS NCE MICROSOFT INTUNE REMOTE HELP 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","6.84","5.76",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0Q17R:0007:1:,MICROSOFT,P1M:CFQ7TTC0Q17R:0007:1:,"MS NCE MICROSOFT INTUNE REMOTE HELP (NON-PROFIT PRICING) 1MTH COMMIT","SOFTWARE","NCE CHARITY",,"2.76","2.61",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0QB3G:0001:1:,MICROSOFT,P1M:CFQ7TTC0QB3G:0001:1:,"MS NCE M365 F5 INSIDER RISK MGMT 1MTH COMMIT","SOFTWARE","NCE CORPORATE","ADD-ONS","7.80","6.57",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0QB3R:0001:1:,MICROSOFT,P1M:CFQ7TTC0QB3R:0001:1:,"MS NCE M365 F5 INFORMATION PROTECTION AND GOVERNANCE 1MTH COMMIT","SOFTWARE","NCE CORPORATE","ADD-ONS","9.72","8.19",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0QB4T:0001:1:,MICROSOFT,P1M:CFQ7TTC0QB4T:0001:1:,"MS NCE M365 F5 EDISCOVERY AND AUDIT 1MTH COMMIT","SOFTWARE","NCE CORPORATE","ADD-ONS","7.80","6.57",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0QKW2:0005:1:,MICROSOFT,P1M:CFQ7TTC0QKW2:0005:1:,"MS NCE MICROSOFT DEFENDER FOR BUSINESS SERVERS 1MTH COMMIT","SOFTWARE","NCE CORPORATE","ADD-ONS","5.88","4.95",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0QKW2:0007:1:,MICROSOFT,P1M:CFQ7TTC0QKW2:0007:1:,"MS NCE MICROSOFT DEFENDER FOR BUSINESS SERVERS (NON-PROFIT PRICING) 1MTH COMMIT","SOFTWARE","NCE CHARITY","ADD-ONS","2.33","2.21",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0QW7C:0001:1:,MICROSOFT,P1M:CFQ7TTC0QW7C:0001:1:,"MS NCE MICROSOFT TEAMS ROOMS PRO 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","77.64","65.41",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0QW7C:0006:1:,MICROSOFT,P1M:CFQ7TTC0QW7C:0006:1:,"MS NCE MICROSOFT TEAMS ROOMS PRO WITHOUT AUDIO CONFERENCING 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","77.64","65.41",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0QW7C:000G:1:,MICROSOFT,P1M:CFQ7TTC0QW7C:000G:1:,"MS NCE MICROSOFT TEAMS ROOMS PRO (EDU FAC PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","CLOUD SERVICES","31.08","26.18",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0QW7C:000H:1:,MICROSOFT,P1M:CFQ7TTC0QW7C:000H:1:,"MS NCE MICROSOFT TEAMS ROOMS PRO (NON-PROFIT PRICING) 1MTH COMMIT","SOFTWARE","NCE CHARITY","CLOUD SERVICES","19.44","18.43",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0QW7C:000J:1:,MICROSOFT,P1M:CFQ7TTC0QW7C:000J:1:,"MS NCE MICROSOFT TEAMS ROOMS PRO WITHOUT AUDIO CONFERENCING (NON-PROFIT PRICING) 1MTH COMM","SOFTWARE","NCE CHARITY","CLOUD SERVICES","19.44","18.43",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0QW7C:000V:1:,MICROSOFT,P1M:CFQ7TTC0QW7C:000V:1:,"MS NCE MICROSOFT TEAMS ROOMS PRO WITHOUT AUDIO CONFERENCING (EDU FAC PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","CLOUD SERVICES","31.08","26.18",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R551:0001:1:,MICROSOFT,P1M:CFQ7TTC0R551:0001:1:,"MS NCE SHAREPOINT ADVANCED MGMT PLAN 1 1MTH COMMIT","SOFTWARE","NCE CORPORATE","ADD-ONS","5.88","4.95",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R551:000C:1:,MICROSOFT,P1M:CFQ7TTC0R551:000C:1:,"MS NCE SHAREPOINT ADVANCED MGMT PLAN 1 (EDU STUDENT PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","ADD-ONS","0.88","0.74",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R551:000D:1:,MICROSOFT,P1M:CFQ7TTC0R551:000D:1:,"MS NCE SHAREPOINT ADVANCED MGMT PLAN 1 (EDU FAC PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","ADD-ONS","1.16","0.98",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R551:000F:1:,MICROSOFT,P1M:CFQ7TTC0R551:000F:1:,"MS NCE SHAREPOINT ADVANCED MGMT PLAN 1 (NON-PROFIT PRICING) 1MTH COMMIT","SOFTWARE","NCE CHARITY","ADD-ONS","1.45","1.38",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:000D:1:,MICROSOFT,P1M:CFQ7TTC0R595:000D:1:,"MS NCE WIN 365 FRONTLINE 2 VCPU, 4 GB, 64 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","84.90","71.53",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:000F:1:,MICROSOFT,P1M:CFQ7TTC0R595:000F:1:,"MS NCE WIN 365 FRONTLINE 2 VCPU, 4 GB, 256 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","121.30","102.20",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:000G:1:,MICROSOFT,P1M:CFQ7TTC0R595:000G:1:,"MS NCE WIN 365 FRONTLINE 2 VCPU, 8 GB, 128 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","125.40","105.66",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:000H:1:,MICROSOFT,P1M:CFQ7TTC0R595:000H:1:,"MS NCE WIN 365 FRONTLINE 2 VCPU, 4 GB, 128 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","95.00","80.04",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:000J:1:,MICROSOFT,P1M:CFQ7TTC0R595:000J:1:,"MS NCE WIN 365 FRONTLINE 2 VCPU, 8 GB, 256 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","151.70","127.82",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:000K:1:,MICROSOFT,P1M:CFQ7TTC0R595:000K:1:,"MS NCE WIN 365 FRONTLINE 8 VCPU, 32 GB, 512 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","479.30","403.84",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:000L:1:,MICROSOFT,P1M:CFQ7TTC0R595:000L:1:,"MS NCE WIN 365 FRONTLINE 8 VCPU, 32 GB, 256 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","400.40","337.36",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:000M:1:,MICROSOFT,P1M:CFQ7TTC0R595:000M:1:,"MS NCE WIN 365 FRONTLINE 8 VCPU, 32 GB, 128 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","374.10","315.20",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:000N:1:,MICROSOFT,P1M:CFQ7TTC0R595:000N:1:,"MS NCE WIN 365 FRONTLINE 4 VCPU, 16 GB, 512 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","307.40","259.00",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:000P:1:,MICROSOFT,P1M:CFQ7TTC0R595:000P:1:,"MS NCE WIN 365 FRONTLINE 4 VCPU, 16 GB, 256 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","228.50","192.52",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:000Q:1:,MICROSOFT,P1M:CFQ7TTC0R595:000Q:1:,"MS NCE WIN 365 FRONTLINE 4 VCPU, 16 GB, 128 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","200.20","168.68",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:0011:1:,MICROSOFT,P1M:CFQ7TTC0R595:0011:1:,"MS NCE WIN 365 FRONTLINE 16 VCPU, 64 GB, 1 TB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","956.50","805.91",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:0013:1:,MICROSOFT,P1M:CFQ7TTC0R595:0013:1:,"MS NCE WIN 365 FRONTLINE 16 VCPU, 64 GB, 512 GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","841.20","708.76",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:0015:1:,MICROSOFT,P1M:CFQ7TTC0R595:0015:1:,"MS NCE WIN 365 FRONTLINE GPU MAX 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","5805.80","4891.73",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:0016:1:,MICROSOFT,P1M:CFQ7TTC0R595:0016:1:,"MS NCE WIN 365 FRONTLINE GPU SUPER 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","3122.30","2630.73",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:0017:1:,MICROSOFT,P1M:CFQ7TTC0R595:0017:1:,"MS NCE WIN 365 FRONTLINE GPU STD 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","1629.90","1373.29",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:007S:1:,MICROSOFT,P1M:CFQ7TTC0R595:007S:1:,"MS NCE WIN 365 FRONTLINE SELECT, 512GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","1016.20","856.21",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:007X:1:,MICROSOFT,P1M:CFQ7TTC0R595:007X:1:,"MS NCE WIN 365 FRONTLINE 32 VCPU, 128 GB, 2 TB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","2320.50","1955.16",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:0080:1:,MICROSOFT,P1M:CFQ7TTC0R595:0080:1:,"MS NCE WIN 365 FRONTLINE 32 VCPU, 128 GB, 1 TB 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","2017.20","1699.61",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R595:008M:1:,MICROSOFT,P1M:CFQ7TTC0R595:008M:1:,"MS NCE WIN 365 FRONTLINE SELECT, 256GB 1MTH COMMIT","SOFTWARE","NCE CORPORATE",,"940.30","792.26",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0R9QB:0002:1:,MICROSOFT,P1M:CFQ7TTC0R9QB:0002:1:,"MS NCE MICROSOFT ENTRA WORKLOAD ID 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","5.88","4.95",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RC5R:0005:1:,MICROSOFT,P1M:CFQ7TTC0RC5R:0005:1:,"MS NCE MICROSOFT TEAMS ESSENTIAL WITH PHONE 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","23.28","19.61",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RHGC:0001:1:,MICROSOFT,P1M:CFQ7TTC0RHGC:0001:1:,"MS NCE MICROSOFT INTUNE REMOTE HELP FOR FLW 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","4.56","3.84",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:0001:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:0001:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T2 MIN 100 UNITS - 100 USERS/PER SITE/MONTH CAPACIT","SOFTWARE","NCE CORPORATE","POWER PLATFORM","145.56","122.65",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:0002:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:0002:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T3 MIN 1,000 UNITS - 100 USERS/PER SITE/MONTH CAPAC","SOFTWARE","NCE CORPORATE","POWER PLATFORM","97.08","81.79",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:0003:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:0003:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T1 100 USERS/PER SITE/MONTH CAPACITY PACK 1MTH COMM","SOFTWARE","NCE CORPORATE","POWER PLATFORM","388.32","327.19",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:000H:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:000H:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T1 100 USERS/PER SITE/MONTH CAPACITY PACK (EDU FAC","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","213.60","179.97",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:000J:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:000J:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T3 MIN 1,000 UNITS - 100 USERS/PER SITE/MONTH CAPAC","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","38.88","32.75",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:000K:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:000K:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T1 100 USERS/PER SITE/MONTH CAPACITY PACK (NON-PROF","SOFTWARE","NCE CHARITY","POWER PLATFORM","97.08","92.02",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:000L:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:000L:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T3 MIN 1,000 UNITS - 100 USERS/PER SITE/MONTH CAPAC","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","53.40","44.99",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:000M:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:000M:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T2 MIN 100 UNITS - 100 USERS/PER SITE/MONTH CAPACIT","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","58.20","49.04",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:000N:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:000N:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T2 MIN 100 UNITS - 100 USERS/PER SITE/MONTH CAPACIT","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","80.04","67.44",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:000P:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:000P:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T1 100 USERS/PER SITE/MONTH CAPACITY PACK (EDU STUD","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","155.28","130.83",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:000T:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:000T:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T3 MIN 1,000 UNITS - 100 USERS/PER SITE/MONTH CAPAC","SOFTWARE","NCE CHARITY","POWER PLATFORM","24.24","22.98",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8N:000V:1:,MICROSOFT,P1M:CFQ7TTC0RJ8N:000V:1:,"MS NCE POWER PAGES AUTHENTICATED USERS T2 MIN 100 UNITS - 100 USERS/PER SITE/MONTH CAPACIT","SOFTWARE","NCE CHARITY","POWER PLATFORM","36.36","34.46",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:0001:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:0001:1:,"MS NCE POWER PAGES ANONYMOUS USERS T2 MIN 20 UNITS - 500 USERS/PER SITE/MONTH CAPACITY PAC","SOFTWARE","NCE CORPORATE","POWER PLATFORM","72.84","61.37",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:0002:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:0002:1:,"MS NCE POWER PAGES ANONYMOUS USERS T1 500 USERS/PER SITE/MONTH CAPACITY PACK 1MTH COMMIT","SOFTWARE","NCE CORPORATE","POWER PLATFORM","145.56","122.65",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:0003:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:0003:1:,"MS NCE POWER PAGES ANONYMOUS USERS T3 MIN 200 UNITS - 500 USERS/PER SITE/MONTH CAPACITY PA","SOFTWARE","NCE CORPORATE","POWER PLATFORM","48.48","40.84",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:000K:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:000K:1:,"MS NCE POWER PAGES ANONYMOUS USERS T1 500 USERS/PER SITE/MONTH CAPACITY PACK (EDU FAC PRIC","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","80.04","67.44",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:000L:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:000L:1:,"MS NCE POWER PAGES ANONYMOUS USERS T1 500 USERS/PER SITE/MONTH CAPACITY PACK (EDU STUDENT","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","58.20","49.04",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:000M:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:000M:1:,"MS NCE POWER PAGES ANONYMOUS USERS T2 MIN 20 UNITS - 500 USERS/PER SITE/MONTH CAPACITY PAC","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","40.08","33.77",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:000N:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:000N:1:,"MS NCE POWER PAGES ANONYMOUS USERS T3 MIN 200 UNITS - 500 USERS/PER SITE/MONTH CAPACITY PA","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","19.44","16.38",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:000P:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:000P:1:,"MS NCE POWER PAGES ANONYMOUS USERS T3 MIN 200 UNITS - 500 USERS/PER SITE/MONTH CAPACITY PA","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","26.64","22.44",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:000Q:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:000Q:1:,"MS NCE POWER PAGES ANONYMOUS USERS T1 500 USERS/PER SITE/MONTH CAPACITY PACK (NON-PROFIT P","SOFTWARE","NCE CHARITY","POWER PLATFORM","36.36","34.46",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:000R:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:000R:1:,"MS NCE POWER PAGES ANONYMOUS USERS T2 MIN 20 UNITS - 500 USERS/PER SITE/MONTH CAPACITY PAC","SOFTWARE","NCE ACADEMIC","POWER PLATFORM","29.16","24.57",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:000W:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:000W:1:,"MS NCE POWER PAGES ANONYMOUS USERS T2 MIN 20 UNITS - 500 USERS/PER SITE/MONTH CAPACITY PAC","SOFTWARE","NCE CHARITY","POWER PLATFORM","18.24","17.29",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RJ8R:000X:1:,MICROSOFT,P1M:CFQ7TTC0RJ8R:000X:1:,"MS NCE POWER PAGES ANONYMOUS USERS T3 MIN 200 UNITS - 500 USERS/PER SITE/MONTH CAPACITY PA","SOFTWARE","NCE CHARITY","POWER PLATFORM","12.12","11.49",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RM8K:001W:1:,MICROSOFT,P1M:CFQ7TTC0RM8K:001W:1:,"MS NCE TEAMS PREMIUM(EDU FAC PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","CLOUD SERVICES","3.84","3.23",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RM8K:001Z:1:,MICROSOFT,P1M:CFQ7TTC0RM8K:001Z:1:,"MS NCE TEAMS PREMIUM(EDU STUDENT PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","CLOUD SERVICES","2.88","2.42",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RM8K:0021:1:,MICROSOFT,P1M:CFQ7TTC0RM8K:0021:1:,"MS NCE TEAMS PREMIUM(NON-PROFIT PRICING) 1MTH COMMIT","SOFTWARE","NCE CHARITY","CLOUD SERVICES","7.80","7.39",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RM8K:0022:1:,MICROSOFT,P1M:CFQ7TTC0RM8K:0022:1:,"MS NCE MICROSOFT TEAMS PREMIUM 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","19.44","16.38",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RP6S:0001:1:,MICROSOFT,P1M:CFQ7TTC0RP6S:0001:1:,"MS NCE MICROSOFT INTUNE ENDPOINT PRIVILEGE MGMT 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","5.88","4.95",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RP6S:0003:1:,MICROSOFT,P1M:CFQ7TTC0RP6S:0003:1:,"MS NCE MICROSOFT INTUNE ENDPOINT PRIVILEGE MGMT (EDU FAC PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","CLOUD SERVICES","1.16","0.98",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RP6S:0006:1:,MICROSOFT,P1M:CFQ7TTC0RP6S:0006:1:,"MS NCE MICROSOFT INTUNE ENDPOINT PRIVILEGE MGMT (EDU STUDENT PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","CLOUD SERVICES","0.88","0.74",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RP6S:0007:1:,MICROSOFT,P1M:CFQ7TTC0RP6S:0007:1:,"MS NCE MICROSOFT INTUNE ENDPOINT PRIVILEGE MGMT (NON-PROFIT PRICING) 1MTH COMMIT","SOFTWARE","NCE CHARITY","CLOUD SERVICES","2.33","2.21",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RP6S:000D:1:,MICROSOFT,P1M:CFQ7TTC0RP6S:000D:1:,"MS NCE MICROSOFT INTUNE ENDPOINT PRIVILEGE MGMT FOR FLW 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","3.84","3.23",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RP76:0002:1:,MICROSOFT,P1M:CFQ7TTC0RP76:0002:1:,"MS NCE MICROSOFT INTUNE PLAN 2 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","7.80","6.57",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RP76:0003:1:,MICROSOFT,P1M:CFQ7TTC0RP76:0003:1:,"MS NCE MICROSOFT INTUNE PLAN 2 (EDU STUDENT PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","CLOUD SERVICES","1.16","0.98",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RP76:0004:1:,MICROSOFT,P1M:CFQ7TTC0RP76:0004:1:,"MS NCE MICROSOFT INTUNE PLAN 2 (EDU FAC PRICING) 1MTH COMMIT","SOFTWARE","NCE ACADEMIC","CLOUD SERVICES","1.55","1.31",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RP76:0005:1:,MICROSOFT,P1M:CFQ7TTC0RP76:0005:1:,"MS NCE MICROSOFT INTUNE PLAN 2 (NON-PROFIT PRICING) 1MTH COMMIT","SOFTWARE","NCE CHARITY","CLOUD SERVICES","3.12","2.96",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RP76:000D:1:,MICROSOFT,P1M:CFQ7TTC0RP76:000D:1:,"MS NCE MICROSOFT INTUNE PLAN 2 FOR FLW 1MTH COMMIT","SOFTWARE","NCE CORPORATE","CLOUD SERVICES","5.28","4.44",999999999,,A,StockedItem,,,,,
P1M:CFQ7TTC0RWPR:0001:1:,MICROSOFT,P1M:CFQ7TTC0RWPR:0001:1:,"MS NCE INSIDER RISK MGMT FORENSIC EVIDENCE 100GB ADD-ON 1MTH COMMIT","SOFTWARE","NCE CORPORATE","ADD-ONS","145.56","122.65",999999999,,A,StockedItem,,,,,
