Product_Code,Brand,Category,Product_Name,Description,Long_Description,Reseller_Buy,RRP,Images,Stock,Warranty,Average_Lead_Time
TS-432PXU-RP-2G,QNAP,Data Storage & NAS,TS-432PXU-RP-2G,4-Bay NAS 1.7GHZ CPU 2GB RAM 2X 10GBE Rackmount Dual Power,https://www.snappernet.co.nz/product/48662/TS-432PXU-RP-2G,1601.77,2288,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ts-432pxu-rp_c3ojp2c3.bwg.jpg,3,36,0
ST16000NT001,Seagate,Data Storage & NAS,ST16000NT001,IronWolf Pro 16TB Hard Disk Drive for NAS,,668.42,955,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/16_qpgrei1j.t0w.jpg,1,60,0
MC400LP5,Cradlepoint,3G 4G LTE 5G,MC400LP5,Extra / Spare 4G LTE Advanced/HSPA+ Modem for Cradlepoint Routers,https://www.snappernet.co.nz/product/3552/MC400LP5,741.188,1059,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/mc400_636097122726259297.png,0,12,14
B048703,Robustel,3G 4G LTE 5G,B048703,Compact Industrial 4G Router WiFi 2x Ethernet DI/DO (R1510-4L),https://www.snappernet.co.nz/product/26151/B048703,296.104,423,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/r1510-4l_tecqm22h.rsn.jpg,6,24,0
GS-01,Grandstream,Power,GS-01,Spare Li-Ion Battery for WP810 WP820 and DP730,https://www.snappernet.co.nz/product/53222/GS-01,24.27,35,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/wp820-batt_x522yuet.d1c.jpg,1,12,0
BK01-01005GC-GM,Cradlepoint,3G 4G LTE 5G,BK01-01005GC-GM,E100 5G Office Router WiFi with 1yr NetCloud Essentials Plan,,1623.75,2320,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/e100-front_phchf0xy.sqz.jpg,0,12,14
GS110TP-300AJS,NETGEAR,Ethernet Switches,GS110TP-300AJS,8-Port Gigabit PoE+ Managed Ethernet Switch with 2 SFP Ports Insight,https://www.snappernet.co.nz/product/54604/GS110TP-300AJS,303.45,434,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/gs110tp_mdct4sp3.gsv.jpg,1,60,0
DVCZDS,DrayTek,Software,DVCZDS,Zero Day Web Filter Protection for Vigor2962 series/ Vigor3910 1 year,https://www.snappernet.co.nz/product/56411/DVCZDS,304.911,436,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/zerodayprotection_pkfy3cbh.btb.jpg,0,,0
UACC-DAC-SFP28-3M,Ubiquiti,Fibre-optic,UACC-DAC-SFP28-3M,25 Gbps 3 meter Direct Attach Cable SFP28 Compatible Cable,,74.67,107,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/uacc-dac-sfp28-3m_drtz4n21.j2h.jpg,1,12,0
ES31X-3LCD10-ARUBA,ETU-LINK,Fibre-optic,ES31X-3LCD10-ARUBA,10Gbps 1310nm singlemode SFP+ Module 10km Aruba Compatible,,48.14,69,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/es31x-3lcd10-aruba_vamxcsyv.ncx.jpg,2,12,0
LG-IN2458-W-LC,Panorama,Antenna,LG-IN2458-W-LC,9-in-1 2x2 MiMo 5G LTE + GNSS + 6x6 MiMo WiFi Dome Kit w/ 5m cables (white),https://www.snappernet.co.nz/product/38282/LG-IN2458-W-LC,689.33,985,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/greatwhite5g1_uswp5q5y.nmc.png,0,12,21
319015,Opengear,Cables/Accessories,319015,Adapter RJ45-DB9F DCE crossover,https://www.snappernet.co.nz/product/2832/319015,16.04,23,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/319015_636053076185309599.jpg,0,48,14
RAM-8GDR3-LD-160,QNAP,Spare Parts,RAM-8GDR3-LD-160,8GB DDR3 RAM 1600 MHz long-DIMM. TS-870U-RP TS-1270U-RP TS-879U-RP TS-1279U-RP TS-1679U-RP,https://www.snappernet.co.nz/product/2890/RAM-8GDR3-LD-160,306.6,438,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/RAM-8GDR3-LD-160_636053078254736141.jpg,0,12,0
319018,Opengear,Cables/Accessories,319018,Adapter RJ45-DB9F DCE crossover,https://www.snappernet.co.nz/product/3137/319018,16.04,23,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/319018_636116989110954843.jpg,0,48,14
A700,snom,Cables/Accessories,A700,Ceiling Mount for snom M700 Multi-cell IP DECT Base Station,https://www.snappernet.co.nz/product/15371/A700,41,59,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/a700_5blnwmmy.wpa.jpg,1,24,0
14207-88,Jabra,Cables/Accessories,14207-88,Evolve2 Buds Charging Case - USB-C UC,,124.27,178,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/14207-88_kwdi1yl0.1os.jpg,0,24,0
SP-A02-8CM4A-FAN,QNAP,Cables/Accessories,SP-A02-8CM4A-FAN,Fan module 8038 *4 9950 RPM. For use with TS-EC2480U-RP,https://www.snappernet.co.nz/product/2914/SP-A02-8CM4A-FAN,291.9,417,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/SP-A02-8CM4A-FAN_636053078566620530.jpg,0,12,0
USP-CABLE,Ubiquiti,Cables/Accessories,USP-CABLE,Extra cable for Redundant Power System,https://www.snappernet.co.nz/product/30371/USP-CABLE,61.33,88,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/usp-cable-both-ends_ly5lknm2.yve.png,0,12,0
CON-RJ45-C6-100,Generic,Cables/Accessories,CON-RJ45-C6-100,Shireen CAT6 RJ45 Shielded Connectors (100 pack),https://www.snappernet.co.nz/product/42406/CON-RJ45-C6-100,180.44,258,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/con-rj45-c6-100_hymg0oqd.lcb.jpg,0,12,0
TA800,Yeastar,VoIP (Voice over IP),TA800,8-Port FXS VoIP Gateway,https://www.snappernet.co.nz/product/351/TA800,290,414,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/TA800_636085812261591328.png,2,24,0
CAM50,Yealink,VoIP (Voice over IP),CAM50,HD Camera for Yealink SIP-T58A,https://www.snappernet.co.nz/product/7499/CAM50,127.68,182,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/CAM50(2)_636338214152242969.jpg,1,12,0
UVC30-DESKTOP,Yealink,VoIP (Voice over IP),UVC30-DESKTOP,USB plug-and-play 4K camera for desktop VC with microphone,https://www.snappernet.co.nz/product/27166/UVC30-DESKTOP,251.64,359,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/uvc30_h1xjh4kv.d2a.jpg,1,24,0
P-CLOUD-PBX-MONTHLY,Yeastar,VoIP (Voice over IP),P-CLOUD-PBX-MONTHLY,P-Series Cloud Edition Monthly PBX Subscription Hosting Included,https://www.snappernet.co.nz/product/52021/P-CLOUD-PBX-MONTHLY,5.2,7,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/cloud-phone-system-2_mmllokmc.jjr.png,2583,,0
6599-833-499,Jabra,VoIP (Voice over IP),6599-833-499,Evolve 65 Stereo Wireless Headset Long Range UC with Charge Stand,https://www.snappernet.co.nz/product/56257/6599-833-499,289.62,414,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/6599-833-499_ts5hagah.trf.jpg,1,24,0
RB5009UG+S+IN,MikroTik,Routers,RB5009UG+S+IN,Heavy-duty router 7x 1G and 1x 2.5G Ethernet 1x 10G SFP+ rackmount,https://www.snappernet.co.nz/product/52045/RB5009UG+S+IN,365.33,522,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/rb5009ug_kr2y3pjf.nw5.jpg,1,12,0
SP-1BAY-ADAPTOR,QNAP,Power,SP-1BAY-ADAPTOR,36W external power adaptor for 1 Bay NAS,https://www.snappernet.co.nz/product/573/SP-1BAY-ADAPTOR,95.24,136,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/SP-1BAY-ADAPTOR_636053078520490387.jpg,0,12,0
0PSU5V1ADC2.1RA,Generic,Power,0PSU5V1ADC2.1RA,5VDC 1A Wall Plug Power Adapter 2.1mm diameter pin right angle con,https://www.snappernet.co.nz/product/18852/0PSU5V1ADC2.1RA,13,19,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/0psu5v1adc21ra_djzoxfyb.zzl.jpg,22,12,0
CS-YKW530CL,Generic,Power,CS-YKW530CL,Rechargeable Li-ion battery for Yealink W53 and W73 phones,https://www.snappernet.co.nz/product/55059/CS-YKW530CL,38,54,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/cs-ykw530cl_2ggrsiys.4s4.jpg,13,12,0
QGD-3014-16PT-8G,QNAP,Data Storage & NAS,QGD-3014-16PT-8G,Smart Edge PoE Switch NAS NVR Router Appliance,https://www.snappernet.co.nz/product/37175/QGD-3014-16PT-8G,1838.23,2626,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/qgd-3014-16pt-8g_jetvlmvi.d0w.png,0,24,14
TS-431KX-2G,QNAP,Data Storage & NAS,TS-431KX-2G,4-Bay NAS Quad-core 1.7 GHz CPU 2GB RAM 10GbE,https://www.snappernet.co.nz/product/45498/TS-431KX-2G,834.15,1192,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ts-431kx-2g-front_ievgo0ps.git.jpg,2,24,0
BBA3-0950C7B-G0,Cradlepoint,3G 4G LTE 5G,BBA3-0950C7B-G0,Office / Failover L950 300Mbps LTE Router with 3yr NetCloud Advanced Feature Set,https://www.snappernet.co.nz/product/48604/BBA3-0950C7B-G0,1540,2200,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/l950_tvyhsbbq.t2g.png,0,36,14
BK05-01005GC-GM,Cradlepoint,3G 4G LTE 5G,BK05-01005GC-GM,E100 5G Office Router WiFi with 5yr NetCloud Essentials Plan,,2748.75,3927,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/e100-front_litxqfdo.t4y.jpg,0,60,14
US-8-150W,Ubiquiti,Ethernet Switches,US-8-150W,8-Port Gigabit Ethernet Desktop PoE Switch (150W PoE) 2 SFP Ports,https://www.snappernet.co.nz/product/1021/US-8-150W,353.84,505,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/US-8-150W_636120666702360938.JPG,6,12,0
ANT-BH-00010,Blackhawk,Antenna,ANT-BH-00010,Slim 4G-5G Ceiling Antenna 700 to 4000 MHz Low PIM,https://www.snappernet.co.nz/product/53205/ANT-BH-00010,99.93,143,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ant-bh-00010_mi3fvvvp.gns.jpg,2,12,0
UK-ULTRA,Ubiquiti,Wireless,UK-ULTRA,Swiss Army Knife Ultra Outdoor-Rated Wi-Fi 5 Access Point,,152.96,219,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/uk-ultra_hd4yeemn.x4i.jpg,0,12,0
U-850,STLab,USB to X,U-850,USB 3.0 Docking Station HDMI DVI Gig Ethernet Audio,https://www.snappernet.co.nz/product/30533/U-850,112,160,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/u850_u2tp0zoo.zoz.jpg,4,12,0
184375-000,Cradlepoint,Cables/Accessories,184375-000,NEMA Enclosure for Cradlepoint Routers,https://www.snappernet.co.nz/product/3074/184375-000,336,480,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/NEMA-1_636127507808453672.png,0,12,14
449016-10,Opengear,Cables/Accessories,449016-10,10 x RJ45 serial adapter for Cisco/Sun,https://www.snappernet.co.nz/product/3134/449016-10,82.89,118,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/449016-10_636116990172986093.jpg,0,48,14
449029,Opengear,Cables/Accessories,449029,Cable Adapter RJ45 Plug to RJ45 Jack for Cisco-02 to EMD,https://www.snappernet.co.nz/product/49750/449029,37.92,54,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/opengear_wcvqmd0w.okr.jpg,0,48,14
ANT-129,Ubiquiti,Antenna,ANT-129,AirMax 2G-16-90 2.4GHz 16dBi 90 degree Sector Antenna,https://www.snappernet.co.nz/product/2597/ANT-129,220,314,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ANT-129_636111790636308906.jpg,0,12,0
PBE-5AC-GEN2,Ubiquiti,Wireless,PBE-5AC-GEN2,PowerBeamAC Gen 2 5GHz High Performance airMAX AC Bridge,https://www.snappernet.co.nz/product/14162/PBE-5AC-GEN2,190.56,272,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/PBE-5AC-GEN2_636735717383724531.jpg,5,12,0
RT30,Yealink,VoIP (Voice over IP),RT30,DECT Repeater,https://www.snappernet.co.nz/product/11315/RT30,225.68,322,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/RT30_636599241986033282.png,0,12,0
2950-79,Jabra,VoIP (Voice over IP),2950-79,Jabra Link 950 USB-C,https://www.snappernet.co.nz/product/16773/2950-79,181.72,260,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/950_5jpeh1yl.3np.png,1,24,0
TG400L,Yeastar,VoIP (Voice over IP),TG400L,LTE 4G VoIP Gateway 4 Channels,https://www.snappernet.co.nz/product/30262/TG400L,1750,2500,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/tg400l_s0cqgpse.mpd.jpg,1,24,0
14201-10,Jabra,VoIP (Voice over IP),14201-10,DHSG EHS Cable,https://www.snappernet.co.nz/product/30536/14201-10,50.88,73,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/14201-10_twy4vbvu.2kd.jpg,0,12,0
BTH58,Yealink,VoIP (Voice over IP),BTH58,Cordless handset for MP58 and SIP-T58W IP Phones,https://www.snappernet.co.nz/product/54522/BTH58,64.11,92,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/bth58_zu2tuul5.gmk.png,0,12,0
8500-235,Jabra,VoIP (Voice over IP),8500-235,PanaCast 50 all-in-one Video Bar System UC,,5964.88,8521,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/8500-235_xombhvvz.ypo.jpg,0,24,5
26699-999-989,Jabra,VoIP (Voice over IP),26699-999-989,Evolve2 65 Flex Stereo Wireless (Bluetooth) Headset MS USB Type-A,,430.3,615,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/26699-999-989-charge_cd1fhnmd.jfp.jpg,1,24,0
DV2866VAC,DrayTek,Routers,DV2866VAC,Multi-WAN router VDSL2 GbE WAN/LAN 5x GbE LAN VPN 802.11ac VoIP,https://www.snappernet.co.nz/product/54658/DV2866VAC,801.545,1145,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/vigor2866vac2021_izfoa44i.glx.jpg,1,24,0
9556-583-117,Jabra,VoIP (Voice over IP),9556-583-117,Engage 75 Monaural Wireless Headset Bluetooth and DECT,https://www.snappernet.co.nz/product/15206/9556-583-117,482.49,689,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/Jabra-Engage-75-Mono-9556-583-117_636853096534613203.jpg,1,24,0
GSC3510,Grandstream,VoIP (Voice over IP),GSC3510,Public Address SIP speaker and microphone,https://www.snappernet.co.nz/product/16634/GSC3510,226.2,323,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/gsc3505-bottom_cue5gstj.12n.jpg,1,12,0
14401-15,Jabra,VoIP (Voice over IP),14401-15,Engage 65 Stereo Wireless Headset (only) DECT No Stand,,346.31,495,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/14401-15_gsa2opts.55l.jpg,2,12,0
PR320AUA,Teltonika,Power,PR320AUA,250W 2-pin power supply for TSW200,https://www.snappernet.co.nz/product/54714/PR320AUA,158,226,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/pr320aua_lhbyyw5h.n0a.jpg,29,12,0
BEA1-20055GB-GP,Cradlepoint,3G 4G LTE 5G,BEA1-20055GB-GP,5G Wideband Outdoor Router (W2005) with 1-yr NetCloud Advanced Plan,https://www.snappernet.co.nz/product/48606/BEA1-20055GB-GP,2465.33,3522,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/w2005_j0z2ox1d.ygn.png,0,12,14
UF51-501,Yeastar,3G 4G LTE 5G,UF51-501,5G Indoor/Outdoor CPE Router 802.11ac Wi-Fi 2 x GigE,https://www.snappernet.co.nz/product/52059/UF51-501,877.78,1254,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/yeastar-5g-pce-img_mos4m34u.uib.png,2,36,0
GWN7700P,Grandstream,Ethernet Switches,GWN7700P,5-Port Gigabit Unmanaged Ethernet PoE Switch,,52.87,76,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/gwn7700p_d30q3m1e.15x.jpg,0,36,0
XXSD1CSES,SOPHOS,Software,XXSD1CSES,Xstream Protection for software/virtual firewall (6 CORES & 8GB) 12 Mth,https://www.snappernet.co.nz/product/49768/XXSD1CSES,7015.16,10022,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/xstream-protection_yuiqscby.pd4.png,0,,0
RAM-8GDR4-RD-2133,QNAP,Spare Parts,RAM-8GDR4-RD-2133,8GB DDR4 RAM 2133 MHz Registered DIMM,https://www.snappernet.co.nz/product/1516/RAM-8GDR4-RD-2133,276.15,395,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/141044_l_636384846433741476.jpg,0,12,0
C24C1CEAA,SOPHOS,Support,C24C1CEAA,Switch Support and Services for CS210-48FP - 12 Mth,https://www.snappernet.co.nz/product/54911/C24C1CEAA,468.59,669,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/sophos-logo_kaoqzfw2.qpp.jpg,0,,0
AF-5G34-S45,Ubiquiti,Antenna,AF-5G34-S45,5GHz airFiber Dish Antenna 34dBi for AF-5X and AF-5XHD,https://www.snappernet.co.nz/product/30306/AF-5G34-S45,587.56,839,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/af-5g34-s45_2pbjcfoi.hhf.jpg,0,12,5
ANT-206,Ubiquiti,Antenna,ANT-206,RocketDish 5GHz Antenna 30dBi (for Rocket M5) RD-5G30-LW,https://www.snappernet.co.nz/product/2602/ANT-206,183.11,262,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ant-206_636111798496777656.jpg,0,12,7
RB921GS-5HPACD-19S,MikroTik,Wireless,RB921GS-5HPACD-19S,mANTBox 802.11ac 19dBi 120deg Integrated Sector Antenna,https://www.snappernet.co.nz/product/2638/RB921GS-5HPACD-19S,345.78,494,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/rb921gs-5hpacd-19s_lbsxbmeq.2bu.jpg,1,12,0
C29SMARV-3SMARVJ,Panorama,Cables/Accessories,C29SMARV-3SMARVJ,3 meter RP-SMA-Male to RP-SMA-Female CS29 Extension Cable,,34.93,50,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/smax2kfw0t0qwfz3_bk4u54py.pr2.jpg,0,12,0
RAM-2GDR4P0-SO-2400,QNAP,Spare Parts,RAM-2GDR4P0-SO-2400,2GB DDR4 RAM 2400 MHz SO-DIMM 260 pin P0 version,https://www.snappernet.co.nz/product/15116/RAM-2GDR4P0-SO-2400,100.25,143,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ram-2gdr4p0-so-2400_zh4csktu.1ei.jpg,1,12,14
590033,Opengear,Cables/Accessories,590033,Rack Mount Tray for 19in Installation holds two units,https://www.snappernet.co.nz/product/11048/590033,157.5,225,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/590033_513trbty.usi.jpg,-4,48,14
KVM-0223,LevelOne,KVM,KVM-0223,2-Port USB KVM Switch With Audio and Built-in Cables,https://www.snappernet.co.nz/product/3200/KVM-0223,73.69,105,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/KVM-0223_636053077448079736.jpg,2,24,0
PWR-PSU-450W-DT01,QNAP,Power,PWR-PSU-450W-DT01,Spare 450W hot-plug / redundant power supply unit,https://www.snappernet.co.nz/product/15080/PWR-PSU-450W-DT01,749.37,1071,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/pwr-psu-450w-dt01_zjzy5uol.bdc.jpg,0,12,14
14207-39,Jabra,VoIP (Voice over IP),14207-39,Jabra Evolve 65 Charging Stand,https://www.snappernet.co.nz/product/16482/14207-39,61.51,88,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/14207-39_lrpxdnlj.e4x.jpg,1,24,0
FIP12WP,FlyingVoice,VoIP (Voice over IP),FIP12WP,Big Button IP Phone Dual Ethernet Wi-Fi PoE,https://www.snappernet.co.nz/product/48624/FIP12WP,138.6,198,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/fip12wp_gj3jppqq.kvh.png,17,12,0
450037,Opengear,Power,450037,External AC power adapter for ACM7000 - IEC 62368 (450031 replacement),https://www.snappernet.co.nz/product/56182/450037,100.63,144,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/450037_hz1c2tfc.w4z.jpg,0,12,0
RUT956,Teltonika,3G 4G LTE 5G,RUT956,CAT 4 LTE & WiFi cellular router with 4xEthernet I/O and Serial,,395.56,565,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/rut956_m0c0hmn2.kd4.jpg,4,24,0
XF1S1CSES,SOPHOS,Software,XF1S1CSES,XGS 126 Xstream Protection Bundle - 12 Mth,https://www.snappernet.co.nz/product/42391/XF1S1CSES,860,1229,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/xstream-protection_q2vlrcb4.kck.png,0,,0
KIT-M2SSDINST-01,QNAP,Spare Parts,KIT-M2SSDINST-01,Installation kit for M.2 SSD 4 x flat head machine screw; 4 x riser screw,https://www.snappernet.co.nz/product/7502/KIT-M2SSDINST-01,12.53,18,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/KITM2SSDINST_636339173247975390.jpg,0,12,0
AP42XU24ZZNCAA,SOPHOS,Support,AP42XU24ZZNCAA,Access Point Support for AP6 420X - 24 MOS,,272.97,390,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/sophos-logozj04m1g2j_5e4ehtnv.z0y.jpg,0,,0
ANT-BH-OM-202TB-2,Blackhawk,Antenna,ANT-BH-OM-202TB-2,Omni High Gain 698-2700 6dBi Vehicle Antenna 6/8dBi 107cm,https://www.snappernet.co.nz/product/48549/ANT-BH-OM-202TB-2,175.89,251,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ant-bh-om-204_uwp3jdgn.vhl.jpg,1,12,0
ANT-174,Generic,Antenna,ANT-174,2.4GHz 14dBi 90 deg Sector Antenna SECM290,https://www.snappernet.co.nz/product/2466/ANT-174,75,107,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ANT-174_636053076356557196.png,2,12,0
AF-11FX,Ubiquiti,Wireless,AF-11FX,11GHz Full-Duplex Connectorised Radio (Duplexers Required),https://www.snappernet.co.nz/product/43462/AF-11FX,1894.22,2706,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/af-11fx_ozbnpy3b.olz.jpg,0,12,7
UACC-G4-DBP-CABLE-USB-7M,Ubiquiti,Cables/Accessories,UACC-G4-DBP-CABLE-USB-7M,UniFi G4 Doorbell Professional PoE-to-USB Cable,,61.54,88,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/uacc-g4-dbp-cable-us_sjzocqzo.to0.jpg,1,12,0
KIT-SLIMODDINST-01,QNAP,Spare Parts,KIT-SLIMODDINST-01,Slim Optical Drive installation kit,https://www.snappernet.co.nz/product/15173/KIT-SLIMODDINST-01,205.52,294,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/KIT-SLIMODDINST-01_636835879787315390.jpg,0,12,14
ES-8-150W,Ubiquiti,Ethernet Switches,ES-8-150W,EdgeSwitch 8-Port Gigabit Ethernet Managed PoE Switch 150W,https://www.snappernet.co.nz/product/4602/ES-8-150W,376.89,538,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/es-8-150w_636124637219199844.jpg,1,12,0
DACS31000,DrayTek,Software,DACS31000,VigorACS 3 - One year license key for 1000 CPE nodes,https://www.snappernet.co.nz/product/48686/DACS31000,7115.732,10165,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/draytek-logo_vxdhdokb.c5b.png,0,,0
NPR1SNG5-10000S,NETGEAR,Software,NPR1SNG5-10000S,Insight Pro Single Device (5 year),https://www.snappernet.co.nz/product/53382/NPR1SNG5-10000S,87.7,125,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/insight-pro_ag5spakn.big.jpg,0,,0
ES8512-3LCD05-ARUBA,ETU-LINK,Fibre-optic,ES8512-3LCD05-ARUBA,Gigabit SFP module 850nm Multi-mode 550M range LC - For Aruba,https://www.snappernet.co.nz/product/54386/ES8512-3LCD05-ARUBA,22.17,32,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/es8512-3lcd05aruba_2gcpk2e4.srj.jpg,1,36,21
