SKU,Description,Brand Code,Unit Price Incl GST,Unit price Ex GST,Trade Discount,Trade Price Ex
BLU-RX18G,"HDBaseT 3.0 Receiver; 100m uncompressed, unconverted HDMI 2.0 4K 60Hz 4:4:4; Bi-directional IR",BLUSTREAM,969,842.61,35,547.7
BLU-RX70AMP,HDBT Receiver w/ Integrated Audio Amplifier,BLUSTREAM,1199,1042.61,35,677.7
BLU-RX70CS,HDBaseT CSC Receiver 18 GB; 70M @ 1080P;,BLUSTREAM,519,451.3,35,293.35
BLU-SC11HDV2,1 x 1 HDMI 4K Downscaler 4K - 1080P downscaling,BLUSTREAM,389,338.26,35,219.87
BLU-SC12SPV2,1 x 2 HDMI 4K Downscaler 1080P downscaling & 4 K Pass,BLUSTREAM,649,564.35,35,366.83
BLU-SM11,"HDMI Signal Manager End Point, EDID & HDCP",BLUSTREAM,339,294.78,35,191.61
BLU-SM11EARC-8K,"Signal Manager HDMI2.1 HDCP2.3 with Audio Embedder / De- Embedder, ARC/eARC, EDID Management",BLUSTREAM,539,468.7,35,304.65
BLU-SP12CS,1 x 2 4K HDMI Splitter ,BLUSTREAM,249,216.52,35,140.74
BLU-SP14AB-V2,1 x 4 HDMI Splitter 18 GB,BLUSTREAM,559,486.09,35,315.96
BLU-SP14CS,1 x 4 4K HDMI Splitter ,BLUSTREAM,569,494.78,35,321.61
BLU-SP18,1 x 8 HDMI Splitter 18 GB,BLUSTREAM,1039,903.48,35,587.26
BLU-SP18CS,"4K HDMI 2.0 HDCP 2.2 Splitter 8-Way; Smart Scaling, Audio",BLUSTREAM,1039,903.48,35,587.26
BLU-SW21AB-V2,1 x 2 HDMI Switcher 18 GB,BLUSTREAM,289,251.3,35,163.35
BLU-SW41AB-8K,Matrix 4-Way 8K HDMI2.1 HDCP2.3 with Audio Breakout and EDID Management,BLUSTREAM,539,468.7,35,304.65
BLU-SW41AB-V2,1 x 4 HDMI Switcher 18 GB,BLUSTREAM,329,286.09,35,185.96
BLU-SW41HDBT,1 x 4 HDBT Switcher 10.2 GB,BLUSTREAM,2399,2086.09,35,1355.96
BLU-TTG-1EU,Table Top Grommet Single Euro Module with Cable,BLUSTREAM,149,129.57,35,84.22
BLU-TX150CS,HDBaseT CSC Transmitter; HDMI 2.0 4K 60Hz 4:4:4 up to 100m; Bi-directional IR & RS-232; ARC,BLUSTREAM,969,842.61,35,547.7
BLU-UEX100E-KIT,"USB 2.0 HDBT Extender Set 100m, 4x USB-A devices to",BLUSTREAM,949,825.22,35,536.39
BLU-UEX3C-KIT,USBC over CATx Extender,BLUSTREAM,1449,1260,35,819
BLU-UEX50B-KIT,"USB 2.0 Extender Set 50m, 4x USB-A devices to",BLUSTREAM,399,346.96,35,225.52
BLU-USB3AMF-10,Precision USB-A Cable USB 3.1 Gen 2 Male-Female;,BLUSTREAM,599,520.87,35,338.57
BLU-USB3AMF-15,Precision USB-A Cable USB 3.1 Gen 2 Male-Female;,BLUSTREAM,729,633.91,35,412.04
BLU-USB3C10,Precision 10Gbps USB-C AOC Cable - 10m,BLUSTREAM,849,738.26,35,479.87
BLU-USBABM1,USB Cable (Type A to Type B) 1M,BLUSTREAM,22,19.13,35,12.43
BLU-USBABM2,USB Cable (Type A to Type B) 2M,BLUSTREAM,27,23.48,35,15.26
BLU-USBABM3,USB Cable (Type A to Type B) 3M,BLUSTREAM,33,28.7,35,18.65
BLU-USBCM1,USB-C Data and Video Cable 1M,BLUSTREAM,38,33.04,35,21.48
BLU-USBCM2,USB-C Data and Video Cable 2M,BLUSTREAM,49,42.61,35,27.7
BLU-USBCM3,USB-C Data and Video Cable 3M,BLUSTREAM,65,56.52,35,36.74
BLU-WMF51,"Wireless Presentation Switch; Airplay, Miracast & Chromecast connectivity with HDMI Multiview output",BLUSTREAM,1569,1364.35,35,886.83
BLU-WMF-HDMI,Wireless 4K HDMI Dongle for use with Blustream WMF51,BLUSTREAM,849,738.26,35,479.87
BLU-WMF-USBC,Wireless 4K USB-C Dongle for use with Blustream WMF51,BLUSTREAM,849,738.26,35,479.87
FUR-AC-210AE,Furman Power Conditioner Compact; Twin Outlet; Non Rack Mount,FURMAN,495,430.43,30,301.3
FUR-ADP-10E1,Furman Adaptor Cord 1m length 10A Male IEC to 10A Female IEC Black,FURMAN,6.9,6,30,4.2
FUR-ADP-10E2,Furman Adaptor Cord 2m length 10A Male IEC to 10A Female IEC Black,FURMAN,10.5,9.13,30,6.39
FUR-ADP-IEC-AUS,Furman Adaptor Cord 10A Male IEC to Female Aust Socket; 1m length,FURMAN,9.3,8.09,30,5.66
FUR-BATT1500-EXT,Furman UPS Battery Extension Pack for F1500-UPS ,FURMAN,2495,2169.57,30,1518.7
FUR-BLUEBOLT-CV3,Furman Bluebolt IP Card for F1500-UPS,FURMAN,765,665.22,30,465.65
FUR-CN-3600SE,Furman Power Sequencer and Conditioner; Remote SMP; 15A ,FURMAN,2145,1865.22,30,1305.65
FUR-DC12-IP,Smart DC Power Manager IP Controlled BlueBOLT Enabled Standard EMI/RFI Filtration,FURMAN,2175,1891.3,30,1323.91
FUR-ELITE-16-PF-E-I,Home Theater Power Conditioner with Power Factor,FURMAN,2935,2552.17,30,1786.52
FUR-F1500-UPS,"Furman Rack Mount UPS 1500VA AVR, IR, RS-232 &USB Interface BlueBOLT Card Available; 2RU",FURMAN,5235,4552.17,30,3186.52
FUR-GN-LED,Furman LED Gooseneck Lamp Flexible 12in Length;BNC conn; 12VAC 0.5A,FURMAN,170,147.83,30,103.48
FUR-M-10LXE,Furman Power Conditioner Merit X Series; Sacrificial Protect; Pull Out Rack Lights,FURMAN,515,447.83,30,313.48
FUR-M-10XE,Furman Power Conditioner Merit X Series; Sacrificial Protect; No Rack Lights,FURMAN,355,308.7,30,216.09
FUR-P-1400ARE,Furman Power Conditioner and Voltage Regulator; 174-264V In; 230/240v Out,FURMAN,4525,3934.78,30,2754.35
FUR-PL-8CE,"Furman Power Conditioner Classic Series; 10A; Pull Out Lamps, No Metering",FURMAN,945,821.74,30,575.22
FUR-PL-PLUSCE,"Furman Power Conditioner Classic Series; 10A; Pull Out Lamps, LED Meter",FURMAN,1285,1117.39,30,782.17
FUR-PL-PRODMCE,"Furman Power Conditioner Classic Series; 15A; Pull Out Lamps, Digital Meter",FURMAN,1945,1691.3,30,1183.91
FUR-PS-8REIII,"Furman Power Sequencer and Conditioner; 10A; 3 x Delay Groups, Remote Act",FURMAN,1365,1186.96,30,830.87
FUR-RL-LED,Furman LED Rack Light 2 x Flexible Lamps; Dimmer; 1RU,FURMAN,595,517.39,30,362.17
FUR-RRM-2-UPS,Rear Rack Mount Ears for MB1500 F1500 MB1000 F1000,FURMAN,685,595.65,30,416.96
FUR-RS-1,Furman Remote System Control Panel; Maintained Key Switch; Limit one per system,FURMAN,145,126.09,30,88.26
FUR-RS-2,Furman Remote System Control Panel; Key Switched w/ Momentary Start On / Off,FURMAN,145,126.09,30,88.26
CON-ACMG10,"Room Booking Display 10"" Touch Screen 1280 x 800; Room Booking Display 10""",CONCIERGE,2350,2043.48,30,1430.43
CON-ACMG1000,"Room Booking Display 10"" NFC/RFID Touch Screen 1280 x 800; Brightness 350 nits",CONCIERGE,3295,2865.22,30,2005.65
CON-ACMG15,"Room Booking Display 15"" Touch Screen 1920 x 1080;",CONCIERGE,2825,2456.52,30,1719.57
CON-ACMGFM10,Flush Wall Mount for ACMG10 WHITE facia with clear backing,CONCIERGE,460,400,30,280
CON-ACMGFM10-BLK,Flush Wall Mount for ACMG10 BLACK facia with clear backing,CONCIERGE,460,400,30,280
CON-ACMGMP2,Concierge Media Player 1920 x 1080 HDMI out;,CONCIERGE,2695,2343.48,30,1640.43
CON-ACMGWM10-00,Window Mount for ACMG10 flush aluminium window frames; cable management; Black,CONCIERGE,245,213.04,30,149.13
CON-ACMGWM10-10,Window Mount for ACMG10 10mm aluminium window frames;,CONCIERGE,175,152.17,30,106.52
CON-ACMGWM10-40,Window Mount for ACMG10 40mm aluminium window frames;,CONCIERGE,175,152.17,30,106.52
CON-ACMGWM10U12F,Window Mount for ACMG10 12mm folded aluminium window,CONCIERGE,440,382.61,30,267.83
CON-CC001,1 Additional year Companion cloud support per device,CONCIERGE,130,113.04,40,67.83
CON-CW003,Companion cloud support 3 Years + extended warranty,CONCIERGE,412,358.26,40,214.96
CON-CW005,Companion cloud support 5 Years + extended warranty,CONCIERGE,545,473.91,40,284.35
RGB-ABS-2PTZ-MX,ABS Flight Case for 1x MINI-MX and 2x PTZ cameras,RGBLINK,335,291.3,30,203.91
RGB-AIPTZ20XHDMI,"PTZ Tracking Camera 20x Zoom HDMI, USB, LAN Interface",RGBLINK,3445,2995.65,30,2096.96
RGB-AIPTZ20XNDI,"PTZ Tracking Camera 20x Zoom HDMI, 3G-SDI, USB, LAN & NDI Interface",RGBLINK,4215,3665.22,30,2565.65
RGB-ASK-NANO,ASK nano Starter Set HDMI Screen Sharing Sticks 1x Tx and 1x Rx Dongles,RGBLINK,445,386.96,30,270.87
RGB-ASK-NANO-4K-1T1R,ASK nano 4K Set; 1 Transmitter and 1 Receiver; up to 4K30 input and 4K60 output; 100ms latecny,RGBLINK,575,500,30,350
RGB-ASK-NANO-4K-1T2R,ASK nano 4K Set; 1 Transmitter and 2 Receivers; up to 4K30 input and 4K60 output; 100ms latecny,RGBLINK,765,665.22,30,465.65
RGB-ASK-NANO-4K-RX,ASK nano 4K Receiver; built-in TX mode & Airplay/Miracast mode,RGBLINK,295,256.52,30,179.57
RGB-ASK-NANO-4K-USBC,ASK nano 4K USB-Type C Video Tranasmitter and HDMI Receiver,RGBLINK,675,586.96,30,410.87
RGB-ASK-NANO-MS,ASK nano Meet Set HDMI Screen Sharing Sticks 2x Tx and 1x Rx Dongles,RGBLINK,695,604.35,30,423.04
RGB-ASK-PLUS-P2P,ASK plus 4K Wireless HDMI Extender; 1 Transmitter and 1 Receiver; up to 4K30; 100ms latecny,RGBLINK,1345,1169.57,30,818.7
RGB-BOND6,Bonding Network Router ,RGBLINK,4095,3560.87,30,2492.61
RGB-KIT-MINI-MX,Kit with 1x MINI-MX and 2x Vue PTZ in Flight Case ,RGBLINK,8535,7421.74,30,5195.22
RGB-MINI,Mini Live Streaming Switcher 4x HDMI Input; 1x HDMI Output,RGBLINK,599,520.87,30,364.61
RGB-MINI+,Mini Streaming Switcher w/ PTZ 4x HDMI Input; 1x HDMI Output,RGBLINK,865,752.17,30,526.52
RGB-MINI-EDGE,All-in-One Switcher 5-Channel,RGBLINK,1885,1639.13,30,1147.39
RGB-MINI-EDGE-SUBITO,All-in-One Switcher 5-Channel with Subito Kit,RGBLINK,4245,3691.3,30,2583.91
RGB-MINI-MX,Streaming Video Mixer 4x HDMI Input; 2x HDMI Output,RGBLINK,2975,2586.96,30,1810.87
RGB-MINI-MX-DELTA,Streaming Video Mixer with 2K NDI Encoding and Decoding,RGBLINK,4245,3691.3,30,2583.91
RGB-MINI-PRO,Mini Streaming Switcher 4k HDMI Inputs,RGBLINK,875,760.87,30,532.61
RGB-MSP-GARAGE,MSP Garage with PSU applicable to most MSP devices,RGBLINK,715,621.74,30,435.22
RGB-PTZ-CTRL,PTZ Camera Controller ,RGBLINK,1615,1404.35,30,983.04
RGB-PTZ-STFB,PTZ Suction Top Flip Bracket for PTZ & NDI Cameras,RGBLINK,46,40,30,28
RGB-PTZ-WMB,PTZ Wall Mount Bracket for PTZ & NDI Cameras,RGBLINK,46,40,30,28
RGB-TAO1MINI-2K,2K Streaming Node ,RGBLINK,1335,1160.87,30,812.61
RGB-TAO1MINI-4K,4K Streaming Node ,RGBLINK,2275,1978.26,30,1384.78
RGB-TAO1MINI-STAND,Stand for TAO 1mini; fitted for TV sizes from 32 to 80 inch,RGBLINK,62,53.91,30,37.74
RGB-TAO1PRO,"Recorder Switcher Streamer 5.5"" Touchscreen; 2x USB & 2x HDMI Inputs",RGBLINK,1155,1004.35,30,703.04
RGB-TAO1PRO-SDI,"NDI Encoder and Decoder 5.5"" Touchscreen; 2x UVC, 1x HDMI & 1x SDI Input; HDMI Out",RGBLINK,1795,1560.87,30,1092.61
RGB-TAO1TINY,Capture Converter 4K UVC Camera to HDMI conversion,RGBLINK,415,360.87,30,252.61
RGB-VUEPTZ12X,"Broadcast PTZ Camera 12x Zoom Full HD with HDMI, 3G-SDI, LAN Interface",RGBLINK,2495,2169.57,30,1518.7
RGB-VUEPTZ12XNDI,"Broadcast PTZ Camera 12x Zoom Full HD with HDMI, 3G-SDI, LAN & NDI Interface",RGBLINK,3375,2934.78,30,2054.35
RGB-VUEPTZ12XUNAI,4K Broadcast PTZ Camera 12x Zoom AI tracking; NDI Output,RGBLINK,8955,7786.96,30,5450.87
RGB-VUEPTZ12XUPAI,4K Broadcast PTZ Camera 12x Zoom AI tracking,RGBLINK,8015,6969.57,30,4878.7
RGB-VUEPTZ20X,"Broadcast PTZ Camera 20x Zoom Full HD with HDMI, 3G-SDI, LAN Interface",RGBLINK,2445,2126.09,30,1488.26
RGB-VUEPTZ20XNDI,"Broadcast PTZ Camera 20x Zoom Full HD with HDMI, 3G-SDI, LAN & NDI Interface",RGBLINK,3375,2934.78,30,2054.35
RGB-VUEPTZ20XUNAI,4K Broadcast PTZ Camera 20x Zoom AI tracking; NDI Output,RGBLINK,8955,7786.96,30,5450.87
RGB-VUEPTZ20XUPAI,4K Broadcast PTZ Camera 20x Zoom AI tracking,RGBLINK,8015,6969.57,30,4878.7
RGB-VUEPTZ20XUSB,"Broadcast PTZ Camera 20x Zoom Full HD with HDMI, USB Interface",RGBLINK,2495,2169.57,30,1518.7
RGB-VUEPTZ30X,"Broadcast PTZ Camera 30x Zoom Full HD with HDMI, 3G-SDI, LAN Interface",RGBLINK,3375,2934.78,30,2054.35
RGB-VUEPTZ30XNDI,"Broadcast PTZ Camera 30x Zoom Full HD with HDMI, 3G-SDI, LAN & NDI Interface",RGBLINK,4075,3543.48,30,2480.43
RGB-VUEPTZ-DOME,Plastic Dome for vue PTZ,RGBLINK,555,482.61,30,337.83
RGB-X8,Universal Video Processor 4K ready with 24 link HDMI 2.0 input,RGBLINK,54055,47004.35,30,32903.04
RGB-AURAUHD24,"Production Monitor 24"" 12G-SDI 4K HDR for Film and TV",RGBLINK,8995,7821.74,30,5475.22
RGB-AURAUHD24G2,"Production Monitor 24"" Gen 2",RGBLINK,12045,10473.91,30,7331.74
RGB-AURAUHD27,"Production Monitor 27"" 12G-SDI 4K HDR for Film and TV",RGBLINK,10495,9126.09,30,6388.26
RGB-AURAUHD27G2,"Production Monitor 27"" Gen 2",RGBLINK,13465,11708.7,30,8196.09
RGB-AURAUHD32,"Production Monitor 32"" 12G-SDI 4K HDR for Film and TV",RGBLINK,11095,9647.83,30,6753.48
RGB-AURAUHD32G2,"Production Monitor 32"" Gen 2",RGBLINK,15355,13352.17,30,9346.52
RGB-AURAUHD-STUDIO24,"Studio Monitor 24""",RGBLINK,13015,11317.39,30,7922.17
RGB-AURAUHD-STUDIO27,"Studio Monitor 27""",RGBLINK,14415,12534.78,30,8774.35
RGB-AURAUHD-STUDIO32,"Studio Monitor 32""",RGBLINK,17235,14986.96,30,10490.87
RGB-CABLEREEL,Cable Reel,RGBLINK,1775,1543.48,30,1080.43
RGB-CABLE-SM-300-6,"Single mode optic fiber 6 cores 300m, LC to LC connector with protection caps, diameter 5.0mm",RGBLINK,1465,1273.91,30,891.74
RGB-D2,Presentation Switcher & Scaler 2 Channel; incl 2x SDI Output Modules,RGBLINK,8775,7630.43,30,5341.3
RGB-D4,Presentation Switcher & Scaler 4K incl 2x HDMI Output Modules,RGBLINK,9125,7934.78,30,5554.35
RGB-D4-12GSDI-IM,Input Module Dual 12G SDI for D4; supports 4K2K60,RGBLINK,2745,2386.96,30,1670.87
RGB-D4-12GSDI-OM,Output Module Dual 12G SDI for D4; supports 4K2K60,RGBLINK,4555,3960.87,30,2772.61
RGB-D4-3GSDI-IM,Input Module Dual 3G SDI for D4; supports 4K2K60,RGBLINK,1375,1195.65,30,836.96
RGB-D4-DP-IM,Input Module Dual DP1.2 for D4; supports 4K2K60,RGBLINK,1375,1195.65,30,836.96
RGB-D4-DP-OM,Output Module Dual DP1.2 for D4; supports 4K2K60,RGBLINK,2065,1795.65,30,1256.96
RGB-D4-DVI-OM,Output Module Quad DVI for D4; supports 4K2K60,RGBLINK,1375,1195.65,30,836.96
RGB-D4-HDMI-IM,Input Module Dual HDMI2.0 for D4; supports 4K2K60,RGBLINK,1475,1282.61,30,897.83
RGB-D8,8K Native Video Scaler ,RGBLINK,25145,21865.22,30,15305.65
RGB-DV4,DVI Distributor for 4 Sender Cards,RGBLINK,915,795.65,30,556.96
RGB-DV8,DVI Distributor for 8 Sender Cards ,RGBLINK,1385,1204.35,30,843.04
RGB-MSP200PRO,Signal Test Pattern Generator HDMI / USB Input; Batteries sold separately,RGBLINK,2945,2560.87,30,1792.61
RGB-MSP217,Optical Fibre Converter 3G SDI to Optical Fibre and Optical Fibre to SDI,RGBLINK,445,386.96,30,270.87
RGB-MSP231S,3G SDI to USB3.0 Capture ,RGBLINK,445,386.96,30,270.87
RGB-MSP303,SDI to HDMI Mini Converter ,RGBLINK,200,173.91,30,121.74
RGB-MSP304,HDMI to SDI Mini Converter ,RGBLINK,200,173.91,30,121.74
RGB-MSP305,Combination Converter supports HDMI to SDI and SDI to HDMI,RGBLINK,415,360.87,30,252.61
RGB-MSP317,Optical Fibre Converter 12G SDI to Optical Fibre and Optical Fibre to 12G SDI,RGBLINK,965,839.13,30,587.39
RGB-MSP331U-GEN2,HDMI 2.0 Capture Card Gen2; 4K 60Hz,RGBLINK,655,569.57,30,398.7
RGB-MSP405,HDMI/SDI/Fiber Convertor; HDMI2.0/12G-SDI/Fiber,RGBLINK,2275,1978.26,30,1384.78
RGB-MSP405-PREMIER,HDMI/SDI/Fiber Convertor; 2x HDMI2.0/12G-SDI/Fiber 19in OptiCon,RGBLINK,6795,5908.7,30,4136.09
RGB-MSP405-PRO,HDMI/SDI/Fiber Convertor; 4x HDMI2.0/12G-SDI/Fiber 19in RJ45,RGBLINK,9055,7873.91,30,5511.74
RGB-Q161UHDMI2OM,Output Module Dual HDMI 2.0 for Q16Pro 1U ,RGBLINK,3485,3030.43,30,2121.3
RGB-Q161U-HDMIIM,Input Module Quad HDMI 1.3 for Q16Pro 1U ,RGBLINK,3485,3030.43,30,2121.3
RGB-Q16G1-2HDMIO,Output Module Dual HDMI2.0 for Q16Pro Gen 1,RGBLINK,6775,5891.3,30,4123.91
RGB-Q16G1-4HDMIO,Output Module Quad HDMI-BK for Q16Pro Gen 1,RGBLINK,3175,2760.87,30,1932.61
RGB-Q16G1-AOM,Audio Output Module Quad 3.5mm Input & Quad 3.5mm,RGBLINK,2275,1978.26,30,1384.78
RGB-Q16G1-DPHDIM,Input Module Dual DP1.2 & Dual HDMI2.0 for Q16Pro Gen 1,RGBLINK,5495,4778.26,30,3344.78
RGB-Q16G1-DVIIM,Input Module Quad DVI-M for Q16Pro Gen 1,RGBLINK,3155,2743.48,30,1920.43
RGB-Q16G1-DVIOM,Output Module Quad DVI-BK for Q16Pro Gen 1,RGBLINK,3155,2743.48,30,1920.43
RGB-Q16G1-HDMIIM,Input Module Quad HDMI1.3 for Q16Pro Gen 1,RGBLINK,2275,1978.26,30,1384.78
RGB-Q16G1-PSU,Power Supply 250W for Q16Pro Gen 1 4U Unit,RGBLINK,1365,1186.96,30,830.87
RGB-Q16G1-PVWPM,PVW Preview Module for Q16Pro Gen 1,RGBLINK,4555,3960.87,30,2772.61
RGB-Q16G1-RJ45IM,Input Module RJ45 for Q16Pro Gen 1,RGBLINK,5495,4778.26,30,3344.78
RGB-Q16G2-DPHDIM,Input Module Dual DP1.2 & Dual HDMI2.0 for Q16Pro Gen 2,RGBLINK,5495,4778.26,30,3344.78
RGB-Q16G2-HDMIIM,Input Module Quad HDMI1.3 for Q16Pro Gen 2,RGBLINK,2295,1995.65,30,1396.96
RGB-Q16G2-HDMIOM,Output Module Quad HDMI1.3 for Q16Pro Gen 2,RGBLINK,2295,1995.65,30,1396.96
RGB-Q16PRO-1U,Videowall Splicing Processor 4K Multi Layer; 1RU; incl 1 ea HDMI1.3 Input & Output Modules,RGBLINK,4675,4065.22,30,2845.65
RGB-Q16PRO-G1-4,Multi Signal Matrix Processor incl 1x Power Supply; 4RU fits 4x Input & 5x Output Modules,RGBLINK,5495,4778.26,30,3344.78
RGB-Q16PRO-G2-4,Multi Window Splicing Processor incl 1x PSU & PVW Module; fits 8x Input & Output Modules,RGBLINK,9995,8691.3,30,6083.91
RGB-SFP-MM,SFP Module Multi Mode  ,RGBLINK,165,143.48,30,100.43
RGB-SFP-SM-10KM,SFP Module Single Mode 10KM  ,RGBLINK,275,239.13,30,167.39
RGB-TSH4,Housing for 4 Sender Cards,RGBLINK,465,404.35,30,283.04
RGB-TSH8,Housing for 8 Sender Cards,RGBLINK,635,552.17,30,386.52
RGB-X-12GSDIIM,Input Module 12G SDI for X7,RGBLINK,5725,4978.26,30,3484.78
RGB-X-2KHDMIOM,Output Module Quad 2K HDMI for X7,RGBLINK,3215,2795.65,30,1956.96
RGB-X-4KHDMIMLOM,Output Module Dual 4K HDMI 4K Multi-Layer for X7,RGBLINK,5725,4978.26,30,3484.78
RGB-X7,Universal Video Processor 32 x 32 incl 1x Power Supply,RGBLINK,39795,34604.35,30,24223.04
RGB-X7-PSU,Power Supply 1200W for X7,RGBLINK,2065,1795.65,30,1256.96
RGB-X-DHDMIIM,Input Module Quad 2K D-HDMI for X7,RGBLINK,4585,3986.96,30,2790.87
RGB-X-DSDIIM,Input Module Quad 3G D-SDI for X7,RGBLINK,4585,3986.96,30,2790.87
RGB-X-DVIIM,Input Module Quad 2K DVI for X7,RGBLINK,2275,1978.26,30,1384.78
RGB-X-DVIOM,Output Module Quad DVI for X7,RGBLINK,2275,1978.26,30,1384.78
RGB-X-H264OM,Output Module Quad H.264 Streaming for X7,RGBLINK,4585,3986.96,30,2790.87
RGB-X-HDBTIM,Input Module Quad HDBaseT for X7,RGBLINK,3425,2978.26,30,2084.78
RGB-X-HDMI2IM,Input Module Quad HDMI 2.0 for X7; 1x 4K2K60 or 2x 4K1K or 4x 2K1K,RGBLINK,5725,4978.26,30,3484.78
RGB-X-PVWM,PVW Module for X7,RGBLINK,3765,3273.91,30,2291.74
