SKU,Description,Brand Code,Unit Price Incl GST,Unit price Ex GST,Trade Discount,Trade Price Ex
AMP-ACBMIC,Boundary Microphone,AMPETRONIC,225,195.65,30,136.96
AMP-ACDTMIC,Desktop Gooseneck Microphone,AMPETRONIC,125,108.7,30,76.09
AMP-ACFB50U12X2,1.2mm² Twin Core Flat Copper Tape - 50m Reel,AMPETRONIC,465,404.35,30,283.04
AMP-ACLC12,Counter Loop Coil 12 turn,AMPETRONIC,63,54.78,30,38.35
AMP-ACLP02,Counter Loop Pad,AMPETRONIC,110,95.65,30,66.96
AMP-ATT-UJ,Universal Attenuator with 3.5 & 6.3mm Jack Cables,AMPETRONIC,425,369.57,30,258.7
AMP-ATT-UX,Universal Attenuator with XLR Cable,AMPETRONIC,465,404.35,30,283.04
AMP-AURI-TX2N,Auri 2 Channel Transmitter,AMPETRONIC,4235,3682.61,30,2577.83
AMP-BPL-1U,Blanking Plate 1RU half width,AMPETRONIC,63,54.78,30,38.35
AMP-BPS-1U,Blanking Plate 1RU quarter width,AMPETRONIC,43,37.39,30,26.17
AMP-BRP-1U,Blank Rack Panel 1U Full width rack fitting,AMPETRONIC,80,69.57,30,48.7
AMP-C10-1D,Perimeter Hearing Loop Driver 10A 230v Dante,AMPETRONIC,4315,3752.17,30,2626.52
AMP-C10-1N,Perimeter Hearing Loop Driver 10A 230v Networked,AMPETRONIC,3575,3108.7,30,2176.09
AMP-C10-2D,Multiloop Hearing Loop Driver 10A 230v Dante,AMPETRONIC,8295,7213.04,30,5049.13
AMP-C10-2N,Multiloop Hearing Loop Driver 10A 230v Networked,AMPETRONIC,7565,6578.26,30,4604.78
AMP-C14-2D,Multiloop Hearing Loop Driver 14A 230v Dante,AMPETRONIC,9615,8360.87,30,5852.61
AMP-C14-2N,Multiloop Hearing Loop Driver 14A 230v Networked,AMPETRONIC,8895,7734.78,30,5414.35
AMP-C5-1,Perimeter Hearing Loop Driver C-Series 5 Arms; Class D Amp; 1RU 2.5kg,AMPETRONIC,1695,1473.91,30,1031.74
AMP-C5-1D,Perimeter Hearing Loop Driver 5A 230v Dante,AMPETRONIC,3035,2639.13,30,1847.39
AMP-C5-1N,Perimeter Hearing Loop Driver C-Series 5 Arms Networked; Class D Amp; 1RU 2.5kg,AMPETRONIC,2475,2152.17,30,1506.52
AMP-C5-2,Multiloop Hearing Loop Driver C-Series 5 Arms; Class D Amp; 1RU 2.8kg,AMPETRONIC,3665,3186.96,30,2230.87
AMP-C5-2D,Multiloop Hearing Loop Driver 5A 230v Dante,AMPETRONIC,5425,4717.39,30,3302.17
AMP-C5-2N,Multiloop Hearing Loop Driver C-Series 5 Arms Networked; Class D Amp; 1RU 2.8kg,AMPETRONIC,4435,3856.52,30,2699.57
AMP-C7-1,Perimeter Hearing Loop Driver C-Series 7 Arms; Class D Amp; 1RU 2.8kg,AMPETRONIC,2115,1839.13,30,1287.39
AMP-C7-1D,Perimeter Hearing Loop Driver 7A 230v Dante,AMPETRONIC,3435,2986.96,30,2090.87
AMP-C7-1N,Perimeter Hearing Loop Driver C-Series 7 Arms Networked; Class D Amp; 1RU 2.8kg,AMPETRONIC,2895,2517.39,30,1762.17
AMP-C7-2,Multiloop Hearing Loop Driver C-Series 7 Arms; Class D Amp; 1RU 3.1kg,AMPETRONIC,5175,4500,30,3150
AMP-C7-2D,Multiloop Hearing Loop Driver 7A 230v Dante,AMPETRONIC,6895,5995.65,30,4196.96
AMP-C7-2N,Multiloop Hearing Loop Driver C-Series 7 Arms Networked; Class D Amp; 1RU 3.1kg,AMPETRONIC,5945,5169.57,30,3618.7
AMP-CLD1,Compact Loop Driver No Mic No Loop,AMPETRONIC,565,491.3,30,343.91
AMP-CLD1AC,Compact Loop Driver with internal PSU No Mic; No Loop,AMPETRONIC,775,673.91,30,471.74
AMP-CLD1AC-CB,Compact Loop Driver with internal PSU; Loop Coil; Boundary Microphone,AMPETRONIC,1065,926.09,30,648.26
AMP-CLD1AC-CD,Compact Loop Driver with internal PSU; Loop Coil; Desktop Microphone,AMPETRONIC,935,813.04,30,569.13
AMP-CLD1AC-CT,Compact Loop Driver with internal PSU; Loop Coil; Tie Clip Microphone,AMPETRONIC,925,804.35,30,563.04
AMP-CLD1AC-CX,Compact Loop Driver with internal PSU; Loop Coil; No mic,AMPETRONIC,835,726.09,30,508.26
AMP-CLD1-CB,Compact Loop Driver with Boundary Microphone & Loop Coil,AMPETRONIC,830,721.74,30,505.22
AMP-CLD1-CD,Compact Loop Driver with Desktop Microphone & Loop Coil,AMPETRONIC,695,604.35,30,423.04
AMP-CLD1-CT,Compact Loop Driver with Tie Clip Microphone & Loop Coil,AMPETRONIC,685,595.65,30,416.96
AMP-CLD1-CX,Compact Loop Driver with Loop Coil,AMPETRONIC,615,534.78,30,374.35
AMP-CLS1,Wall Mounted Loop Driver,AMPETRONIC,925,804.35,30,563.04
AMP-CLS2,Wall Mounted Loop Driver,AMPETRONIC,1195,1039.13,30,727.39
AMP-CLS2-R1,Wall Mounted Loop Driver,AMPETRONIC,2485,2160.87,30,1512.61
AMP-CMR3,Calibrated Measuring Receiver,AMPETRONIC,515,447.83,30,313.48
AMP-D10-1,Networkable DSP Driver Class D; 1 x 10A RMS + Monitoring,AMPETRONIC,3935,3421.74,30,2395.22
AMP-D7-2,Networkable DSP Driver Class D; 2 x 7A RMS; 90deg Phase Shift + Monitoring,AMPETRONIC,5595,4865.22,30,3405.65
AMP-DBC1.0-100,Direct Burial Cable 100m Reel,AMPETRONIC,395,343.48,30,240.43
AMP-DBC2.5-100,Direct Burial Cable 100m Reel,AMPETRONIC,725,630.43,30,441.3
AMP-DBC2.5-200,Direct Burial Cable 200m Reel,AMPETRONIC,1445,1256.52,30,879.57
AMP-DLS,Domestic Loop System Amplifier 4 inputs inc Priority input; headphone output;vol/tone ctrl,AMPETRONIC,445,386.96,30,270.87
AMP-EM-1.2,Tie Clip Style Microphone EM-1.2,AMPETRONIC,64,55.65,30,38.96
AMP-EXT,PVC Extrusion Self Adhesive 3m Long Sections,AMPETRONIC,48,41.74,30,29.22
AMP-FB1.0-50,"Flat Insulated Copper 1.0mm2 10mm Wide, 0.1mm Thick, 50m Reel, UL Approved",AMPETRONIC,250,217.39,30,152.17
AMP-FB1.8-100,"Flat Insulated Copper 1.8mm2 18mm Wide, 0.1mm Thick, 100m Reel, UL Approved",AMPETRONIC,545,473.91,30,331.74
AMP-FB1.8-50,"Flat Insulated Copper 1.8mm2 18mm Wide, 0.1mm Thick, 50m Reel, UL Approved",AMPETRONIC,275,239.13,30,167.39
AMP-FB3.0-100,"Flat Insulated Copper 3.0mm2 20mm Wide, 0.15mm Thick, 100m Reel, UL Approved",AMPETRONIC,615,534.78,30,374.35
AMP-FB3.0-50,"Flat Insulated Copper 3.0mm2 20mm Wide, 0.15mm Thick, 50m Reel, UL Approved",AMPETRONIC,315,273.91,30,191.74
AMP-FE12501,Loop Connector Wieland,AMPETRONIC,46,40,30,28
AMP-FH50501,Crimp - Cable to Copper Tape 10-12 AWG,AMPETRONIC,16,13.91,30,9.74
AMP-FH50502,Crimp - Copper Tape Splice,AMPETRONIC,16,13.91,30,9.74
AMP-FH50503,Crimp - Cable to Copper Tape 14-16 AWG,AMPETRONIC,16,13.91,30,9.74
AMP-FSM,Field Strength Meter,AMPETRONIC,1125,978.26,30,684.78
AMP-FSM+SCC,Field Strength Meter with Signal Connection Cables,AMPETRONIC,1225,1065.22,30,745.65
AMP-GD00001,Headphones suitable for ILR3 ILR3+ and FSM,AMPETRONIC,8,6.96,30,4.87
AMP-GG00001,Induction Loop Sign Large A4,AMPETRONIC,40,34.78,30,24.35
AMP-GG00002,Induction Loop Adhesive Sign Small A6,AMPETRONIC,15,13.04,30,9.13
AMP-GJ00002,Foil Crimp Hand Tool,AMPETRONIC,395,343.48,30,240.43
AMP-HLS-2A,Hearing Loop Driver DM2 Card in Enclosure Type A,AMPETRONIC,625,543.48,30,380.43
AMP-HLS-2B,Hearing Loop Driver DM2 Card in Enclosure Type B Local Battery Backup,AMPETRONIC,2055,1786.96,30,1250.87
AMP-HLS-2C,Active Loop Panel for Intercom Compact Hearing Loop; IP Rated Case; Class D Loop Driver,AMPETRONIC,675,586.96,30,410.87
AMP-HLS-2D,Metal Loss Test Driver,AMPETRONIC,1045,908.7,30,636.09
AMP-HLS-DM2,Hearing Loop Driver DM2 Card Only-No Enclosure,AMPETRONIC,615,534.78,30,374.35
AMP-ILD100,Loop Driver,AMPETRONIC,895,778.26,30,544.78
AMP-ILD100DC,Loop Driver special for cars boats etc,AMPETRONIC,835,726.09,30,508.26
AMP-ILD122,Loop Driver,AMPETRONIC,1665,1447.83,30,1013.48
AMP-ILD300,Loop Driver,AMPETRONIC,1795,1560.87,30,1092.61
AMP-ILR3,Loop Receiver w/ Stereo Headphones included,AMPETRONIC,335,291.3,30,203.91
AMP-ILR3+,Loop Receiver with Field Strength Indicators; Stereo Headphones included,AMPETRONIC,395,343.48,30,240.43
AMP-LOOPWORKSR1,Loopworks Receiver R1,AMPETRONIC,695,604.35,30,423.04
AMP-MAT1,Adaptor,AMPETRONIC,475,413.04,30,289.13
AMP-MAT60,Adaptor,AMPETRONIC,435,378.26,30,264.78
AMP-MLD5,MultiLoop Driver 5 230V,AMPETRONIC,4785,4160.87,30,2912.61
AMP-MLD7,MultiLoop Driver 7 230V,AMPETRONIC,5145,4473.91,30,3131.74
AMP-P6-1,Induction Loop Amplifier Freedomloop,AMPETRONIC,1125,978.26,30,684.78
AMP-PFL-16,Pre Formed Loop 16 turn; GE00001,AMPETRONIC,65,56.52,30,39.57
AMP-PWT,Adhesive Installation / Warning Tape 50m Reel,AMPETRONIC,155,134.78,30,94.35
AMP-RM-1U,Rack Mount Tray for 1U range,AMPETRONIC,150,130.43,30,91.3
AMP-SCC,Signal Connection Cables for Field Strength Meter,AMPETRONIC,165,143.48,30,100.43
AMP-T14-1LB,Transport Hearing Loop Driver - Bus & Coach; 24V DC Power; Wago connectors,AMPETRONIC,4085,3552.17,30,2486.52
AMP-T14-1LH,Transport Hearing Loop Driver - Rail; 24V DC Power; Harting connectors,AMPETRONIC,5045,4386.96,30,3070.87
AMP-T14-1LW,Transport Hearing Loop Driver - Rail; 24V DC Power; Wago connectors,AMPETRONIC,5535,4813.04,30,3369.13
AMP-T14-1MW3,Mating Connector Set Wago 3-part,AMPETRONIC,185,160.87,30,112.61
AMP-T14-1MW4,Mating Connector Set Wago 4-part,AMPETRONIC,265,230.43,30,161.3
AMP-T14-1UH,Transport Hearing Loop Driver - Rail; 72-110V DC Power; Harting connectors,AMPETRONIC,5545,4821.74,30,3375.22
AMP-T14-1UW,Transport Hearing Loop Driver - Rail; 72-110V DC Power; Wago connectors,AMPETRONIC,4955,4308.7,30,3016.09
AMP-TP-AMPLIFIER,TalkPerfect Amplifier,AMPETRONIC,1135,986.96,30,690.87
AMP-TP-CMB400LED,TalkPerfect Combi Gooseneck Microphone,AMPETRONIC,725,630.43,30,441.3
AMP-TP-DX-N,TalkPerfect TP-DX-N Duplex Intercom; Speech Transfer System - Amplifier & Bracket,AMPETRONIC,1655,1439.13,30,1007.39
AMP-TP-GMM,TalkPerfect Glass Mount Mic,AMPETRONIC,235,204.35,30,143.04
AMP-TP-KIT1,TalkPerfect Installation Kit incl Amplifier POD Speaker Glass Mount Mic and Combi Unit,AMPETRONIC,2145,1865.22,30,1305.65
AMP-TP-KIT3,TalkPerfect Installation Kit incl Amplifier POD Speaker POD Mic and Combi Unit,AMPETRONIC,2395,2082.61,30,1457.83
AMP-TP-KIT4,"TalkPerfect Kit inc Amplifier, 2x POD Speaker and 2x POD Mic",AMPETRONIC,2395,2082.61,30,1457.83
AMP-TP-N-KIT1,"TalkPerfect-N-Kit1; Glass Mount Mic, 1 combi + 1 Pod speaker, audio induction loop",AMPETRONIC,2815,2447.83,30,1713.48
AMP-TP-N-KIT1-NOL,"alkPerfect-N-Kit1; Glass Mount Mic, 1 combi + 1 Pod speaker, audio induction loop; NO LED",AMPETRONIC,2725,2369.57,30,1658.7
AMP-TP-N-KIT3,"TalkPerfect-N-Kit3; 1 Pod Mic, 1 Pod speaker + 1 combi, audio induction loop",AMPETRONIC,3095,2691.3,30,1883.91
AMP-TP-N-KIT3-NOL,"TalkPerfect-N-Kit3; 1 Pod Mic, 1 Pod speaker + 1 combi, audio induction loop; NO LED",AMPETRONIC,3025,2630.43,30,1841.3
AMP-TP-N-KIT4,"TalkPerfect-N-Kit4; 2 Pod Mics + 2 Pod speakers, audio induction loop",AMPETRONIC,2935,2552.17,30,1786.52
AMP-TP-PDM,TalkPerfect POD Microphone,AMPETRONIC,295,256.52,30,179.57
AMP-TP-PDS,TalkPerfect POD Loudspeaker,AMPETRONIC,295,256.52,30,179.57
AMP-TP-PDS-IP,TalkPerfect POD Loudspeaker IP64 rated,AMPETRONIC,525,456.52,30,319.57
AMP-W5-2,Multiloop Hearing Driver Wall Mounted with cable tray,AMPETRONIC,2595,2256.52,30,1579.57
AMP-W5-2X,Multiloop Hearing Driver Wall Mounted without cable tray,AMPETRONIC,2355,2047.83,30,1433.48
AMP-WM-C,Wall Mount Kit for C-Series 5A and 7A Drivers,AMPETRONIC,77,66.96,30,46.87
AMP-WM-C-HP,Wall Mount Kit for C-Series 10A and 14A Drivers,AMPETRONIC,77,66.96,30,46.87
AMP-WMF-1U,Wallmount Kit for ILD500 and ILD1000G,AMPETRONIC,77,66.96,30,46.87
AMP-WML-1U,Wallmount Brackets for ILD122 and ILD300,AMPETRONIC,77,66.96,30,46.87
AMP-WTRAY1,Cable Tray for W Series,AMPETRONIC,245,213.04,30,149.13
LIS-LA-163,Replacement Cushions for Ear Buds 20-pack,LISTEN TECHNOLOGIES,18,15.65,30,10.96
LIS-LA-168,Small Sanitory Covers 10-pack for Stereo Headphones,LISTEN TECHNOLOGIES,41,35.65,30,24.96
LIS-LA-169,Large Sanitory Covers 100-pack for Stereo Headphones,LISTEN TECHNOLOGIES,155,134.78,30,94.35
LIS-LA-172,Small Sanitory Covers 100-pack for Stereo Headphones,LISTEN TECHNOLOGIES,155,134.78,30,94.35
LIS-LA-210,"12 VDC Replacement Power Supply (12V) for LT-84, LA-480, LA-481",LISTEN TECHNOLOGIES,175,152.17,30,106.52
LIS-LA-261,Lavalier Microphone,LISTEN TECHNOLOGIES,75,65.22,30,45.65
LIS-LA-262,Over-The-Head Microphone,LISTEN TECHNOLOGIES,119,103.48,30,72.43
LIS-LA-278,Behind-The-Head Microphone,LISTEN TECHNOLOGIES,165,143.48,30,100.43
LIS-LA-365,Replacement Rechargeable Li-Ion Battery,LISTEN TECHNOLOGIES,60,52.17,30,36.52
LIS-LA-382,Intelligent Cable Management Unit,LISTEN TECHNOLOGIES,115,100,30,70
LIS-LA-401,Universal Ear Speaker,LISTEN TECHNOLOGIES,50,43.48,30,30.43
LIS-LA-402,Universal Stereo Headphones,LISTEN TECHNOLOGIES,70,60.87,30,42.61
LIS-LA-403,Universal Behind-the-Head Stereo Headphones,LISTEN TECHNOLOGIES,70,60.87,30,42.61
LIS-LA-404,Universal Single Ear Bud,LISTEN TECHNOLOGIES,32,27.83,30,19.48
LIS-LA-405,Universal Stereo Ear Buds,LISTEN TECHNOLOGIES,37,32.17,30,22.52
LIS-LA-406,Protective Ear Buds,LISTEN TECHNOLOGIES,125,108.7,30,76.09
LIS-LA-408,Protective Over the Ear Headphones,LISTEN TECHNOLOGIES,185,160.87,30,112.61
LIS-LA-409,Protective Over the Ear Headphones - used w/ Hard Hat,LISTEN TECHNOLOGIES,295,256.52,30,179.57
LIS-LA-410,Replacement Protective Ear Bud Tips 10-pack - Silicone,LISTEN TECHNOLOGIES,35,30.43,30,21.3
LIS-LA-411,Replacement Protective Ear Bud Tips 10-pack - Foam,LISTEN TECHNOLOGIES,35,30.43,30,21.3
LIS-LA-422,Cable USB to Micro USB,LISTEN TECHNOLOGIES,15,13.04,30,9.13
LIS-LA-423,4-Port USB Charger - includes 4x LA-422 Cables,LISTEN TECHNOLOGIES,95,82.61,30,57.83
LIS-LA-431,Intelligent Replacement Belt Clip,LISTEN TECHNOLOGIES,15,13.04,30,9.13
LIS-LA-432,Replacement Leatherette Cushions 10-pack for Stereo Headphones,LISTEN TECHNOLOGIES,37,32.17,30,22.52
LIS-LA-435,ListenTALK AAA Battery Compartment,LISTEN TECHNOLOGIES,39,33.91,30,23.74
LIS-LA-436,Microphone Input / Headphone Output Cable,LISTEN TECHNOLOGIES,58,50.43,30,35.3
LIS-LA-437,ListenTALK Line / Headset Mix Cable,LISTEN TECHNOLOGIES,135,117.39,30,82.17
LIS-LA-438,Advanced Neck Loop - Adult,LISTEN TECHNOLOGIES,185,160.87,30,112.61
LIS-LA-439,Advanced Neck Loop - Child,LISTEN TECHNOLOGIES,185,160.87,30,112.61
LIS-LA-441,Replacement Ear Cushions 10-pack for Headset 2 & 3,LISTEN TECHNOLOGIES,105,91.3,30,63.91
LIS-LA-443,ListenTALK Replacement Belt Clips 10-pack,LISTEN TECHNOLOGIES,105,91.3,30,63.91
LIS-LA-444,ListenTALK Protective Case,LISTEN TECHNOLOGIES,50,43.48,30,30.43
LIS-LA-445-BK,Breakaway Lanyard - Black,LISTEN TECHNOLOGIES,15,13.04,30,9.13
LIS-LA-445-BU,Breakaway Lanyard - Blue,LISTEN TECHNOLOGIES,15,13.04,30,9.13
LIS-LA-445-GN,Breakaway Lanyard - Green,LISTEN TECHNOLOGIES,14,12.17,30,8.52
LIS-LA-445-OG,Breakaway Lanyard - Orange,LISTEN TECHNOLOGIES,15,13.04,30,9.13
LIS-LA-445-RD,Breakaway Lanyard - Red,LISTEN TECHNOLOGIES,15,13.04,30,9.13
LIS-LA-445-VT,Breakaway Lanyard - Violet,LISTEN TECHNOLOGIES,15,13.04,30,9.13
LIS-LA-445-YE,Breakaway Lanyard - Yellow,LISTEN TECHNOLOGIES,15,13.04,30,9.13
LIS-LA-446,Cable Management Pocket,LISTEN TECHNOLOGIES,15,13.04,30,9.13
LIS-LA-449,ListenTALK Smartphone Cable,LISTEN TECHNOLOGIES,115,100,30,70
LIS-LA-451,ListenTALK Headset 1 - Earspeaker w/ Boom Mic,LISTEN TECHNOLOGIES,135,117.39,30,82.17
LIS-LA-452,ListenTALK Headset 2 - Single On-Ear w/ Noise Cancelling Boom Mic,LISTEN TECHNOLOGIES,165,143.48,30,100.43
LIS-LA-453,ListenTALK Headset 3 - Dual On-Ear w/ Noise Cancelling Boom Mic,LISTEN TECHNOLOGIES,315,273.91,30,191.74
LIS-LA-454,ListenTALK Headset 4 - Dual Over-Ear w/ Noise Cancelling Boom Mic,LISTEN TECHNOLOGIES,435,378.26,30,264.78
LIS-LA-455,ListenTALK Headset 5 - Dual Over-Ear w/ Noise Cancelling Boom Mic - used w/ Hard Hat,LISTEN TECHNOLOGIES,545,473.91,30,331.74
LIS-LA-456,ListenTALK Headset 6 - Protective Ear Buds w/ Mic,LISTEN TECHNOLOGIES,175,152.17,30,106.52
LIS-LA-461,Lavalier Microphone (TRRS),LISTEN TECHNOLOGIES,95,82.61,30,57.83
LIS-LA-462,Behind the Head Microphone (TRRS),LISTEN TECHNOLOGIES,195,169.57,30,118.7
LIS-LA-467,Windscreens for Headset 1 10-pack,LISTEN TECHNOLOGIES,55,47.83,30,33.48
LIS-LA-468,Windscreens for Headset 2 & 3 10-pack,LISTEN TECHNOLOGIES,60,52.17,30,36.52
LIS-LA-480,ListenTALK 16 unit Docking Station,LISTEN TECHNOLOGIES,1235,1073.91,30,751.74
LIS-LA-481,ListenTALK 16 unit Docking Station in Carrying Case,LISTEN TECHNOLOGIES,1655,1439.13,30,1007.39
LIS-LA-482,ListenTALK 4 unit Docking Station,LISTEN TECHNOLOGIES,785,682.61,30,477.83
LIS-LA-483,Soft Shell Case fits 4 Transceivers,LISTEN TECHNOLOGIES,535,465.22,30,325.65
LIS-LA-484,Road Case 16,LISTEN TECHNOLOGIES,2715,2360.87,30,1652.61
LIS-LA-81,4-Way RF Antenna Combiner,LISTEN TECHNOLOGIES,525,456.52,30,319.57
LIS-LA-82,6-Way RF Antenna Combiner,LISTEN TECHNOLOGIES,769,668.7,30,468.09
LIS-LK-1,"ListenTALK Transceiver incl Li-ion Battery, Lanyard, Ear Speaker",LISTEN TECHNOLOGIES,925,804.35,30,563.04
LIS-LKR-11,"ListenTALK Receiver Pro incl Li-ion Battery, Lanyard, Ear Speaker",LISTEN TECHNOLOGIES,665,578.26,30,404.78
LIS-LKR-12,"ListenTALK Receiver Basic incl Li-ion Battery, Lanyard, Ear Speaker",LISTEN TECHNOLOGIES,515,447.83,30,313.48
LIS-LA-140-GY,ListenIR Radiator for LT-82 - Grey,LISTEN TECHNOLOGIES,2285,1986.96,30,1390.87
LIS-LA-140-WH,ListenIR Radiator for LT-82 - White,LISTEN TECHNOLOGIES,2285,1986.96,30,1390.87
LIS-LA-141,ListenIR Expansion Radiator for LT-84,LISTEN TECHNOLOGIES,1295,1126.09,30,788.26
LIS-LA-303,Multi-Lingual Assistive Listening Notification Sign,LISTEN TECHNOLOGIES,55,47.83,30,33.48
LIS-LA-304,Assistive Listening Notification Signage Kit,LISTEN TECHNOLOGIES,55,47.83,30,33.48
LIS-LA-326,Universal Rack Mount Kit,LISTEN TECHNOLOGIES,185,160.87,30,112.61
LIS-LA-338,Tabletop Tripod,LISTEN TECHNOLOGIES,175,152.17,30,106.52
LIS-LA-346,Portable ListenIR System Carrying Case,LISTEN TECHNOLOGIES,625,543.48,30,380.43
LIS-LA-347-GY,Wall Box Mounting Plate Grey for LT-84 / LA-141,LISTEN TECHNOLOGIES,50,43.48,30,30.43
LIS-LA-347-WH,Wall Box Mounting Plate White for LT-84 / LA-141,LISTEN TECHNOLOGIES,50,43.48,30,30.43
LIS-LA-380,Intelligent 12 unit Charging / Carrying Case for LR-4200/5200,LISTEN TECHNOLOGIES,1535,1334.78,30,934.35
LIS-LA-381,Intelligent 12 unit Charging Tray for LR-4200/5200,LISTEN TECHNOLOGIES,985,856.52,30,599.57
LIS-LA-430,Intelligent Ear Phone / Neck Loop Lanyard for LR-4200/5200,LISTEN TECHNOLOGIES,150,130.43,30,91.3
LIS-LA-434,Earphone Extension Cable,LISTEN TECHNOLOGIES,18,15.65,30,10.96
LIS-LA-465,Dante 1 Channel Output XLR Adapter,LISTEN TECHNOLOGIES,685,595.65,30,416.96
LIS-LA-466,Dante 2 Channel Output XLR Adapter,LISTEN TECHNOLOGIES,825,717.39,30,502.17
LIS-LPT-A117,Remote Power Supply Kit for LT-84,LISTEN TECHNOLOGIES,60,52.17,30,36.52
LIS-LR-4200-IR,Intelligent DSP IR Receiver,LISTEN TECHNOLOGIES,515,447.83,30,313.48
LIS-LR-5200-IR,Advanced Intelligent DSP IR Receiver,LISTEN TECHNOLOGIES,575,500,30,350
LIS-LT-82,ListenIR 1-Channel Transmitter,LISTEN TECHNOLOGIES,1955,1700,30,1190
LIS-LT-84,ListenIR 2-Channel Transmitter / Radiator Combo,LISTEN TECHNOLOGIES,1595,1386.96,30,970.87
LIS-LA-132,Remote Antenna Kit 150MHz,LISTEN TECHNOLOGIES,265,230.43,30,161.3
LIS-LA-133,Helical Antenna 90 Degree 150MHz,LISTEN TECHNOLOGIES,50,43.48,30,30.43
LIS-LA-134,Telescoping Top Mounted Antena 150MHz,LISTEN TECHNOLOGIES,45,39.13,30,27.39
LIS-LA-135,Antenna Kit for Rack Mount 150MHz,LISTEN TECHNOLOGIES,220,191.3,30,133.91
LIS-LA-207,Replacement Power Supply for LT-800,LISTEN TECHNOLOGIES,175,152.17,30,106.52
LIS-LA-209,Intelligent 12 unit Charging Tray Power Supply 5 VDC for LA-380 / LA-381,LISTEN TECHNOLOGIES,185,160.87,30,112.61
LIS-LA-277,Conference Microphone,LISTEN TECHNOLOGIES,325,282.61,30,197.83
LIS-LA-904,Listen Dispensing Log Book,LISTEN TECHNOLOGIES,27,23.48,30,16.43
LIS-LR-4200-150,Intelligent DSP RF Receiver 150MHz,LISTEN TECHNOLOGIES,535,465.22,30,325.65
LIS-LR-5200-150,Advanced Intelligent DSP RF Receiver 150MHz,LISTEN TECHNOLOGIES,595,517.39,30,362.17
LIS-LT-800-150-04,ListenRF Stationary RF Transmitter 150MHz,LISTEN TECHNOLOGIES,1875,1630.43,30,1141.3
LIS-LA-161,Single Ear Bud,LISTEN TECHNOLOGIES,27,23.48,30,16.43
LIS-LA-164,Ear Speaker,LISTEN TECHNOLOGIES,45,39.13,30,27.39
LIS-LA-165,Stereo Headphones,LISTEN TECHNOLOGIES,56,48.7,30,34.09
LIS-LA-490,Listen Bluetooth / IR Beacon,LISTEN TECHNOLOGIES,595,517.39,30,362.17
LIS-LA-502,ListenEVERYWHERE Replacement 200P Server Rack Ears,LISTEN TECHNOLOGIES,70,60.87,30,42.61
LIS-LA-504,ListenEVERYWHERE Replacement Server Power Supply,LISTEN TECHNOLOGIES,150,130.43,30,91.3
LIS-LA-507,XLR-F to Terminal Block Cable,LISTEN TECHNOLOGIES,45,39.13,30,27.39
LIS-LW-100P-02,ListenEVERYWHERE 2 Channel Wi-Fi Audio Server,LISTEN TECHNOLOGIES,2725,2369.57,30,1658.7
LIS-LW-110-02,ListenWIFI 2 Channel Wi-Fi Audio Server,LISTEN TECHNOLOGIES,2755,2395.65,30,1676.96
LIS-LW-150P-02,ListenEVERYWHERE 2 Channel Wi-Fi Audio Server w/ Dante,LISTEN TECHNOLOGIES,3115,2708.7,30,1896.09
LIS-LW-160-02-D,ListenWIFI 2 Channel Wi-Fi Audio Server w/ Dante,LISTEN TECHNOLOGIES,3145,2734.78,30,1914.35
LIS-LW-200P-04,ListenEVERYWHERE 4 Channel Wi-Fi Audio Server,LISTEN TECHNOLOGIES,4695,4082.61,30,2857.83
LIS-LW-200P-08,ListenEVERYWHERE 8 Channel Wi-Fi Audio Server,LISTEN TECHNOLOGIES,6645,5778.26,30,4044.78
LIS-LW-200P-12,ListenEVERYWHERE 12 Channel Wi-Fi Audio Server,LISTEN TECHNOLOGIES,8185,7117.39,30,4982.17
LIS-LW-200P-16,ListenEVERYWHERE 16 Channel Wi-Fi Audio Server,LISTEN TECHNOLOGIES,10915,9491.3,30,6643.91
LIS-LW-202,ListenEVERYWHERE Venue Awareness Kit,LISTEN TECHNOLOGIES,115,100,30,70
LIS-LW-203,ListenWIFI Venue Awareness Kit,LISTEN TECHNOLOGIES,99,86.09,30,60.26
LIS-LW-210-04,ListenWIFI 4 Channel Wi-Fi Audio Server,LISTEN TECHNOLOGIES,4735,4117.39,30,2882.17
LIS-LW-210-08,ListenWIFI 8 Channel Wi-Fi Audio Server,LISTEN TECHNOLOGIES,6715,5839.13,30,4087.39
LIS-LW-210-16,ListenWIFI 16 Channel Wi-Fi Audio Server,LISTEN TECHNOLOGIES,11015,9578.26,30,6704.78
LIS-LW-307,ListenWIFI Hearing Assistance Signage,LISTEN TECHNOLOGIES,60,52.17,30,36.52
LIS-LW-327,ListenWIFI 2 Channel Server Rack Mount,LISTEN TECHNOLOGIES,165,143.48,30,100.43
LIS-LWR-1050,ListenWIFI Wi-Fi Audio Receiver,LISTEN TECHNOLOGIES,715,621.74,30,435.22
EVL-AB-ZE,Array Bracket Assembly for 2 or 4 ZX1i units ,EV,385,334.78,37,210.91
EVL-ASP-1,Steel Subwoofer Pole Height Adjustable 35mm to 35mm,EV,85,73.91,37,46.57
EVL-ASP-58,Steel Subwoofer Pole; Height Adjustable M20 Thread/35mm to 35mm,EV,285,247.83,37,156.13
EVL-BRKT-POLE-L,"Pole Mount Bracket for 12"",15” 2-way speaker",EV,175,152.17,37,95.87
EVL-BRKT-POLE-S,"Pole Mount Bracket for 8"",10” 2-way speaker",EV,145,126.09,37,79.43
