Manufacturer,Part Number,Short Description,Unit of Measure,NZD MSRP,Dealer's Cost Column 1,Description of Cost for Column 1,Column1,Column2,Column3,Column4,Column5,Column6,Column7,UL/ETL Listed,Currency,DIM Weight,Weight Unit of Measure,SKU/UPC,Model Name,Long Description,Other Description,Serialized Item,Not Available for Sale,Item Status,Manufacturer's Category,Replacement Item Part Number,Replacement Item Model Name,Required Accessories,Optional Accessories,MAP (Minimum Advertised Price),GSA Cost Price,GSA Sell Price,Discount-Off List,Freight Policy,FOB/Ex-works,Freight Class,Drop Ship Y/N?,U.S Energy Star Y/N?,TAA Compliant Y/N?,Certificate of Origin,URL/Link,Manufacturer's Division,InfoComm iQ Category,InfoComm Member Number,Notes,,,
Biamp Systems,914.1478.900,SDQ5P-W,Set,350,210,NZD MSRP - 40%,,,,,,64,120 cm x 101 cm x 193 cm,N,NZD,5.85,Kg,,SDQ5P-W,"Stereo loudspeaker set with 1 active and 1 passive loudspeaker, 2 x 30 watts. Inputs: stereo RCA, stereo mini-jack, balanced stereo euroblock, white",Loudspeakers,y,n,Current,Biamp,,,,,350,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1481.900,SM6V-W,EA,123,74,NZD MSRP - 40%,,,,,,432,120 cm x 100 cm x 160 cm,N,NZD,0.94,Kg,,SM6V-W,"On-wall speaker with built-in volume control, 100 volt / 6 watts, white",Loudspeakers,y,n,Current,Biamp,,,,,123,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1482.900,SM6-W,EA,60,36,NZD MSRP - 40%,,,,,,432,120 cm x 100 cm x 160 cm,N,NZD,0.83,Kg,,SM6-W,"On-wall speaker, 100 volt / 6 watts, white",Loudspeakers,y,n,Current,Biamp,,,,,60,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1483.900,SMB6-G,EA,73,44,NZD MSRP - 40%,,,,,,432,120 cm x 100 cm x 160 cm,N,NZD,0.9,Kg,,SMB6-G,"On-wall speaker with back plate and U-bracket, 100 volt / 6 watts, grey",Loudspeakers,y,n,Current,Biamp,,,,,73,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1484.900,SMB6V-G,EA,140,84,NZD MSRP - 40%,,,,,,432,120 cm x 100 cm x 160 cm,N,NZD,1.02,Kg,,SMB6V-G,"On-wall speaker with back plate and U-bracket, built-in volume control, 100 volt / 6 watts, grey",Loudspeakers,y,n,Current,Biamp,,,,,140,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,909.0095.900,SPA-GSQ100 ,EA,808,485,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,SPA-GSQ100 ,"Square grille with integrated safety wire, 12-pack (fits CM60DTD, CM30DTD, CM20DTS, CM1008D, CM608D, CM20DT, CMX20DT) ",Loudspeaker Accessories,n,n,Current,Biamp,,,,,808,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,909.0122.900,SPA-HBC100 10 Pack,EA,133,80,NZD MSRP - 40%,,,,,,,,N,NZD,,,,SPA-HBC100 10 Pack,"Beam Clamp Kit, 10-pack",Loudspeaker Accessory,N,N,Current,Accessory,,,,,133,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,909.0120.900,SPA-HCA100 10 Pack,EA,100,60,NZD MSRP - 40%,,,,,,,,N,NZD,,,,SPA-HCA100 10 Pack,"Conduit Adapter Kit, 1/2"" NPT for H10, H20, H30, 10-pack",Loudspeaker Accessory,N,N,Current,Accessory,,,,,100,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,909.0121.900,SPA-HMB100 10 Pack,EA,233,140,NZD MSRP - 40%,,,,,,,,N,NZD,,,,SPA-HMB100 10 Pack,"Dual Gang Box Mounting Bracket Kit for H10, H20, H30, MPLT62, 10-pack",Loudspeaker Accessory,N,N,Current,Accessory,,,,,233,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,909.0119.900,SPA-SCC100 10 Pack,EA,133,80,NZD MSRP - 40%,,,,,,,,N,NZD,,,,SPA-SCC100 10 Pack,"Safety Cable Kits, for Drop Ceiling speakers, 10-pack",Loudspeaker Accessory,N,N,Current,Accessory,,,,,133,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1487.900,SPH16,EA,173,104,NZD MSRP - 40%,,,,,,144,120 cm x 100 cm x 180 cm,N,NZD,1.7,Kg,,SPH16,"Two-way pendant sphere speaker, 100 volt / 16 watts, white",Loudspeakers,y,n,Current,Biamp,,,,,173,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1488.900,SPH20,EA,203,122,NZD MSRP - 40%,,,,,,48,135 cm x 108 cm x 146 cm,N,NZD,2.2,Kg,,SPH20,"Pendant sphere loudspeaker with 360° dispersion cone, 100 volt / 20 watts, white",Loudspeakers,y,n,Current,Biamp,,,,,203,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1498.900,T20,EA,37,22,NZD MSRP - 40%,,,,,,,,N,NZD,0.3,Kg,,T20,8 ohms to 100 volt transformer with different power taps: 20 - 10 - 5 - 2.5 watts,Accessories,n,n,Current,Biamp,,,,,37,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1499.900,T20IP,EA,90,54,NZD MSRP - 40%,,,,,,,,N,NZD,0.53,Kg,,T20IP,"8 ohms to 100 volt transformer with different power taps: 20 - 10 - 5 - 2.5 watts, waterproof",Accessories,n,n,Current,Biamp,,,,,90,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1500.900,T60,EA,70,42,NZD MSRP - 40%,,,,,,,,N,NZD,0.6,Kg,,T60,8 ohms to 100 volt transformer with different power taps: 60 - 30 - 15 - 6 watts,Accessories,n,n,Current,Biamp,,,,,70,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,914.1970.900,UCC-Lenovo TSC - MTR,EA,8333,5000,NZD MSRP - 40%,,,,,,,,,NZD,,,,UCC-Lenovo TSC - MTR,UC Compute for Microsoft Teams,Compute Device,y,n,Current,Biamp,,,,,8333,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Biamp,,4911,UCC Promo Price: 20% off UCC product when purchased with a Parlé conferencing bar or meeting room bundle. Use Promo Code UCC20 on purchase order.,,,
Biamp Systems,914.1971.900,UCC-Lenovo TSC - Zoom,EA,8333,5000,NZD MSRP - 40%,,,,,,,,,NZD,,,,UCC-Lenovo TSC - Zoom,UC Compute for Zoom Rooms,Compute Device,y,n,Current,Biamp,,,,,8333,,,,,PO,Standard Freight,n,n,n,China,https://www.biamp.com,Biamp,,4911,UCC Promo Price: 20% off UCC product when purchased with a Parlé conferencing bar or meeting room bundle. Use Promo Code UCC20 on purchase order.,,,
Biamp Systems,914.1979.900,UCC-Lenovo TSC-IP-MTR,EA,10000,6000,NZD MSRP - 40%,,,,,,,,Y,NZD,,,,UCC-Lenovo TSC-IP-MTR,UC Compute - Lenovo ThinkSmart Core with Cat5 Based Connection - Microsoft Teams Room,Compute Device,Y,N,Current,Biamp,,,,,10000,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Biamp,,4911,UCC Promo Price: 20% off UCC product when purchased with a Parlé conferencing bar or meeting room bundle. Use Promo Code UCC20 on purchase order.,,,
Biamp Systems,914.1980.900,UCC-Lenovo TSC-IP-ZOOM,EA,10000,6000,NZD MSRP - 40%,,,,,,,,Y,NZD,,,,UCC-Lenovo TSC-IP-ZOOM,UC Compute - Lenovo ThinkSmart Core with Cat5 Based Connection - Zoom Room,Compute Device,Y,N,Current,Biamp,,,,,10000,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Biamp,,4911,UCC Promo Price: 20% off UCC product when purchased with a Parlé conferencing bar or meeting room bundle. Use Promo Code UCC20 on purchase order.,,,
Biamp Systems,914.1513.900,ZONE4,EA,1917,1150,NZD MSRP - 40%,,,,,,72,120 cm x 100 cm x 165 cm,N,NZD,2.75,Kg,,ZONE4,Quad zone pre-amplifier: 4 stereo output zones. Inputs: 3 mono mic/line + 4 stereo line inputs,Matrix Systems,y,n,Current,Biamp,,,,,1917,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1514.900,ZONE4R,EA,287,172,NZD MSRP - 40%,,,,,,,,N,NZD,0.138,Kg,,ZONE4R,"Digital wall control panel for use with ZONE4 for music volume adjustment, MIC volume adjustment and source selection",Control Interfaces,n,n,Current,Biamp,,,,,287,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1350.900,AFC200,EA,323,194,NZD MSRP - 40%,,,,,,,,N,NZD,1.814368,Kg,,AFC200,Autotransformer 200W,Loudspeaker Accessories,n,n,Current,Community,,,,,323,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,914.1351.900,ALC-1604D,EA,9500,5700,NZD MSRP - 40%,,,,,,,,N,NZD,11.793392,Kg,,ALC-1604D,Amplified Loudspeaker Controller - 4 Channels X 1600W + DSP Dante,Amplifiers,y,n,Current,Community,,,,,9500,,,,,PO,Standard Freight,n,n,Y,Italy,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,914.1352.900,ALC-3202D,EA,8333,5000,NZD MSRP - 40%,,,,,,,,N,NZD,11.3398,Kg,,ALC-3202D,Amplified Loudspeaker Controller - 2 Channels X 3200W + DSP Dante,Amplifiers,y,n,Current,Community,,,,,8333,,,,,PO,Standard Freight,n,n,Y,Italy,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,914.1353.900,ALC-404D,EA,6000,3600,NZD MSRP - 40%,,,,,,,,N,NZD,11.3398,Kg,,ALC-404D,Amplified Loudspeaker Controller - 4 Channels X 400W + DSP Dante,Amplifiers,y,n,Current,Community,,,,,6000,,,,,PO,Standard Freight,n,n,Y,Italy,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1354.900,BAND100FT,EA,810,486,NZD MSRP - 40%,,,,,,,,N,NZD,3.628736,Kg,,BAND100FT,"Pole Mount Bracket Banding, 100 Feet (30.5 M)",Loudspeaker Accessories,n,n,Current,Community,,,,,810,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1355.900,BFR22HB,EA,773,464,NZD MSRP - 40%,,,,,,,,N,NZD,6.80388,Kg,,BFR22HB,"22"" BalancePoint Horizontal Fly Rails Black",Loudspeaker Accessories,n,n,Current,Community,,,,,773,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1356.900,BFR22HW,EA,773,464,NZD MSRP - 40%,,,,,,,,N,NZD,6.80388,Kg,,BFR22HW,"22"" BalancePoint Horizontal Fly Rails White",Loudspeaker Accessories,n,n,Current,Community,,,,,773,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1357.900,BFR22VB,EA,627,376,NZD MSRP - 40%,,,,,,,,N,NZD,5.896696,Kg,,BFR22VB,"22"" BalancePoint Vertical Fly Rails Black",Loudspeaker Accessories,n,n,Current,Community,,,,,627,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1358.900,BFR22VW,EA,627,376,NZD MSRP - 40%,,,,,,,,N,NZD,5.896696,Kg,,BFR22VW,"22"" BalancePoint Vertical Fly Rails White",Loudspeaker Accessories,n,n,Current,Community,,,,,627,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1368.900,CMKIT,EA,133,80,NZD MSRP - 40%,,,,,,,,N,NZD,1.360776,Kg,,CMKIT,Ceiling Mount Kit Black,Loudspeaker Accessories,n,n,Current,Community,,,,,133,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1369.900,CMKITW,EA,133,80,NZD MSRP - 40%,,,,,,,,N,NZD,1.360776,Kg,,CMKITW,Ceiling Mount Kit White,Loudspeaker Accessories,n,n,Current,Community,,,,,133,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1374.900,DFSB,EA,773,464,NZD MSRP - 40%,,,,,,,,N,NZD,5.443104,Kg,,DFSB,Downfill Splay Bracket Kit Black,Loudspeaker Accessories,n,n,Current,Community,,,,,773,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1375.900,DFSW,EA,773,464,NZD MSRP - 40%,,,,,,,,N,NZD,5.443104,Kg,,DFSW,Downfill Splay Bracket Kit White,Loudspeaker Accessories,n,n,Current,Community,,,,,773,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1376.900,DVS-BFR22B,EA,1157,694,NZD MSRP - 40%,,,,,,,,N,NZD,9.525432,Kg,,DVS-BFR22B,I SERIES Dual Vertical Splay Kit for 2 Enclosures Black,Loudspeaker Accessories,n,n,Current,Community,,,,,1157,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1377.900,DVS-BFR22W,EA,1157,694,NZD MSRP - 40%,,,,,,,,N,NZD,9.525432,Kg,,DVS-BFR22W,I SERIES Dual Vertical Splay Kit for 2 Enclosures White,Loudspeaker Accessories,n,n,Current,Community,,,,,1157,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0983.900,HAB3-BFR38B,EA,1690,1014,NZD MSRP - 40%,,,,,,,,N,NZD,28.122704,Kg,,HAB3-BFR38B,I SERIES Dual Horizontal Array Kit For 3-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,1690,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0984.900,HAB3-BFR38W,EA,1690,1014,NZD MSRP - 40%,,,,,,,,N,NZD,28.122704,Kg,,HAB3-BFR38W,I SERIES Dual Horizontal Array Kit For 3-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,1690,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0985.900,HAB-BFR38B,EA,1397,838,NZD MSRP - 40%,,,,,,,,N,NZD,20.41164,Kg,,HAB-BFR38B,I SERIES Dual Horizontal Array Kit For 2-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,1397,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0986.900,HAB-BFR38W,EA,1397,838,NZD MSRP - 40%,,,,,,,,N,NZD,20.41164,Kg,,HAB-BFR38W,I SERIES Dual Horizontal Array Kit For 2-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,1397,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0987.900,HSB3-BFR22B,EA,2110,1266,NZD MSRP - 40%,,,,,,,,N,NZD,14.968536,Kg,,HSB3-BFR22B,I SERIES Dual Horizontal Splay Kit For 3-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,2110,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0988.900,HSB3-BFR22W,EA,2110,1266,NZD MSRP - 40%,,,,,,,,N,NZD,14.968536,Kg,,HSB3-BFR22W,I SERIES Dual Horizontal Splay Kit For 3-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,2110,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0989.900,HSB3-SBR54B,EA,2937,1762,NZD MSRP - 40%,,,,,,,,N,NZD,19.050864,Kg,,HSB3-SBR54B,I SERIES Dual Horizontal Splay w/ Ext Kit for 3-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,2937,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0990.900,HSB3-SBR54W,EA,2937,1762,NZD MSRP - 40%,,,,,,,,N,NZD,19.050864,Kg,,HSB3-SBR54W,I SERIES Dual Horizontal Splay w/ Ext Kit for 3-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,2937,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0991.900,HSB-BFR22B,EA,1927,1156,NZD MSRP - 40%,,,,,,,,N,NZD,12.700576,Kg,,HSB-BFR22B,I SERIES Dual Horizontal Splay Kit for 2-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,1927,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0992.900,HSB-BFR22W,EA,1927,1156,NZD MSRP - 40%,,,,,,,,N,NZD,12.700576,Kg,,HSB-BFR22W,I SERIES Dual Horizontal Splay Kit for 2-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,1927,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0993.900,HSB-SBR54B,EA,2753,1652,NZD MSRP - 40%,,,,,,,,N,NZD,19.504456,Kg,,HSB-SBR54B,I SERIES Dual Horizontal Splay w/ Ext Kit for 2-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,2753,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0994.900,HSB-SBR54W,EA,2753,1652,NZD MSRP - 40%,,,,,,,,N,NZD,19.504456,Kg,,HSB-SBR54W,I SERIES Dual Horizontal Splay w/ Ext Kit for 2-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,2753,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0995.900,HVS3B,EA,1213,728,NZD MSRP - 40%,,,,,,,,N,NZD,10.886208,Kg,,HVS3B,I SERIES H/V Splay Bracket Extension Kit for 3-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,1213,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0996.900,HVS3W,EA,1213,728,NZD MSRP - 40%,,,,,,,,N,NZD,10.886208,Kg,,HVS3W,I SERIES H/V Splay Bracket Extension Kit for 3-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,1213,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0997.900,HVSB,EA,1063,638,NZD MSRP - 40%,,,,,,,,N,NZD,9.07184,Kg,,HVSB,I SERIES H/V Splay Bracket Extension Kit for 2-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,1063,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0998.900,HVSW,EA,1063,638,NZD MSRP - 40%,,,,,,,,N,NZD,9.07184,Kg,,HVSW,I SERIES H/V Splay Bracket Extension Kit for 2-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,1063,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0999.900,IAF40B,EA,1010,606,NZD MSRP - 40%,,,,,,,,N,NZD,16.329312,Kg,,IAF40B,"I SERIES 40"" Isometric Array Frame Black",Loudspeaker Accessories,n,n,Current,Community,,,,,1010,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1000.900,IAF40W,EA,1010,606,NZD MSRP - 40%,,,,,,,,N,NZD,16.329312,Kg,,IAF40W,"I SERIES 40"" Isometric Array Frame White",Loudspeaker Accessories,n,n,Current,Community,,,,,1010,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1001.900,IAF55B,EA,1157,694,NZD MSRP - 40%,,,,,,,,N,NZD,23.133192,Kg,,IAF55B,"I SERIES 55"" Isometric Array Frame Black",Loudspeaker Accessories,n,n,Current,Community,,,,,1157,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1002.900,IAF55W,EA,1157,694,NZD MSRP - 40%,,,,,,,,N,NZD,23.133192,Kg,,IAF55W,"I SERIES 55"" Isometric Array Frame White",Loudspeaker Accessories,n,n,Current,Community,,,,,1157,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1003.900,IC6-1062/00B,EA,2200,1320,NZD MSRP - 40%,,,,,,,,N,NZD,9.07184,Kg,,IC6-1062/00B,High Output 6.5-Inch 2-Way 100 X 100 Indoor Black,"Loudspeakers, Compact",y,n,Current,Community,,,,,2200,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1004.900,IC6-1062/00W,EA,2200,1320,NZD MSRP - 40%,,,,,,,,N,NZD,9.07184,Kg,,IC6-1062/00W,High Output 6.5-Inch 2-Way 100 X 100 Indoor White,"Loudspeakers, Compact",y,n,Current,Community,,,,,2200,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1005.900,IC6-1062T00B,EA,2387,1432,NZD MSRP - 40%,,,,,,,,N,NZD,10.886208,Kg,,IC6-1062T00B,High Output 6.5-Inch 2-Way 100 X 100 70V/100V Indoor Black,"Loudspeakers, Compact",y,n,Current,Community,,,,,2387,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1006.900,IC6-1062T00W,EA,2387,1432,NZD MSRP - 40%,,,,,,,,N,NZD,10.886208,Kg,,IC6-1062T00W,High Output 6.5-Inch 2-Way 100 X 100 70V/100V Indoor White,"Loudspeakers, Compact",y,n,Current,Community,,,,,2387,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1007.900,IC6-1062WR00,EA,2500,1500,NZD MSRP - 40%,,,,,,,,N,NZD,7.257472,Kg,,IC6-1062WR00,High Output 6.5-Inch 2-Way 100 X 100 Weather-Resistant Grey,"Loudspeakers, Compact",y,n,Current,Community,,,,,2500,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1008.900,IC6-1062WT00,EA,2667,1600,NZD MSRP - 40%,,,,,,,,N,NZD,9.07184,Kg,,IC6-1062WT00,High Output 6.5-Inch 2-Way 100 X 100 70V/100V Weather-Resistant Grey,"Loudspeakers, Compact",y,n,Current,Community,,,,,2667,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1009.900,IC6-1082/26B,EA,2843,1706,NZD MSRP - 40%,,,,,,,,N,NZD,13.60776,Kg,,IC6-1082/26B,High Output 8-Inch 2-Way 120 X 60 Indoor Black,"Loudspeakers, Compact",y,n,Current,Community,,,,,2843,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1010.900,IC6-1082/26W,EA,2843,1706,NZD MSRP - 40%,,,,,,,,N,NZD,13.60776,Kg,,IC6-1082/26W,High Output 8-Inch 2-Way 120 X 60 Indoor White,"Loudspeakers, Compact",y,n,Current,Community,,,,,2843,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1011.900,IC6-1082/96B,EA,2843,1706,NZD MSRP - 40%,,,,,,,,N,NZD,13.60776,Kg,,IC6-1082/96B,High Output 8-Inch 2-Way 90 X 60 Indoor Black,"Loudspeakers, Compact",y,n,Current,Community,,,,,2843,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1012.900,IC6-1082/96W,EA,2843,1706,NZD MSRP - 40%,,,,,,,,N,NZD,13.60776,Kg,,IC6-1082/96W,High Output 8-Inch 2-Way 90 X 60 Indoor White,"Loudspeakers, Compact",y,n,Current,Community,,,,,2843,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1013.900,IC6-1082T26B,EA,3027,1816,NZD MSRP - 40%,,,,,,,,N,NZD,15.422128,Kg,,IC6-1082T26B,High Output 8-Inch 2-Way 120 X 60 70V/100V Indoor Black,"Loudspeakers, Compact",y,n,Current,Community,,,,,3027,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1014.900,IC6-1082T26W,EA,3027,1816,NZD MSRP - 40%,,,,,,,,N,NZD,15.422128,Kg,,IC6-1082T26W,High Output 8-Inch 2-Way 120 X 60 70V/100V Indoor White,"Loudspeakers, Compact",y,n,Current,Community,,,,,3027,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1015.900,IC6-1082T96B,EA,3027,1816,NZD MSRP - 40%,,,,,,,,N,NZD,15.422128,Kg,,IC6-1082T96B,High Output 8-Inch 2-Way 90 X 60 70V/100V Indoor Black,"Loudspeakers, Compact",y,n,Current,Community,,,,,3027,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1016.900,IC6-1082T96W,EA,3027,1816,NZD MSRP - 40%,,,,,,,,N,NZD,15.422128,Kg,,IC6-1082T96W,High Output 8-Inch 2-Way 90 X 60 70V/100V Indoor White,"Loudspeakers, Compact",y,n,Current,Community,,,,,3027,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1017.900,IC6-1082WR26,EA,3333,2000,NZD MSRP - 40%,,,,,,,,N,NZD,10.886208,Kg,,IC6-1082WR26,High Output 8-Inch 2-Way 120 X 60 Weather-Resistant Grey,"Loudspeakers, Compact",y,n,Current,Community,,,,,3333,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1018.900,IC6-1082WR96,EA,3333,2000,NZD MSRP - 40%,,,,,,,,N,NZD,10.886208,Kg,,IC6-1082WR96,High Output 8-Inch 2-Way 90 X 60 Weather-Resistant Grey,"Loudspeakers, Compact",y,n,Current,Community,,,,,3333,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1019.900,IC6-1082WT26,EA,3500,2100,NZD MSRP - 40%,,,,,,,,N,NZD,12.700576,Kg,,IC6-1082WT26,High Output 8-Inch 2-Way 120 X 60 70V/100V Weather-Resistant Grey,"Loudspeakers, Compact",y,n,Current,Community,,,,,3500,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
